"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Centro","Norte","Sur","Buenos Aires"
"Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.036,0.017,0.055,0,0.039,0.047,0.054,0.037,0.015,0.061,0.066,0,0,0.045
"Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.625,0.63,0.62,0.724,0.662,0.464,0.656,0.737,0.639,0.465,0.821,0.499,0.792,0.56
"En blanco",0.339,0.353,0.325,0.276,0.299,0.489,0.29,0.226,0.346,0.474,0.113,0.501,0.208,0.395
