"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Centro","Norte","Sur","Buenos Aires"
"Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.255,0.258,0.252,0.5,0.189,0.224,0.171,0.222,0.304,0.238,0.304,0,0.045,0.386
"Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.745,0.742,0.748,0.5,0.811,0.776,0.829,0.778,0.696,0.762,0.696,1,0.955,0.614
