"var","categoria","Lo votaría","Puede que lo vote","Nunca lo votaría","No sabe"
"P06","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.752,0.313,0.03,0.075
"P06","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.2,0.482,0.864,0.265
"P06","En blanco",0.027,0.101,0.068,0.192
"P06","Aun no tengo decidido mi voto",0.021,0.104,0.038,0.468
"P08","Totalmente seguro",0.736,0.445,0.785,0.285
"P08","Bastante seguro",0.131,0.225,0.103,0.04
"P08","Algo seguro",0.07,0.164,0.064,0.161
"P08","Para nada seguro",0.063,0.166,0.048,0.514
"P09","Tiene Decidido que va a ir a votar",0.922,0.704,0.94,0.702
"P09","Tiene dudas sobre si va a ir a  votar",0.042,0.217,0.04,0.231
"P09","Tiene Decidido que no va a ir a votar",0.036,0.079,0.02,0.067
"P11","Lo votaría",0.206,0.29,0.783,0.269
"P11","Puede que lo vote",0.067,0.485,0.106,0.05
"P11","Nunca lo votaría",0.722,0.195,0.095,0.113
"P11","No sabe",0.005,0.03,0.016,0.568
"P12","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.847,0.592,0.144,0.134
"P12","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.153,0.408,0.856,0.866
"P14","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.044,0.117,0.004,0.057
"P14","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.948,0.347,0.764,0.102
"P14","En blanco",0.008,0.536,0.232,0.841
