"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Centro","Norte","Sur","Buenos Aires"
"Tiene Decidido que va a ir a votar",0.917,0.912,0.921,0.844,0.934,0.941,0.915,0.912,0.91,0.929,0.922,0.883,0.98,0.917
"Tiene dudas sobre si va a ir a  votar",0.056,0.06,0.052,0.085,0.05,0.043,0.058,0.059,0.056,0.053,0.058,0.073,0.008,0.053
"Tiene Decidido que no va a ir a votar",0.027,0.028,0.027,0.071,0.016,0.016,0.027,0.029,0.034,0.018,0.02,0.044,0.012,0.03
