"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Weretilneck","Tortoriello","Horne","Massa","Milei","Alto Valle","Comarca Andina","Resto"
"Javier Milei",0.388,0.403,0.372,0.401,0.355,0.435,0.384,0.327,0.408,0.413,0.263,0.663,0.117,0.127,0.658,0.423,0.344,0.386
"Los gobernadores",0.495,0.49,0.5,0.528,0.525,0.439,0.471,0.512,0.481,0.498,0.634,0.208,0.827,0.789,0.227,0.448,0.559,0.494
"No sabe",0.117,0.107,0.128,0.071,0.12,0.126,0.145,0.161,0.111,0.089,0.103,0.129,0.056,0.084,0.115,0.129,0.097,0.12
