"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Weretilneck","Tortoriello","Horne","Massa","Milei","Alto Valle","Comarca Andina","Resto"
"El anterior gobierno de Alberto Fernández",0.281,0.284,0.278,0.272,0.256,0.215,0.447,0.345,0.33,0.163,0.277,0.573,0.098,0.173,0.491,0.384,0.227,0.195
"El actual gobierno de Javier Milei",0.646,0.651,0.64,0.595,0.665,0.745,0.504,0.59,0.583,0.774,0.638,0.404,0.874,0.77,0.499,0.518,0.728,0.732
"No sabe",0.073,0.065,0.082,0.133,0.079,0.04,0.049,0.065,0.087,0.063,0.085,0.023,0.028,0.057,0.01,0.098,0.045,0.073
