"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Weretilneck","Tortoriello","Horne","Massa","Milei","Alto Valle","Comarca Andina","Resto"
"Muy de acuerdo",0.169,0.192,0.146,0.254,0.133,0.142,0.202,0.188,0.168,0.152,0.135,0.223,0.143,0.112,0.22,0.193,0.159,0.145
"De acuerdo",0.189,0.189,0.189,0.161,0.176,0.218,0.22,0.185,0.205,0.171,0.15,0.3,0.147,0.116,0.244,0.192,0.163,0.215
"Ni de acuerdo ni en desacuerdo",0.228,0.217,0.239,0.23,0.229,0.234,0.21,0.205,0.255,0.211,0.247,0.259,0.183,0.174,0.271,0.23,0.256,0.196
"En desacuerdo",0.268,0.266,0.269,0.244,0.275,0.283,0.255,0.259,0.256,0.295,0.304,0.152,0.395,0.405,0.171,0.247,0.254,0.311
"Muy en desacuerdo",0.128,0.128,0.128,0.097,0.17,0.096,0.101,0.136,0.099,0.161,0.139,0.055,0.131,0.177,0.078,0.115,0.166,0.107
"No sabe",0.018,0.008,0.029,0.014,0.017,0.027,0.012,0.027,0.017,0.01,0.025,0.011,0.001,0.016,0.016,0.023,0.002,0.026
