"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Weretilneck","Tortoriello","Horne","Massa","Milei","Alto Valle","Comarca Andina","Resto"
"Muy de acuerdo",0.202,0.211,0.193,0.21,0.192,0.172,0.265,0.243,0.187,0.18,0.259,0.16,0.256,0.254,0.155,0.198,0.191,0.22
"De acuerdo",0.203,0.219,0.187,0.18,0.193,0.245,0.203,0.165,0.218,0.224,0.2,0.247,0.188,0.192,0.214,0.164,0.259,0.201
"Ni de acuerdo ni en desacuerdo",0.327,0.326,0.327,0.364,0.325,0.309,0.303,0.309,0.361,0.292,0.316,0.299,0.324,0.287,0.36,0.341,0.304,0.329
"En desacuerdo",0.142,0.136,0.148,0.096,0.165,0.154,0.127,0.131,0.129,0.174,0.122,0.158,0.165,0.137,0.161,0.149,0.13,0.144
"Muy en desacuerdo",0.073,0.069,0.077,0.09,0.072,0.065,0.064,0.073,0.067,0.082,0.044,0.086,0.04,0.078,0.057,0.08,0.079,0.057
"No sabe",0.053,0.039,0.068,0.06,0.053,0.055,0.038,0.079,0.038,0.048,0.059,0.05,0.027,0.052,0.053,0.068,0.037,0.049
