"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Weretilneck","Tortoriello","Horne","Massa","Milei","Alto Valle","Comarca Andina","Resto"
"Muy buena",0.082,0.093,0.071,0.188,0.009,0.094,0.071,0.2,0.044,0.004,0.149,0.007,0.157,0.125,0.061,0,0,0
"Buena",0.105,0.086,0.123,0.118,0.098,0.089,0.126,0.044,0.171,0.06,0.151,0.057,0.043,0.148,0.086,0,0,0
"Ni buena ni mala",0.308,0.315,0.301,0.306,0.249,0.337,0.435,0.278,0.335,0.295,0.345,0.317,0.184,0.233,0.338,0,0,0
"Mala",0.333,0.337,0.33,0.352,0.331,0.365,0.256,0.329,0.296,0.407,0.271,0.372,0.439,0.348,0.309,0,0,0
"Muy mala",0.154,0.142,0.165,0.036,0.294,0.093,0.066,0.135,0.145,0.193,0.066,0.234,0.173,0.123,0.195,0,0,0
"No sabe",0.018,0.027,0.01,0,0.019,0.022,0.046,0.014,0.009,0.041,0.018,0.013,0.004,0.023,0.011,0,0,0
