"var","categoria","Si","No"
"P08_imputada","Pablo Javkin a intendente por Unidos para Cambiar Santa Fe",0.457,0.416
"P08_imputada","Juan Monteverde a intendente por Juntos Avancemos",0.456,0.456
"P08_imputada","En blanco",0.087,0.128
"P12_imputada","Maximiliano Pullaro a gobernador y Gisela Scaglia a vicegobernadora por Unidos para Cambiar Santa Fe",0.437,0.464
"P12_imputada","Marcelo Lewandowski a gobernador y Silvina Patricia Frana a vicegobernadora por Juntos Avancemos",0.417,0.342
"P12_imputada","Edelvino Bodoira a gobernador y Nora Lucia Sanchez por Viva la Libertad",0.057,0.063
"P12_imputada","Carla Deiana a gobernadora y Mauricio Acosta a vicegobernador por el Frente de Izquierda",0.021,0.034
"P12_imputada","Otro",0.044,0.054
"P12_imputada","En blanco",0.024,0.043
"P14_imputada","Sergio Massa a Presidente y Agustín Rossi a Vicepresidente por Unión por la Patria",0.401,0.383
"P14_imputada","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.296,0.305
"P14_imputada","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.25,0.256
"P14_imputada","Myriam Bregman a Presidente y Nicolás del Caño a Vicepresidente por el Frente de Izquierda",0.01,0.027
"P14_imputada","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos nuestro País",0.026,0.008
"P14_imputada","En blanco",0.017,0.021
