"var","categoria","Siempre","Casi siempre","Casi nunca","Nunca, pero esta es una excepción"
"P08_imputada","Pablo Javkin a intendente por Unidos para Cambiar Santa Fe",0.438,0.439,0.511,0.274
"P08_imputada","Juan Monteverde a intendente por Juntos Avancemos",0.495,0.456,0.407,0.487
"P08_imputada","En blanco",0.067,0.105,0.082,0.239
"P12_imputada","Maximiliano Pullaro a gobernador y Gisela Scaglia a vicegobernadora por Unidos para Cambiar Santa Fe",0.425,0.438,0.504,0.421
"P12_imputada","Marcelo Lewandowski a gobernador y Silvina Patricia Frana a vicegobernadora por Juntos Avancemos",0.448,0.425,0.269,0.302
"P12_imputada","Edelvino Bodoira a gobernador y Nora Lucia Sanchez por Viva la Libertad",0.031,0.05,0.075,0.135
"P12_imputada","Carla Deiana a gobernadora y Mauricio Acosta a vicegobernador por el Frente de Izquierda",0.039,0.017,0.039,0.017
"P12_imputada","Otro",0.035,0.037,0.079,0.077
"P12_imputada","En blanco",0.022,0.033,0.034,0.048
"P14_imputada","Sergio Massa a Presidente y Agustín Rossi a Vicepresidente por Unión por la Patria",0.448,0.409,0.306,0.293
"P14_imputada","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.25,0.319,0.338,0.29
"P14_imputada","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.235,0.221,0.307,0.353
"P14_imputada","Myriam Bregman a Presidente y Nicolás del Caño a Vicepresidente por el Frente de Izquierda",0.033,0.011,0.021,0.015
"P14_imputada","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos nuestro País",0.024,0.014,0.021,0.011
"P14_imputada","En blanco",0.01,0.026,0.007,0.038
