"var","categoria","Siempre","Casi siempre","Casi nunca","Nunca, pero esta es una excepción"
"P05","Mucho",0.716,0.501,0.404,0.34
"P05","Bastante",0.174,0.387,0.321,0.213
"P05","Poco",0.064,0.092,0.211,0.144
"P05","Nada",0.044,0.013,0.055,0.277
"P05","No sabe",0.002,0.007,0.009,0.026
"P08","Pablo Javkin a intendente por Unidos para Cambiar Santa Fe",0.391,0.389,0.429,0.224
"P08","Juan Monteverde a intendente por Juntos Avancemos",0.469,0.407,0.366,0.39
"P08","En blanco",0.064,0.089,0.069,0.205
"P08","No sabe",0.076,0.115,0.136,0.181
"P10","Totalmente seguro",0.758,0.657,0.569,0.531
"P10","Bastante seguro",0.104,0.198,0.15,0.114
"P10","Algo seguro",0.075,0.071,0.131,0.097
"P10","Para nada seguro",0.063,0.074,0.15,0.258
"P11","Tiene Decidido que va a ir a votar",0.955,0.948,0.885,0.838
"P11","Tiene dudas sobre si va a ir a votar",0.018,0.046,0.074,0.097
"P11","Tiene Decidido que no va a ir a votar",0.027,0.006,0.041,0.065
"P12","Maximiliano Pullaro a gobernador y Gisela Scaglia a vicegobernadora por Unidos para Cambiar Santa Fe",0.419,0.427,0.488,0.38
"P12","Marcelo Lewandowski a gobernador y Silvina Patricia Frana a vicegobernadora por Juntos Avancemos",0.446,0.411,0.239,0.278
"P12","Edelvino Bodoira a gobernador y Nora Lucia Sanchez por Viva la Libertad",0.031,0.049,0.069,0.118
"P12","Carla Deiana a gobernadora y Mauricio Acosta a vicegobernador por el Frente de Izquierda",0.039,0.017,0.037,0.016
"P12","Otro",0.035,0.027,0.053,0.077
"P12","En blanco",0.015,0.027,0.031,0.024
"P12","No sabe",0.015,0.042,0.083,0.107
"P14","Sergio Massa a Presidente y Agustín Rossi a Vicepresidente por Unión por la Patria",0.441,0.391,0.28,0.238
"P14","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.247,0.307,0.312,0.29
"P14","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.229,0.205,0.284,0.286
"P14","Myriam Bregman a Presidente y Nicolás del Caño a Vicepresidente por el Frente de Izquierda",0.033,0.011,0.013,0.015
"P14","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos nuestro País",0.024,0.013,0.021,0.004
"P14","En blanco",0.01,0.026,0.008,0.038
"P14","No sabe",0.016,0.047,0.082,0.129
"P17","Si",0.727,0.554,0.321,0.262
"P17","No",0.273,0.446,0.679,0.738
