"var","categoria","Mucho","Bastante","Poco","Nada","No sabe"
"P08_imputada","Pablo Javkin a intendente por Unidos para Cambiar Santa Fe",0.373,0.54,0.568,0.27,0.222
"P08_imputada","Juan Monteverde a intendente por Juntos Avancemos",0.546,0.369,0.275,0.42,0.637
"P08_imputada","En blanco",0.081,0.091,0.157,0.31,0.141
"P12_imputada","Maximiliano Pullaro a gobernador y Gisela Scaglia a vicegobernadora por Unidos para Cambiar Santa Fe",0.401,0.525,0.516,0.351,0.457
"P12_imputada","Marcelo Lewandowski a gobernador y Silvina Patricia Frana a vicegobernadora por Juntos Avancemos",0.472,0.292,0.22,0.248,0.196
"P12_imputada","Edelvino Bodoira a gobernador y Nora Lucia Sanchez por Viva la Libertad",0.044,0.09,0.047,0.071,0.105
"P12_imputada","Carla Deiana a gobernadora y Mauricio Acosta a vicegobernador por el Frente de Izquierda",0.021,0.017,0.078,0.079,0
"P12_imputada","Otro",0.036,0.061,0.09,0.088,0.028
"P12_imputada","En blanco",0.026,0.015,0.049,0.163,0.214
"P14_imputada","Sergio Massa a Presidente y Agustín Rossi a Vicepresidente por Unión por la Patria",0.46,0.302,0.197,0.4,0.405
"P14_imputada","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.252,0.388,0.387,0.111,0.288
"P14_imputada","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.229,0.27,0.346,0.379,0.28
"P14_imputada","Myriam Bregman a Presidente y Nicolás del Caño a Vicepresidente por el Frente de Izquierda",0.024,0.006,0.023,0.061,0.027
"P14_imputada","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos nuestro País",0.02,0.019,0.009,0.012,0
"P14_imputada","En blanco",0.015,0.015,0.038,0.037,0
