"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna"
"Al Frente de todos",0.403,0.44,0.366,0.284,0.462,0.414,0.436,0.466,0.38,0.358,0.712,0.134,0.182
"A Juntos",0.371,0.326,0.415,0.242,0.354,0.486,0.476,0.379,0.324,0.44,0.156,0.737,0.25
"Al Frente de Izquierda",0.039,0.038,0.04,0.076,0.04,0.015,0.003,0,0.048,0.075,0.013,0.005,0.06
"Al Partido Avanza libertad",0.069,0.1,0.04,0.189,0.037,0.026,0.012,0.052,0.097,0.045,0.032,0.109,0.134
"A “Vamos con vos""",0.026,0.039,0.013,0.053,0.011,0.017,0.033,0.036,0.014,0.034,0.006,0,0.354
"Votaría en blanco o anularía",0.092,0.057,0.126,0.156,0.096,0.042,0.04,0.067,0.137,0.048,0.081,0.015,0.02
