"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","GBA","Interior"
"Sergio Massa Presidente, Agustin Rossi Vicepresidente y Axel Kicillof gobernador, Veronica Magario vicegobernadora; por Unión por la Patria",0.336,0.324,0.348,0.225,0.377,0.357,0.309,0.353,0.325,0.334,0.643,0.052,0.237,0.357,0.295
"Patricia Bullrich Presidenta, Luis Petri Vicepresidente y Nestor Grindetti gobernador, Miguel Fernandez vicegobernador; por Juntos por el Cambio",0.325,0.321,0.329,0.232,0.253,0.397,0.47,0.318,0.324,0.333,0.095,0.644,0.26,0.306,0.361
"Javier Milei Presidente, Victoria Villarruel Vicepresidenta y Carolina Piparo gobernadora, Francisco Oneto vicegobernador; por la Libertad Avanza",0.187,0.212,0.161,0.377,0.215,0.112,0.061,0.191,0.191,0.177,0.115,0.208,0.224,0.18,0.201
"Myriam Bregman a Presidente, Nicolas del Caño a Vicepresidente, Alejandro Bodart a gobernador y Jimena Letieri por el Frente de Izquierda",0.034,0.039,0.028,0.043,0.041,0.029,0.017,0.028,0.026,0.051,0.044,0.018,0.008,0.038,0.027
"Juan Schiaretti a presidente, Florencio Randazzo vicepresidente por Hacemos por Nuestro Pais",0.022,0.019,0.025,0.021,0.023,0.024,0.017,0.015,0.03,0.018,0.013,0.01,0.134,0.023,0.019
"Otros",0.038,0.034,0.043,0.05,0.034,0.031,0.049,0.025,0.042,0.046,0.036,0.032,0.091,0.039,0.037
"En blanco",0.018,0.016,0.021,0.025,0.012,0.018,0.026,0.022,0.018,0.015,0.018,0.011,0.017,0.016,0.023
"No sabe",0.04,0.035,0.045,0.027,0.045,0.032,0.051,0.048,0.044,0.026,0.036,0.025,0.029,0.041,0.037
