"var","categoria","La seguridad","El tránsito","El arreglo de las calles","El estado de las escuelas y la educación","El sistema de salud","El deporte y la cultura","La obra pública","La luminaria","No sabe"
"P12","A Segundo Cernadas por Cambiemos",0.417,0.407,0.277,0.145,0.418,0.415,0.247,0.269,0.376
"P12","Al candidato de los liberales libertarios",0.2,0.092,0.085,0.154,0.055,0.137,0.046,0.183,0.183
"P12","A Paula Akerfeld por el Frente de Izquierda",0.01,0,0.023,0.028,0.011,0.066,0.028,0.085,0.047
"P12","No sabe",0.181,0.023,0.124,0.241,0.066,0.143,0.285,0.423,0.259
"P14","Muy buena",0.108,0.14,0.081,0.273,0.207,0.185,0.051,0.04,0.071
"P14","Buena",0.179,0.289,0.259,0.039,0.219,0.137,0.182,0.013,0.053
"P14","Ni buena ni mala",0.187,0.254,0.264,0.324,0.199,0.18,0.318,0.231,0.16
"P14","Mala",0.14,0.09,0.108,0.174,0.154,0.234,0.201,0.279,0.193
"P14","Muy mala",0.357,0.199,0.146,0.139,0.189,0.233,0.226,0.365,0.475
"P14","No sabe",0.029,0.028,0.142,0.051,0.032,0.031,0.022,0.072,0.048
"P15","Muy buena",0.237,0.369,0.176,0.286,0.209,0.151,0.395,0.08,0.059
"P15","Buena",0.266,0.254,0.284,0.182,0.405,0.152,0.174,0.223,0.097
"P15","Ni buena ni mala",0.185,0.17,0.301,0.248,0.186,0.22,0.328,0.267,0.236
"P15","Mala",0.158,0.039,0.054,0.046,0.068,0.208,0.055,0.268,0.341
"P15","Muy mala",0.147,0.13,0.08,0.118,0.112,0.216,0.048,0.161,0.203
"P15","No sabe",0.007,0.038,0.105,0.12,0.02,0.053,0,0.001,0.064
"P16","Muy buena",0.165,0.189,0.077,0.167,0.246,0.155,0.094,0.095,0.294
"P16","Buena",0.219,0.231,0.096,0.091,0.164,0.126,0.086,0.22,0.112
"P16","Ni buena ni mala",0.237,0.31,0.339,0.191,0.285,0.375,0.307,0.358,0.343
"P16","Mala",0.149,0.098,0.112,0.181,0.061,0.157,0.258,0.09,0.084
"P16","Muy mala",0.189,0.13,0.218,0.14,0.21,0.082,0.215,0.111,0.073
"P16","No sabe",0.041,0.042,0.158,0.23,0.034,0.105,0.04,0.126,0.094
"P17","Muy buena",0.032,0.009,0.01,0,0.023,0.009,0,0.009,0.014
"P17","Buena",0.076,0.148,0.014,0.07,0.22,0,0.05,0.044,0.015
"P17","Ni buena ni mala",0.277,0.442,0.417,0.306,0.275,0.316,0.277,0.323,0.39
"P17","Mala",0.057,0.102,0.062,0.124,0.157,0.076,0.013,0.037,0.078
"P17","Muy mala",0.14,0.023,0.107,0.112,0.032,0.054,0.016,0.019,0.067
"P17","No sabe",0.418,0.276,0.39,0.388,0.293,0.545,0.644,0.568,0.436
"P18","Muy buena",0.132,0.108,0.111,0.024,0.104,0.02,0.012,0.028,0.042
"P18","Buena",0.195,0.165,0.129,0.007,0.22,0.077,0.045,0.14,0.075
"P18","Ni buena ni mala",0.242,0.503,0.393,0.277,0.345,0.281,0.289,0.304,0.353
"P18","Mala",0.063,0.049,0.078,0.133,0.056,0.188,0.122,0.103,0.095
"P18","Muy mala",0.073,0.08,0.101,0.177,0.093,0.076,0.087,0.058,0.127
"P18","No sabe",0.295,0.095,0.188,0.382,0.182,0.358,0.445,0.367,0.308
"P19","Muy buena",0.258,0.26,0.176,0.313,0.2,0.148,0.192,0.071,0.042
"P19","Buena",0.163,0.395,0.389,0.185,0.402,0.132,0.354,0.172,0.147
"P19","Ni buena ni mala",0.258,0.183,0.21,0.211,0.149,0.364,0.37,0.251,0.349
"P19","Mala",0.137,0.083,0.156,0.203,0.178,0.274,0.036,0.371,0.211
"P19","Muy mala",0.181,0.079,0.049,0,0.071,0.082,0.024,0.134,0.208
"P19","No sabe",0.003,0,0.02,0.088,0,0,0.024,0.001,0.043
"P20","Que continúe el intendente Julio Zamora",0.203,0.302,0.193,0.336,0.218,0.166,0.308,0.065,0.036
"P20","Que continúe Julio Zamora pero con mejoras",0.222,0.374,0.398,0.288,0.241,0.151,0.452,0.224,0.138
"P20","Que cambie Julio Zamora pero que se mantengan los avances",0.196,0.117,0.173,0.04,0.09,0.17,0.082,0.167,0.158
"P20","Que cambie el intendente Julio Zamora",0.379,0.207,0.236,0.336,0.451,0.513,0.158,0.544,0.668
"P21","Es kirchnerista",0.14,0.248,0.213,0.046,0.221,0.151,0.382,0.196,0.146
"P21","Forma parte del Frente de Todos",0.284,0.398,0.409,0.455,0.346,0.199,0.336,0.225,0.118
"P21","Es un hombre de Massa",0.171,0.135,0.091,0.142,0.228,0.171,0.021,0.14,0.111
"P21","Es un peronista independiente de centro",0.145,0.066,0.028,0.13,0.07,0.09,0.03,0.024,0.113
"P21","Es un oportunista y está donde le conviene",0.16,0.149,0.104,0.043,0.073,0.33,0.137,0.302,0.316
"P21","No sabe",0.1,0.004,0.155,0.184,0.062,0.059,0.094,0.113,0.196
"P22","Son lo mismo aunque estén en espacios politoca diferentes",0.21,0.086,0.196,0.227,0.019,0.092,0.062,0.076,0.172
"P22","Son aliados tácticos pero lo ocultan",0.079,0.224,0.194,0.059,0.165,0.125,0.073,0.277,0.074
"P22","Son adversarios políticos",0.478,0.5,0.359,0.157,0.664,0.395,0.703,0.344,0.347
"P22","No sabe",0.233,0.19,0.251,0.557,0.152,0.388,0.162,0.303,0.407
"P23","Son lo mismo, ambos son de Massa",0.269,0.247,0.134,0.032,0.277,0.261,0.097,0.153,0.31
"P23","Son aliados en el Frente de Todos pero compiten",0.321,0.597,0.347,0.42,0.387,0.345,0.63,0.272,0.17
"P23","Son enemigos porque Zamora traicionó a Massa",0.262,0.133,0.351,0.021,0.149,0.241,0.148,0.273,0.229
"P23","No sabe",0.148,0.023,0.168,0.527,0.187,0.153,0.125,0.302,0.291
"P25","La seguridad",0.108,0.291,0.22,0.044,0.202,0.168,0.23,0.115,0.178
"P25","El tránsito",0.155,0.159,0.085,0.054,0.064,0.1,0.096,0.086,0.176
"P25","El arreglo de las calles",0.19,0.119,0.226,0.171,0.21,0.065,0.11,0.169,0.113
"P25","El estado de las escuelas y la educación",0.177,0.156,0.214,0.174,0.071,0.203,0.101,0.086,0.069
"P25","El sistema de salud",0.199,0.115,0.075,0.119,0.263,0.276,0.216,0.28,0.183
"P25","El deporte y la cultura",0.002,0.015,0.033,0,0.023,0.066,0,0.067,0
"P25","La obra pública",0.034,0,0.063,0.118,0.052,0.041,0.067,0.016,0.035
"P25","La luminaria",0.03,0,0.015,0,0.01,0,0.048,0.095,0.012
"P25","No sabe",0.105,0.145,0.069,0.32,0.105,0.081,0.132,0.086,0.234
"P26","Agua corriente y cloacas",0.465,0.415,0.262,0.301,0.568,0.615,0.341,0.414,0.53
"P26","Energía eléctrica",0.137,0.232,0.064,0.077,0.167,0.09,0.128,0.052,0.073
"P26","Red de gas natural",0.043,0.138,0.197,0.171,0.055,0.098,0.119,0.025,0.066
"P26","Recolección de residuos",0.131,0.042,0.098,0.073,0.041,0.038,0.086,0.203,0.136
"P26","Ninguno",0.224,0.173,0.379,0.378,0.169,0.159,0.326,0.306,0.195
"P27","Los robos",0.278,0.3,0.301,0.225,0.254,0.176,0.277,0.242,0.402
"P27","El narcotráfico",0.304,0.309,0.201,0.088,0.404,0.458,0.252,0.407,0.258
"P27","La ausencia de patrulleros y personal policial",0.12,0.147,0.168,0.23,0.221,0.088,0.058,0.068,0.143
"P27","Otro",0.21,0.115,0.17,0.073,0.071,0.208,0.348,0.252,0.126
"P27","Ninguno",0.088,0.129,0.16,0.384,0.05,0.07,0.065,0.031,0.071
"P28","Frente de Todos y el peronismo",0.248,0.619,0.428,0.533,0.394,0.311,0.641,0.17,0.112
"P28","Cambiemos",0.388,0.223,0.312,0.112,0.436,0.342,0.151,0.356,0.326
"P28","Liberales Libertarios",0.223,0.078,0.043,0.172,0.051,0.144,0.036,0.184,0.268
"P28","Izquierda",0.005,0.046,0.045,0.015,0.031,0.046,0.011,0.127,0.017
"P28","No sabe",0.136,0.034,0.172,0.168,0.088,0.157,0.161,0.163,0.277
"P30","A Alberto Fernández",0.158,0.121,0.111,0.877,0.235,0.023,0.065,0.102,0
"P30","A Sergio Massa",0.292,0.484,0.263,0,0.207,0.184,0.291,0.129,0.082
"P30","A algún candidato del peronismo",0.352,0.234,0.424,0,0.431,0.552,0,0.713,0.688
"P30","A algún candidato del kirchnerismo",0.198,0.161,0.202,0.123,0.127,0.241,0.644,0.056,0.23
"P31","A Alberto Fernández",0.065,0.051,0.036,0,0.112,0.053,0,0.1,0.225
"P31","A Sergio Massa",0.453,0.276,0.213,0,0.13,0.153,0.296,0.125,0.094
"P31","A algún candidato del peronismo",0.274,0.321,0.325,0,0.505,0.539,0.065,0.719,0.681
"P31","A Cristina Fernández de Kirchner",0.208,0.352,0.426,1,0.253,0.255,0.639,0.056,0
"P32","A Horacio Rodriguez Larreta",0.357,0.3,0.159,0.526,0.27,0.244,0.476,0.304,0.138
"P32","A Mauricio Macri",0.157,0.379,0.059,0.021,0.261,0.23,0,0.12,0.268
"P32","A Patricia Bullrich",0.292,0.133,0.224,0.366,0.063,0.077,0.171,0.293,0.356
"P32","A Facundo Manes",0.159,0.107,0.416,0.087,0.315,0.439,0.16,0.148,0.085
"P32","A Gerardo Morales",0.035,0.081,0.142,0,0.091,0.01,0.193,0.135,0.153
"P33","Seguro lo votaria",0.313,0.166,0.02,0.757,0.179,0.316,0.167,0.177,0.268
"P33","Quizás lo votaría",0.284,0.17,0.171,0.208,0.325,0.252,0.054,0.388,0.293
"P33","Nunca lo votaría",0.403,0.664,0.809,0.035,0.496,0.432,0.779,0.435,0.439
"P34","Muy buena",0.118,0.143,0.208,0.209,0.146,0.024,0.053,0.075,0.08
"P34","Buena",0.111,0.145,0.109,0.141,0.231,0.094,0.083,0.102,0.097
"P34","Ni buena ni mala",0.109,0.175,0.215,0.123,0.211,0.199,0.386,0.186,0.091
"P34","Mala",0.081,0.222,0.077,0.075,0.099,0.282,0.234,0.084,0.093
"P34","Muy mala",0.578,0.315,0.391,0.274,0.313,0.401,0.244,0.498,0.639
"P34","No sabe",0.003,0,0,0.178,0,0,0,0.055,0
"P35","Muy buena",0.202,0.24,0.083,0.068,0.111,0.134,0.061,0.212,0.219
"P35","Buena",0.182,0.131,0.13,0.127,0.118,0.126,0.034,0.172,0.192
"P35","Ni buena ni mala",0.185,0.02,0.054,0.15,0.342,0.281,0.121,0.153,0.15
"P35","Mala",0.169,0.141,0.152,0.241,0.233,0.128,0.267,0.146,0.205
"P35","Muy mala",0.262,0.468,0.554,0.359,0.196,0.331,0.517,0.314,0.222
"P35","No sabe",0,0,0.027,0.055,0,0,0,0.003,0.012
"P36","Muy buena",0.147,0.337,0.355,0.36,0.278,0.195,0.284,0.112,0.109
"P36","Buena",0.055,0.186,0.088,0.114,0.05,0.057,0.19,0.124,0.026
"P36","Ni buena ni mala",0.082,0,0.04,0.033,0.085,0.057,0.242,0.135,0.021
"P36","Mala",0.062,0.093,0.124,0.132,0.05,0.05,0.059,0.063,0.105
"P36","Muy mala",0.626,0.384,0.367,0.306,0.537,0.641,0.225,0.566,0.703
"P36","No sabe",0.028,0,0.026,0.055,0,0,0,0,0.036
"P37","Muy buena",0.169,0.071,0.056,0.129,0.329,0.105,0.076,0.121,0.118
"P37","Buena",0.284,0.26,0.208,0.177,0.094,0.255,0.077,0.133,0.247
"P37","Ni buena ni mala",0.231,0.082,0.166,0.059,0.25,0.181,0.181,0.289,0.212
"P37","Mala",0.143,0.19,0.261,0.122,0.081,0.137,0.273,0.213,0.126
"P37","Muy mala",0.167,0.397,0.244,0.332,0.234,0.322,0.393,0.201,0.259
"P37","No sabe",0.006,0,0.065,0.181,0.012,0,0,0.043,0.038
"P38","Muy buena",0.077,0.088,0.126,0.043,0.178,0.037,0.06,0.01,0.033
"P38","Buena",0.162,0.268,0.227,0.194,0.299,0.183,0.142,0.065,0.09
"P38","Ni buena ni mala",0.133,0.149,0.195,0.299,0.183,0.045,0.398,0.259,0.1
"P38","Mala",0.195,0.103,0.247,0.025,0.052,0.279,0.225,0.232,0.179
"P38","Muy mala",0.433,0.392,0.172,0.258,0.288,0.442,0.144,0.423,0.574
"P38","No sabe",0,0,0.033,0.181,0,0.014,0.031,0.011,0.024
"P39","Muy buena",0.33,0.211,0.221,0.048,0.302,0.126,0.12,0.229,0.376
"P39","Buena",0.2,0.141,0.027,0.278,0.226,0.444,0.077,0.212,0.2
"P39","Ni buena ni mala",0.113,0.03,0.073,0.132,0.162,0.043,0.02,0.148,0.141
"P39","Mala",0.104,0.094,0.182,0.024,0.067,0.118,0.215,0.129,0.106
"P39","Muy mala",0.219,0.524,0.427,0.355,0.243,0.255,0.538,0.229,0.149
"P39","No sabe",0.034,0,0.07,0.163,0,0.014,0.03,0.053,0.028
"P40","Muy buena",0.276,0.105,0.121,0.13,0.091,0.152,0.036,0.115,0.253
"P40","Buena",0.231,0.099,0.06,0.059,0.135,0.165,0.079,0.16,0.179
"P40","Ni buena ni mala",0.171,0.161,0.127,0.077,0.423,0.293,0.173,0.411,0.265
"P40","Mala",0.143,0.139,0.109,0.171,0.07,0.15,0.038,0.082,0.094
"P40","Muy mala",0.166,0.496,0.461,0.372,0.281,0.229,0.644,0.21,0.154
"P40","No sabe",0.013,0,0.122,0.191,0,0.011,0.03,0.022,0.055
