"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Centro","Norte","Sur","Fernandez","Macri","Lavagna"
"Son lo mismo aunque estén en espacios politoca diferentes",0.15,0.188,0.117,0.213,0.139,0.125,0.134,0.241,0.11,0.108,0.16,0.182,0.126,0.18,0.121,0.081
"Son aliados tácticos pero lo ocultan",0.127,0.148,0.11,0.051,0.159,0.151,0.101,0.156,0.11,0.122,0.149,0.141,0.101,0.123,0.132,0.12
"Son adversarios políticos",0.422,0.43,0.416,0.575,0.412,0.376,0.322,0.259,0.506,0.477,0.398,0.418,0.448,0.456,0.446,0.198
"No sabe",0.301,0.234,0.357,0.161,0.29,0.348,0.443,0.344,0.274,0.293,0.293,0.259,0.325,0.241,0.301,0.601
