"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Centro","Norte","Sur","Fernandez","Macri","Lavagna"
"A Julio Zamora por el Frente de Todos",0.359,0.325,0.389,0.271,0.371,0.397,0.381,0.34,0.414,0.288,0.367,0.377,0.343,0.617,0.174,0.27
"A Segundo Cernadas por Cambiemos",0.301,0.292,0.309,0.317,0.281,0.302,0.336,0.267,0.293,0.35,0.241,0.294,0.361,0.129,0.509,0.125
"Al candidato de los liberales libertarios",0.155,0.201,0.114,0.231,0.161,0.122,0.09,0.179,0.14,0.156,0.186,0.148,0.129,0.095,0.172,0.392
"A Paula Akerfeld por el Frente de Izquierda",0.036,0.05,0.024,0.029,0.033,0.052,0.03,0.064,0.016,0.04,0.018,0.064,0.042,0.053,0.019,0.031
"No sabe",0.149,0.132,0.164,0.152,0.154,0.127,0.163,0.15,0.137,0.166,0.188,0.117,0.125,0.106,0.126,0.182
