"var","categoria","La votaría","Puede que la vote","Nunca la votaría","No sabe"
"P04","Tengo trabajo estable",0.459,0.423,0.461,0.346
"P04","Realizo changas o trabajos de vez en cuando",0.195,0.18,0.197,0.199
"P04","No tengo trabajo",0.121,0.182,0.161,0.206
"P04","Soy jubilado o pensionado",0.225,0.215,0.181,0.249
"P05","1",0.355,0.353,0.268,0.306
"P05","2",0.076,0.076,0.071,0.064
"P05","3",0.063,0.074,0.044,0.044
"P05","4",0.117,0.111,0.064,0.077
"P05","5",0.21,0.206,0.181,0.272
"P05","6",0.025,0.037,0.045,0.058
"P05","7",0.023,0.032,0.094,0.043
"P05","8",0.011,0.023,0.057,0.03
"P05","9",0.12,0.088,0.176,0.106
"P06","1",0.191,0.122,0.295,0.252
"P06","2",0.028,0.041,0.063,0.05
"P06","3",0.027,0.03,0.049,0.034
"P06","4",0.034,0.036,0.054,0.062
"P06","5",0.22,0.197,0.188,0.228
"P06","6",0.048,0.056,0.031,0.051
"P06","7",0.07,0.102,0.05,0.043
"P06","8",0.061,0.088,0.047,0.06
"P06","9",0.321,0.328,0.223,0.22
"P07","1",0.209,0.213,0.45,0.334
"P07","2",0.025,0.04,0.038,0.036
"P07","3",0.024,0.048,0.035,0.016
"P07","4",0.013,0.026,0.02,0.03
"P07","5",0.124,0.146,0.098,0.071
"P07","6",0.048,0.032,0.017,0.015
"P07","7",0.039,0.047,0.036,0.032
"P07","8",0.039,0.042,0.026,0.051
"P07","9",0.479,0.406,0.28,0.415
"P09","Del Frente de Todos y el peronismo",0.054,0.074,0.468,0.18
"P09","De juntos por el cambio",0.622,0.585,0.164,0.215
"P09","De los Liberales libertarios",0.224,0.226,0.189,0.141
"P09","De la Izquierda",0.015,0.008,0.049,0.024
"P09","No sabe",0.085,0.107,0.13,0.44
"P10","A Alberto Fernández",0.471,0.114,0.179,0.291
"P10","A Sergio Massa",0.236,0.378,0.228,0.264
"P10","A algún candidato del peronismo",0.213,0.379,0.147,0.146
"P10","A algún candidato del kirchnerismo",0.08,0.129,0.446,0.299
"P11","A Alberto Fernández",0.491,0.09,0.127,0.246
"P11","A Sergio Massa",0.165,0.269,0.158,0.139
"P11","A algún candidato del peronismo",0.184,0.518,0.108,0.149
"P11","A Cristina Fernández de Kirchner",0.16,0.123,0.607,0.466
"P12","A Horacio Rodriguez Larreta",0.273,0.212,0.205,0.151
"P12","A Mauricio Macri",0.303,0.338,0.36,0.367
"P12","A Patricia Bullrich",0.37,0.376,0.302,0.293
"P12","A Facundo Manes",0.029,0.045,0.072,0.061
"P12","A Gerardo Morales",0.025,0.029,0.061,0.128
"P13","Seguro lo votaria",0.19,0.121,0.173,0.179
"P13","Quizás lo votaría",0.285,0.393,0.248,0.403
"P13","Nunca lo votaría",0.525,0.486,0.579,0.418
"P14","Lo votaría",0.486,0.375,0.1,0.18
"P14","Puede que lo vote",0.245,0.362,0.133,0.21
"P14","Nunca lo votaría",0.189,0.208,0.7,0.321
"P14","No sabe",0.08,0.055,0.067,0.289
"P15","Lo votaría",0.117,0.072,0.182,0.089
"P15","Puede que lo vote",0.059,0.095,0.251,0.13
"P15","Nunca lo votaría",0.793,0.796,0.498,0.465
"P15","No sabe",0.031,0.037,0.069,0.316
"P16","Lo votaría",0.063,0.019,0.135,0.084
"P16","Puede que lo vote",0.042,0.05,0.264,0.154
"P16","Nunca lo votaría",0.872,0.913,0.536,0.567
"P16","No sabe",0.023,0.018,0.065,0.195
"P17","La votaría",0.08,0.032,0.424,0.186
"P17","Puede que la vote",0.029,0.029,0.078,0.068
"P17","Nunca la votaría",0.875,0.925,0.476,0.595
"P17","No sabe",0.016,0.014,0.022,0.151
"P18","Lo votaría",0.4,0.175,0.073,0.075
"P18","Puede que lo vote",0.336,0.532,0.126,0.248
"P18","Nunca lo votaría",0.234,0.269,0.765,0.3
"P18","No sabe",0.03,0.024,0.036,0.377
"P19","Lo votaría",0.2,0.089,0.04,0.059
"P19","Puede que lo vote",0.348,0.334,0.167,0.159
"P19","Nunca lo votaría",0.355,0.473,0.707,0.228
"P19","No sabe",0.097,0.104,0.086,0.554
"P20","La votaría",0.564,0.427,0.125,0.216
"P20","Puede que la vote",0.229,0.371,0.135,0.186
"P20","Nunca la votaría",0.168,0.164,0.706,0.218
"P20","No sabe",0.039,0.038,0.034,0.38
"P21","Lo votaría",0.371,0.242,0.173,0.14
"P21","Puede que lo vote",0.232,0.382,0.097,0.173
"P21","Nunca lo votaría",0.359,0.327,0.704,0.287
"P21","No sabe",0.038,0.049,0.026,0.4
"P23","Mauricio Macri por Juntos por el Cambio",0.178,0.221,0.059,0.114
"P23","Horacio Rodríguez Larreta por Juntos por el Cambio",0.124,0.116,0.033,0.065
"P23","Patricia Bullrich por Juntos por el Cambio",0.298,0.334,0.099,0.161
"P23","María Eugenia Vidal por Juntos por el Cambio",0.12,0.024,0.01,0.053
"P23","Facundo Manes por Juntos por el Cambio",0.04,0.054,0.039,0.032
"P23","Alberto Fernández por el Frente de Todos",0.014,0.023,0.168,0.125
"P23","Sergio Massa por el Frente de Todos",0.056,0.027,0.231,0.095
"P23","Javier Milei por los liberales libertarios",0.158,0.157,0.17,0.083
"P23","Al candidato del Frente de Izquierda",0.003,0.007,0.058,0.024
"P23","No sabe",0.009,0.037,0.133,0.248
"P24","Horacio Rodríguez Larreta por Juntos por el Cambio",0.258,0.241,0.052,0.127
"P24","Mauricio Macri por Juntos por el Cambio",0.364,0.372,0.095,0.169
"P24","Alberto Fernández por el Frente de Todos",0.039,0.045,0.171,0.089
"P24","Sergio Massa por el Frente de Todos",0.052,0.028,0.251,0.121
"P24","Javier Milei por los liberales libertarios",0.208,0.223,0.196,0.155
"P24","Al candidato del Frente de Izquierda",0.016,0.027,0.071,0.049
