"var","categoria","Tengo trabajo estable","Realizo changas o trabajos de vez en cuando","No tengo trabajo","Soy jubilado o pensionado"
"P28","Al candidato del Frente de Izquierda",0.046,0.063,0.048,0.031
"P28","No sabe",0.178,0.167,0.183,0.202
"P29","Sergio Massa por el Frente de Todos",0.284,0.198,0.212,0.283
"P29","Horacio Rodríguez Larreta por Juntos por el Cambio",0.265,0.235,0.287,0.407
"P29","Javier Milei por los liberales libertarios",0.25,0.306,0.284,0.128
"P29","Al candidato del Frente de Izquierda",0.039,0.076,0.028,0.022
"P29","No sabe",0.162,0.185,0.189,0.16
"P30","Sergio Massa por el Frente de Todos",0.286,0.18,0.212,0.292
"P30","Patricia Bullrich por Juntos por el Cambio",0.322,0.301,0.313,0.476
"P30","Javier Milei por los liberales libertarios",0.207,0.277,0.232,0.086
"P30","Al candidato del Frente de Izquierda",0.04,0.051,0.047,0.023
"P30","No sabe",0.145,0.191,0.196,0.123
"P32","Alberto Fernández por el Frente de Todos",0.278,0.209,0.225,0.29
"P32","Patricia Bullrich por Juntos por el Cambio",0.306,0.293,0.314,0.454
"P32","Javier Milei por los liberales libertarios",0.201,0.285,0.246,0.094
"P32","Al candidato del Frente de Izquierda",0.049,0.06,0.059,0.03
"P32","No sabe",0.166,0.153,0.156,0.132
"P34","Sergio Massa por el Frente de Todos",0.377,0.226,0.276,0.322
"P34","Mauricio Macri por Juntos por el Cambio",0.433,0.457,0.443,0.516
"P34","No sabe",0.19,0.317,0.281,0.162
"P35","Sergio Massa",0.369,0.25,0.278,0.325
"P35","Horacio Rodríguez Larreta por Juntos por el Cambio",0.412,0.425,0.421,0.495
"P35","No sabe",0.219,0.325,0.301,0.18
"P36","Alberto Fernández por el Frente de Todos",0.336,0.258,0.277,0.301
"P36","Mauricio Macri por Juntos por el Cambio",0.462,0.494,0.457,0.531
"P36","No sabe",0.202,0.248,0.266,0.168
"P37","Alberto Fernández",0.327,0.265,0.284,0.301
"P37","Horacio Rodríguez Larreta por Juntos por el Cambio",0.437,0.435,0.425,0.514
"P37","No sabe",0.236,0.3,0.291,0.185
"P38","Sergio Massa por el Frente de Todos",0.368,0.267,0.277,0.325
"P38","Patricia Bullrich por Juntos por el Cambio",0.467,0.511,0.473,0.562
"P38","No sabe",0.165,0.222,0.25,0.113
"P39","Alberto Fernández por el Frente de Todos",0.332,0.272,0.296,0.308
"P39","Patricia Bullrich por Juntos por el Cambio",0.504,0.541,0.469,0.567
"P39","No sabe",0.164,0.187,0.235,0.125
"P40","Mauricio Macri por Juntos por el Cambio",0.321,0.307,0.284,0.459
"P40","Javier Milei por los liberales libertarios",0.265,0.37,0.337,0.151
"P40","No sabe",0.414,0.323,0.379,0.39
"P41","Horacio Rodríguez Larreta por Juntos por el Cambio",0.344,0.295,0.311,0.457
"P41","Javier Milei por los liberales libertarios",0.258,0.382,0.317,0.133
"P41","No sabe",0.398,0.323,0.372,0.41
"P42","Patricia Bullrich por Juntos por el Cambio",0.35,0.328,0.318,0.512
"P42","Javier Milei por los liberales libertarios",0.239,0.349,0.275,0.094
"P42","No sabe",0.411,0.323,0.407,0.394
"P43","Muy buena",0.084,0.089,0.101,0.081
"P43","Buena",0.145,0.114,0.109,0.18
"P43","Ni buena ni mala",0.196,0.15,0.161,0.157
"P43","Mala",0.116,0.089,0.095,0.1
"P43","Muy mala",0.457,0.558,0.507,0.48
"P43","No sabe",0.002,0,0.027,0.002
"P44","Muy buena",0.045,0.055,0.068,0.047
"P44","Buena",0.118,0.087,0.092,0.174
"P44","Ni buena ni mala",0.174,0.139,0.159,0.137
"P44","Mala",0.117,0.103,0.152,0.113
"P44","Muy mala",0.54,0.612,0.522,0.524
"P44","No sabe",0.006,0.004,0.007,0.005
"P45","Muy buena",0.253,0.166,0.164,0.28
"P45","Buena",0.073,0.055,0.072,0.06
"P45","Ni buena ni mala",0.045,0.071,0.095,0.032
"P45","Mala",0.057,0.05,0.064,0.043
"P45","Muy mala",0.569,0.648,0.603,0.567
"P45","No sabe",0.003,0.01,0.002,0.018
"P46","Muy buena",0.145,0.118,0.144,0.254
"P46","Buena",0.148,0.207,0.149,0.2
"P46","Ni buena ni mala",0.153,0.172,0.236,0.138
"P46","Mala",0.137,0.138,0.117,0.101
"P46","Muy mala",0.412,0.342,0.346,0.292
"P46","No sabe",0.005,0.023,0.008,0.015
"P47","Muy buena",0.112,0.11,0.097,0.155
"P47","Buena",0.202,0.196,0.222,0.297
"P47","Ni buena ni mala",0.174,0.267,0.184,0.2
"P47","Mala",0.168,0.131,0.157,0.135
"P47","Muy mala",0.332,0.285,0.283,0.192
"P47","No sabe",0.012,0.011,0.057,0.021
"P48","Muy buena",0.086,0.07,0.064,0.097
"P48","Buena",0.168,0.097,0.141,0.196
"P48","Ni buena ni mala",0.162,0.191,0.145,0.159
"P48","Mala",0.131,0.148,0.177,0.178
"P48","Muy mala",0.435,0.464,0.445,0.356
"P48","No sabe",0.018,0.03,0.028,0.014
"P49","Muy buena",0.215,0.256,0.242,0.316
"P49","Buena",0.181,0.153,0.174,0.206
"P49","Ni buena ni mala",0.134,0.181,0.145,0.114
"P49","Mala",0.075,0.111,0.082,0.075
"P49","Muy mala",0.383,0.289,0.293,0.272
"P49","No sabe",0.012,0.01,0.064,0.017
"P50","Muy buena",0.15,0.24,0.243,0.083
"P50","Buena",0.146,0.144,0.113,0.146
"P50","Ni buena ni mala",0.179,0.271,0.166,0.267
"P50","Mala",0.122,0.082,0.135,0.149
"P50","Muy mala",0.392,0.249,0.282,0.296
"P50","No sabe",0.011,0.014,0.061,0.059
"P51","Muy buena",0.125,0.129,0.092,0.158
"P51","Buena",0.202,0.194,0.262,0.253
"P51","Ni buena ni mala",0.152,0.212,0.192,0.196
"P51","Mala",0.132,0.127,0.074,0.113
"P51","Muy mala",0.38,0.314,0.318,0.242
"P51","No sabe",0.009,0.024,0.062,0.038
"P52","Muy buena",0.078,0.061,0.05,0.067
"P52","Buena",0.156,0.131,0.111,0.149
"P52","Ni buena ni mala",0.354,0.396,0.309,0.418
"P52","Mala",0.155,0.169,0.109,0.153
"P52","Muy mala",0.207,0.182,0.288,0.144
"P52","No sabe",0.05,0.061,0.133,0.069
"P53","Siempre",0.313,0.278,0.287,0.331
"P53","Casi siempre",0.419,0.392,0.374,0.456
"P53","Casi nunca",0.192,0.212,0.236,0.156
"P53","Nunca, pero esta es una excepción",0.076,0.118,0.103,0.057
"P54","Si",0.629,0.515,0.579,0.558
"P54","No",0.371,0.485,0.421,0.442
