"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Centro","Norte","Sur","Buenos Aires","Fernandez","Macri","Lavagna"
"Sergio Massa por el Frente de Todos",0.256,0.246,0.266,0.2,0.271,0.256,0.28,0.243,0.247,0.279,0.247,0.262,0.278,0.258,0.559,0.077,0.181
"Patricia Bullrich por Juntos por el Cambio",0.349,0.316,0.38,0.215,0.298,0.433,0.471,0.331,0.346,0.367,0.357,0.34,0.324,0.35,0.105,0.617,0.46
"Javier Milei por los liberales libertarios",0.198,0.268,0.132,0.37,0.224,0.12,0.085,0.19,0.221,0.176,0.197,0.275,0.159,0.171,0.079,0.217,0.2
"Al candidato del Frente de Izquierda",0.04,0.048,0.032,0.068,0.045,0.029,0.015,0.032,0.041,0.045,0.04,0.011,0.068,0.048,0.069,0.003,0.026
"No sabe",0.157,0.122,0.19,0.147,0.162,0.162,0.149,0.204,0.145,0.133,0.159,0.112,0.171,0.173,0.188,0.086,0.133
