"var","categoria","A Alberto Fernández","A Sergio Massa","A algún candidato del peronismo","A Cristina Fernández de Kirchner"
"P04","Tengo trabajo estable",0.232,0.483,0.557,0.516
"P04","Realizo changas o trabajos de vez en cuando",0.33,0.181,0.159,0.135
"P04","No tengo trabajo",0.261,0.136,0.116,0.125
"P04","Soy jubilado o pensionado",0.177,0.2,0.168,0.224
"P05","1",0.342,0.287,0.3,0.143
"P05","2",0.09,0.095,0.104,0.052
"P05","3",0.015,0.014,0.044,0.016
"P05","4",0.045,0.084,0.091,0.045
"P05","5",0.178,0.21,0.138,0.128
"P05","6",0.018,0.062,0.045,0.077
"P05","7",0.04,0.077,0.075,0.176
"P05","8",0.021,0.041,0.027,0.103
"P05","9",0.251,0.13,0.176,0.26
"P06","1",0.435,0.241,0.392,0.472
"P06","2",0.082,0.097,0.023,0.06
"P06","3",0.021,0.085,0.058,0.07
"P06","4",0.041,0.093,0.05,0.064
"P06","5",0.134,0.241,0.182,0.162
"P06","6",0.02,0.04,0.047,0.026
"P06","7",0.01,0.048,0.037,0.032
"P06","8",0.049,0.022,0.037,0.022
"P06","9",0.208,0.133,0.174,0.092
"P07","1",0.417,0.44,0.336,0.695
"P07","2",0.045,0.074,0.03,0.03
"P07","3",0.028,0.065,0.076,0.036
"P07","4",0,0.019,0.027,0.016
"P07","5",0.101,0.126,0.084,0.068
"P07","6",0.011,0.023,0.015,0.004
"P07","7",0.016,0.042,0.04,0.012
"P07","8",0.006,0,0.024,0.021
"P07","9",0.376,0.211,0.368,0.118
"P10","A Alberto Fernández",0.862,0.022,0.08,0.093
"P10","A Sergio Massa",0.056,0.865,0.079,0.14
"P10","A algún candidato del peronismo",0.055,0.066,0.767,0.077
"P10","A algún candidato del kirchnerismo",0.027,0.047,0.074,0.69
"P14","Lo votaría",0.144,0.022,0.12,0.011
"P14","Puede que lo vote",0.09,0.21,0.114,0.011
"P14","Nunca lo votaría",0.721,0.762,0.706,0.883
"P14","No sabe",0.045,0.006,0.06,0.095
"P15","Lo votaría",0.341,0.653,0.141,0.227
"P15","Puede que lo vote",0.208,0.169,0.367,0.48
"P15","Nunca lo votaría",0.313,0.163,0.355,0.194
"P15","No sabe",0.138,0.015,0.137,0.099
"P16","Lo votaría",0.754,0.258,0.132,0.16
"P16","Puede que lo vote",0.157,0.479,0.327,0.536
"P16","Nunca lo votaría",0.066,0.178,0.428,0.187
"P16","No sabe",0.023,0.085,0.113,0.117
"P17","La votaría",0.762,0.508,0.309,0.928
"P17","Puede que la vote",0.117,0.259,0.191,0.039
"P17","Nunca la votaría",0.121,0.202,0.423,0.029
"P17","No sabe",0,0.031,0.077,0.004
"P18","Lo votaría",0.094,0.114,0.061,0.089
"P18","Puede que lo vote",0.068,0.153,0.212,0.012
"P18","Nunca lo votaría",0.746,0.691,0.655,0.875
"P18","No sabe",0.092,0.042,0.072,0.024
"P19","Lo votaría",0.131,0.035,0.035,0.016
"P19","Puede que lo vote",0.096,0.27,0.224,0.112
"P19","Nunca lo votaría",0.612,0.558,0.521,0.771
"P19","No sabe",0.161,0.137,0.22,0.101
"P20","La votaría",0.108,0.015,0.132,0.011
"P20","Puede que la vote",0.065,0.069,0.146,0.023
"P20","Nunca la votaría",0.718,0.876,0.653,0.936
"P20","No sabe",0.109,0.04,0.069,0.03
"P21","Lo votaría",0.061,0.05,0.069,0.005
"P21","Puede que lo vote",0.145,0.074,0.119,0.021
"P21","Nunca lo votaría",0.705,0.85,0.662,0.958
"P21","No sabe",0.089,0.026,0.15,0.016
"P22","La votaría",0.082,0.024,0.032,0.007
"P22","Puede que la vote",0.033,0.086,0.201,0.011
"P22","Nunca la votaría",0.774,0.835,0.696,0.929
"P22","No sabe",0.111,0.055,0.071,0.053
"P23","Mauricio Macri por Juntos por el Cambio",0.006,0.027,0.078,0.001
"P23","Horacio Rodríguez Larreta por Juntos por el Cambio",0.027,0.036,0.051,0.003
"P23","Patricia Bullrich por Juntos por el Cambio",0.014,0.016,0.154,0.01
"P23","María Eugenia Vidal por Juntos por el Cambio",0.001,0.002,0.003,0.004
"P23","Facundo Manes por Juntos por el Cambio",0.016,0.005,0.018,0.019
"P23","Alberto Fernández por el Frente de Todos",0.778,0.167,0.204,0.248
"P23","Sergio Massa por el Frente de Todos",0.124,0.733,0.263,0.428
"P23","Javier Milei por los liberales libertarios",0,0.003,0.038,0.006
"P23","Al candidato del Frente de Izquierda",0.002,0,0.029,0.075
"P23","No sabe",0.032,0.011,0.162,0.206
"P24","Horacio Rodríguez Larreta por Juntos por el Cambio",0.009,0.034,0.134,0.005
"P24","Mauricio Macri por Juntos por el Cambio",0.033,0.019,0.095,0.002
"P24","Alberto Fernández por el Frente de Todos",0.742,0.148,0.182,0.249
