"var","categoria","A Alberto Fernández","A Sergio Massa","A algún candidato del peronismo","A Cristina Fernández de Kirchner"
"P24","Sergio Massa por el Frente de Todos",0.054,0.761,0.334,0.448
"P24","Javier Milei por los liberales libertarios",0.032,0.005,0.049,0.008
"P24","Al candidato del Frente de Izquierda",0.055,0,0.03,0.085
"P24","No sabe",0.075,0.033,0.176,0.203
"P25","Horacio Rodríguez Larreta por Juntos por el Cambio",0.009,0.014,0.074,0.003
"P25","Patricia Bullrich por Juntos por el Cambio",0.071,0.02,0.191,0.006
"P25","Alberto Fernández por el Frente de Todos",0.714,0.101,0.194,0.271
"P25","Sergio Massa por el Frente de Todos",0.064,0.847,0.294,0.48
"P25","Javier Milei por los liberales libertarios",0.014,0.003,0.054,0.013
"P25","Al candidato del Frente de Izquierda",0.026,0.005,0.017,0.065
"P25","No sabe",0.102,0.01,0.176,0.162
"P26","Sergio Massa por el Frente de Todos",0.593,0.876,0.398,0.669
"P26","Mauricio Macri por Juntos por el Cambio",0.093,0.072,0.25,0.012
"P26","Javier Milei por los liberales libertarios",0.056,0.017,0.072,0.018
"P26","Al candidato del Frente de Izquierda",0.012,0.007,0.05,0.072
"P26","No sabe",0.246,0.028,0.23,0.229
"P27","Alberto Fernández por el Frente de Todos",0.827,0.685,0.327,0.7
"P27","Mauricio Macri por Juntos por el Cambio",0.034,0.067,0.259,0.008
"P27","Javier Milei por los liberales libertarios",0.056,0.048,0.058,0.015
"P27","Al candidato del Frente de Izquierda",0.02,0.07,0.027,0.073
"P27","No sabe",0.063,0.13,0.329,0.204
"P28","Alberto Fernández por el Frente de Todos",0.8,0.718,0.284,0.707
"P28","Horacio Rodríguez Larreta por Juntos por el Cambio",0.048,0.074,0.279,0.005
"P28","Javier Milei por los liberales libertarios",0.01,0.047,0.098,0.017
"P28","Al candidato del Frente de Izquierda",0,0.042,0.032,0.079
"P28","No sabe",0.142,0.119,0.307,0.192
"P29","Sergio Massa por el Frente de Todos",0.612,0.855,0.355,0.732
"P29","Horacio Rodríguez Larreta por Juntos por el Cambio",0.103,0.064,0.276,0.001
"P29","Javier Milei por los liberales libertarios",0.011,0.038,0.092,0.017
"P29","Al candidato del Frente de Izquierda",0.007,0,0.022,0.068
"P29","No sabe",0.267,0.043,0.255,0.182
"P30","Sergio Massa por el Frente de Todos",0.54,0.847,0.348,0.684
"P30","Patricia Bullrich por Juntos por el Cambio",0.153,0.1,0.28,0.036
"P30","Javier Milei por los liberales libertarios",0.002,0.007,0.052,0.025
"P30","Al candidato del Frente de Izquierda",0.011,0.023,0.038,0.074
"P30","No sabe",0.294,0.023,0.282,0.181
"P32","Alberto Fernández por el Frente de Todos",0.772,0.649,0.277,0.689
"P32","Patricia Bullrich por Juntos por el Cambio",0.136,0.115,0.283,0.037
"P32","Javier Milei por los liberales libertarios",0,0.041,0.065,0.016
"P32","Al candidato del Frente de Izquierda",0,0.055,0.017,0.082
"P32","No sabe",0.092,0.14,0.358,0.176
"P34","Sergio Massa por el Frente de Todos",0.583,0.92,0.464,0.871
"P34","Mauricio Macri por Juntos por el Cambio",0.123,0.037,0.363,0.002
"P34","No sabe",0.294,0.043,0.173,0.127
"P35","Sergio Massa",0.583,0.915,0.464,0.869
"P35","Horacio Rodríguez Larreta por Juntos por el Cambio",0.12,0.071,0.319,0.003
"P35","No sabe",0.297,0.014,0.217,0.128
"P36","Alberto Fernández por el Frente de Todos",0.775,0.751,0.406,0.878
"P36","Mauricio Macri por Juntos por el Cambio",0.073,0.102,0.329,0.011
"P36","No sabe",0.152,0.147,0.265,0.111
"P37","Alberto Fernández",0.793,0.754,0.368,0.863
"P37","Horacio Rodríguez Larreta por Juntos por el Cambio",0.076,0.107,0.318,0.023
"P37","No sabe",0.131,0.139,0.314,0.114
"P38","Sergio Massa por el Frente de Todos",0.634,0.939,0.462,0.879
"P38","Patricia Bullrich por Juntos por el Cambio",0.14,0.056,0.288,0.011
"P38","No sabe",0.226,0.005,0.25,0.11
"P39","Alberto Fernández por el Frente de Todos",0.783,0.837,0.459,0.884
"P39","Patricia Bullrich por Juntos por el Cambio",0.078,0.046,0.358,0.009
"P39","No sabe",0.139,0.117,0.183,0.107
"P40","Mauricio Macri por Juntos por el Cambio",0.167,0.167,0.213,0.095
"P40","Javier Milei por los liberales libertarios",0.09,0.127,0.262,0.028
"P40","No sabe",0.743,0.706,0.525,0.877
"P41","Horacio Rodríguez Larreta por Juntos por el Cambio",0.179,0.156,0.319,0.063
"P41","Javier Milei por los liberales libertarios",0.07,0.108,0.163,0.033
"P41","No sabe",0.751,0.736,0.518,0.904
"P42","Patricia Bullrich por Juntos por el Cambio",0.139,0.041,0.364,0.019
"P42","Javier Milei por los liberales libertarios",0.058,0.128,0.108,0.048
"P42","No sabe",0.803,0.831,0.528,0.933
"P43","Muy buena",0.292,0.084,0.136,0.116
"P43","Buena",0.367,0.296,0.134,0.363
"P43","Ni buena ni mala",0.182,0.455,0.313,0.416
"P43","Mala",0.021,0.126,0.141,0.093
"P43","Muy mala",0.138,0.039,0.271,0.01
"P43","No sabe",0,0,0.005,0.002
"P44","Muy buena",0.406,0.147,0.051,0.09
"P44","Buena",0.322,0.321,0.141,0.362
"P44","Ni buena ni mala",0.125,0.309,0.304,0.365
"P44","Mala",0.071,0.179,0.155,0.14
"P44","Muy mala",0.076,0.042,0.344,0.04
"P44","No sabe",0,0.002,0.005,0.003
"P45","Muy buena",0.45,0.399,0.187,0.806
"P45","Buena",0.274,0.192,0.132,0.145
"P45","Ni buena ni mala",0.119,0.185,0.171,0.027
"P45","Mala",0.006,0.135,0.149,0.004
"P45","Muy mala",0.151,0.087,0.352,0.018
"P45","No sabe",0,0.002,0.009,0
"P46","Muy buena",0.138,0.052,0.139,0.079
"P46","Buena",0.058,0.063,0.072,0.02
"P46","Ni buena ni mala",0.152,0.099,0.105,0.008
"P46","Mala",0.215,0.257,0.165,0.088
"P46","Muy mala",0.375,0.523,0.509,0.803
"P46","No sabe",0.062,0.006,0.01,0.002
"P47","Muy buena",0.092,0.024,0.145,0.005
"P47","Buena",0.037,0.115,0.205,0.005
"P47","Ni buena ni mala",0.301,0.092,0.227,0.071
"P47","Mala",0.171,0.327,0.149,0.213
"P47","Muy mala",0.377,0.399,0.264,0.695
"P47","No sabe",0.022,0.043,0.01,0.011
"P48","Muy buena",0.171,0.418,0.118,0.131
"P48","Buena",0.172,0.405,0.229,0.352
"P48","Ni buena ni mala",0.325,0.021,0.271,0.303
"P48","Mala",0.064,0.074,0.109,0.098
"P48","Muy mala",0.189,0.08,0.224,0.095
"P48","No sabe",0.079,0.002,0.049,0.021
"P49","Muy buena",0.09,0.068,0.133,0.009
"P49","Buena",0.102,0.131,0.111,0.021
"P49","Ni buena ni mala",0.186,0.04,0.243,0.053
"P49","Mala",0.118,0.21,0.06,0.067
"P49","Muy mala",0.487,0.511,0.404,0.838
"P49","No sabe",0.017,0.04,0.049,0.012
"P50","Muy buena",0.038,0.02,0.06,0.004
"P50","Buena",0.014,0.062,0.079,0.007
"P50","Ni buena ni mala",0.267,0.079,0.275,0.045
"P50","Mala",0.261,0.194,0.204,0.097
"P50","Muy mala",0.346,0.61,0.374,0.82
"P50","No sabe",0.074,0.035,0.008,0.027
"P51","Muy buena",0.075,0.016,0.057,0.005
"P51","Buena",0.006,0.053,0.187,0.013
"P51","Ni buena ni mala",0.207,0.156,0.183,0.014
"P51","Mala",0.159,0.167,0.134,0.118
"P51","Muy mala",0.421,0.573,0.372,0.833
"P51","No sabe",0.132,0.035,0.067,0.017
"P52","Muy buena",0.154,0.068,0.04,0.011
"P52","Buena",0.011,0.126,0.267,0.052
"P52","Ni buena ni mala",0.42,0.375,0.334,0.389
"P52","Mala",0.06,0.1,0.089,0.209
"P52","Muy mala",0.264,0.263,0.149,0.311
"P52","No sabe",0.091,0.068,0.121,0.028
"P53","Siempre",0.44,0.211,0.291,0.389
"P53","Casi siempre",0.166,0.574,0.395,0.396
"P53","Casi nunca",0.158,0.163,0.253,0.148
"P53","Nunca, pero esta es una excepción",0.236,0.052,0.061,0.067
"P54","Si",0.728,0.519,0.672,0.594
"P54","No",0.272,0.481,0.328,0.406
