"var","categoria","1","2","3","4","5","6","7","8","9"
"P04","Tengo trabajo estable",0.486,0.313,0.413,0.374,0.438,0.518,0.607,0.378,0.356
"P04","Realizo changas o trabajos de vez en cuando",0.188,0.38,0.15,0.152,0.216,0.176,0.116,0.203,0.225
"P04","No tengo trabajo",0.156,0.147,0.317,0.091,0.19,0.057,0.116,0.224,0.207
"P04","Soy jubilado o pensionado",0.17,0.16,0.12,0.383,0.156,0.249,0.161,0.195,0.212
"P06","1",0.328,0.244,0.111,0.109,0.111,0.179,0.174,0.266,0.454
"P06","2",0.043,0.172,0.012,0.026,0.048,0.037,0.144,0.085,0.023
"P06","3",0.024,0.025,0.139,0.036,0.035,0.098,0.122,0.067,0.009
"P06","4",0.017,0.025,0.034,0.217,0.054,0.099,0.07,0.073,0.005
"P06","5",0.088,0.143,0.141,0.179,0.451,0.219,0.212,0.099,0.083
"P06","6",0.012,0.028,0.044,0.062,0.053,0.186,0.036,0.072,0.009
"P06","7",0.039,0.053,0.157,0.134,0.055,0.073,0.142,0.062,0.017
"P06","8",0.035,0.082,0.171,0.086,0.067,0.071,0.041,0.13,0.019
"P06","9",0.414,0.228,0.191,0.151,0.126,0.038,0.059,0.146,0.381
"P07","1",0.315,0.27,0.234,0.268,0.289,0.456,0.54,0.538,0.547
"P07","2",0.02,0.102,0.042,0.088,0.037,0.049,0.062,0.03,0.005
"P07","3",0.026,0.027,0.099,0.058,0.034,0.074,0.04,0.031,0.005
"P07","4",0.012,0.004,0.048,0.068,0.024,0.047,0.029,0.031,0
"P07","5",0.099,0.122,0.115,0.102,0.181,0.085,0.063,0.063,0.055
"P07","6",0.012,0.039,0.021,0.041,0.034,0.034,0.013,0,0.013
"P07","7",0.028,0.033,0.056,0.051,0.046,0.042,0.057,0.073,0.008
"P07","8",0.018,0.049,0.051,0.057,0.055,0.05,0.032,0.026,0.008
"P07","9",0.47,0.354,0.334,0.267,0.3,0.163,0.164,0.208,0.359
"P09","Del Frente de Todos y el peronismo",0.232,0.309,0.138,0.212,0.231,0.453,0.585,0.522,0.459
"P09","De juntos por el cambio",0.389,0.308,0.492,0.405,0.289,0.273,0.151,0.183,0.212
"P09","De los Liberales libertarios",0.212,0.243,0.241,0.179,0.236,0.052,0.06,0.054,0.132
"P09","De la Izquierda",0.018,0.009,0.011,0.021,0.02,0.031,0.073,0.091,0.06
"P09","No sabe",0.149,0.131,0.118,0.183,0.224,0.191,0.131,0.15,0.137
"P10","A Alberto Fernández",0.273,0.315,0.27,0.211,0.249,0.093,0.076,0.044,0.241
"P10","A Sergio Massa",0.313,0.218,0.16,0.253,0.278,0.197,0.189,0.22,0.162
"P10","A algún candidato del peronismo",0.204,0.189,0.355,0.316,0.166,0.124,0.135,0.069,0.111
"P10","A algún candidato del kirchnerismo",0.21,0.278,0.215,0.22,0.307,0.586,0.6,0.667,0.486
"P11","A Alberto Fernández",0.23,0.184,0.111,0.114,0.172,0.043,0.046,0.043,0.161
"P11","A Sergio Massa",0.213,0.212,0.112,0.235,0.225,0.16,0.097,0.093,0.092
"P11","A algún candidato del peronismo",0.185,0.195,0.299,0.212,0.123,0.096,0.079,0.051,0.103
"P11","A Cristina Fernández de Kirchner",0.372,0.409,0.478,0.439,0.48,0.701,0.778,0.813,0.644
"P12","A Horacio Rodriguez Larreta",0.232,0.16,0.194,0.296,0.244,0.126,0.26,0.213,0.265
"P12","A Mauricio Macri",0.367,0.371,0.315,0.269,0.311,0.244,0.209,0.321,0.421
"P12","A Patricia Bullrich",0.333,0.452,0.417,0.36,0.315,0.314,0.369,0.343,0.176
"P12","A Facundo Manes",0.028,0.007,0.044,0.051,0.072,0.132,0.09,0.123,0.098
"P12","A Gerardo Morales",0.04,0.01,0.03,0.024,0.058,0.184,0.072,0,0.04
"P13","Seguro lo votaria",0.173,0.167,0.117,0.167,0.156,0.098,0.138,0.179,0.287
"P13","Quizás lo votaría",0.35,0.338,0.328,0.32,0.327,0.184,0.268,0.142,0.276
"P13","Nunca lo votaría",0.477,0.495,0.555,0.513,0.517,0.718,0.594,0.679,0.437
"P14","Lo votaría",0.283,0.202,0.309,0.254,0.207,0.12,0.067,0.129,0.161
"P14","Puede que lo vote",0.215,0.265,0.312,0.22,0.22,0.16,0.099,0.143,0.112
"P14","Nunca lo votaría",0.404,0.484,0.322,0.393,0.46,0.659,0.739,0.675,0.64
"P14","No sabe",0.098,0.049,0.057,0.133,0.113,0.061,0.095,0.053,0.087
"P15","Lo votaría",0.149,0.106,0.045,0.131,0.128,0.199,0.167,0.185,0.159
"P15","Puede que lo vote",0.113,0.125,0.09,0.144,0.157,0.305,0.465,0.369,0.239
"P15","Nunca lo votaría",0.639,0.671,0.79,0.633,0.634,0.429,0.273,0.345,0.496
"P15","No sabe",0.099,0.098,0.075,0.092,0.081,0.067,0.095,0.101,0.106
"P16","Lo votaría",0.122,0.073,0.021,0.081,0.065,0.075,0.084,0.139,0.176
"P16","Puede que lo vote",0.116,0.174,0.071,0.102,0.159,0.268,0.437,0.362,0.22
"P16","Nunca lo votaría",0.689,0.722,0.884,0.753,0.72,0.568,0.387,0.358,0.512
"P16","No sabe",0.073,0.031,0.024,0.064,0.056,0.089,0.092,0.141,0.092
"P17","La votaría",0.215,0.231,0.086,0.17,0.179,0.44,0.563,0.566,0.474
"P17","Puede que la vote",0.043,0.071,0.017,0.043,0.069,0.066,0.147,0.063,0.051
"P17","Nunca la votaría",0.704,0.683,0.877,0.726,0.72,0.462,0.272,0.351,0.441
"P17","No sabe",0.038,0.015,0.02,0.061,0.032,0.032,0.018,0.02,0.034
"P18","Lo votaría",0.145,0.13,0.124,0.193,0.136,0.074,0.089,0.101,0.138
"P18","Puede que lo vote",0.272,0.198,0.396,0.296,0.288,0.259,0.132,0.127,0.127
"P18","Nunca lo votaría",0.493,0.618,0.424,0.412,0.49,0.608,0.728,0.76,0.683
"P18","No sabe",0.09,0.054,0.056,0.099,0.086,0.059,0.051,0.012,0.052
"P19","Lo votaría",0.077,0.061,0.082,0.11,0.085,0.106,0.058,0.063,0.036
"P19","Puede que lo vote",0.218,0.216,0.283,0.313,0.267,0.245,0.177,0.139,0.128
"P19","Nunca lo votaría",0.582,0.597,0.522,0.435,0.483,0.5,0.623,0.664,0.668
"P19","No sabe",0.123,0.126,0.113,0.142,0.165,0.149,0.142,0.134,0.168
"P20","La votaría",0.307,0.278,0.432,0.321,0.255,0.15,0.112,0.121,0.15
"P20","Puede que la vote",0.234,0.247,0.233,0.237,0.225,0.181,0.08,0.113,0.118
"P20","Nunca la votaría",0.388,0.387,0.299,0.353,0.442,0.633,0.751,0.75,0.654
"P20","No sabe",0.071,0.088,0.036,0.089,0.078,0.036,0.057,0.016,0.078
"P21","Lo votaría",0.275,0.291,0.222,0.202,0.216,0.042,0.063,0.108,0.168
"P21","Puede que lo vote",0.213,0.19,0.313,0.212,0.202,0.098,0.084,0.159,0.09
"P21","Nunca lo votaría",0.435,0.476,0.418,0.453,0.498,0.8,0.8,0.725,0.685
"P21","No sabe",0.077,0.043,0.047,0.133,0.084,0.06,0.053,0.008,0.057
"P22","La votaría",0.148,0.132,0.149,0.18,0.132,0.075,0.042,0.034,0.105
"P22","Puede que la vote",0.246,0.22,0.297,0.284,0.217,0.185,0.099,0.115,0.129
"P22","Nunca la votaría",0.504,0.559,0.47,0.441,0.514,0.603,0.794,0.778,0.692
"P22","No sabe",0.102,0.089,0.084,0.095,0.137,0.137,0.065,0.073,0.074
"P23","Mauricio Macri por Juntos por el Cambio",0.165,0.132,0.14,0.079,0.112,0.086,0.027,0.057,0.071
"P23","Horacio Rodríguez Larreta por Juntos por el Cambio",0.061,0.051,0.086,0.123,0.073,0.054,0.032,0.032,0.056
"P23","Patricia Bullrich por Juntos por el Cambio",0.21,0.191,0.335,0.245,0.18,0.105,0.082,0.119,0.1
"P23","María Eugenia Vidal por Juntos por el Cambio",0.026,0.018,0.045,0.047,0.049,0.049,0.023,0.008,0.01
"P23","Facundo Manes por Juntos por el Cambio",0.026,0.032,0.017,0.08,0.062,0.088,0.057,0.054,0.016
"P23","Alberto Fernández por el Frente de Todos",0.108,0.112,0.023,0.083,0.091,0.07,0.157,0.143,0.198
"P23","Sergio Massa por el Frente de Todos",0.107,0.125,0.062,0.094,0.124,0.353,0.333,0.293,0.183
"P23","Javier Milei por los liberales libertarios",0.205,0.22,0.204,0.151,0.165,0.024,0.056,0.076,0.112
"P23","Al candidato del Frente de Izquierda",0.011,0.027,0.023,0.013,0.014,0.061,0.104,0.076,0.097
"P23","No sabe",0.081,0.092,0.065,0.085,0.13,0.11,0.129,0.142,0.157
"P24","Horacio Rodríguez Larreta por Juntos por el Cambio",0.137,0.132,0.157,0.225,0.122,0.164,0.053,0.038,0.089
"P24","Mauricio Macri por Juntos por el Cambio",0.244,0.219,0.31,0.232,0.207,0.13,0.088,0.129,0.102
"P24","Alberto Fernández por el Frente de Todos",0.116,0.104,0.083,0.1,0.087,0.041,0.148,0.169,0.199
"P24","Sergio Massa por el Frente de Todos",0.118,0.116,0.067,0.104,0.15,0.377,0.357,0.308,0.177
"P24","Javier Milei por los liberales libertarios",0.25,0.257,0.253,0.202,0.219,0.069,0.059,0.122,0.147
"P24","Al candidato del Frente de Izquierda",0.031,0.024,0.061,0.029,0.024,0.054,0.133,0.099,0.11
"P24","No sabe",0.104,0.148,0.069,0.108,0.191,0.165,0.162,0.135,0.176
"P25","Horacio Rodríguez Larreta por Juntos por el Cambio",0.134,0.099,0.14,0.15,0.154,0.144,0.056,0.036,0.065
"P25","Patricia Bullrich por Juntos por el Cambio",0.301,0.306,0.404,0.348,0.247,0.199,0.113,0.128,0.142
"P25","Alberto Fernández por el Frente de Todos",0.094,0.108,0.047,0.097,0.074,0.053,0.179,0.165,0.222
"P25","Sergio Massa por el Frente de Todos",0.124,0.123,0.087,0.135,0.154,0.374,0.374,0.326,0.198
"P25","Javier Milei por los liberales libertarios",0.248,0.253,0.271,0.16,0.199,0.066,0.059,0.121,0.13
"P25","Al candidato del Frente de Izquierda",0.015,0.005,0.006,0.021,0.018,0.038,0.081,0.107,0.117
"P25","No sabe",0.084,0.106,0.045,0.089,0.154,0.126,0.138,0.117,0.126
"P26","Sergio Massa por el Frente de Todos",0.188,0.205,0.098,0.164,0.194,0.457,0.476,0.473,0.371
"P26","Mauricio Macri por Juntos por el Cambio",0.365,0.287,0.52,0.411,0.313,0.231,0.132,0.14,0.143
"P26","Javier Milei por los liberales libertarios",0.283,0.327,0.303,0.251,0.246,0.042,0.074,0.125,0.178
"P26","Al candidato del Frente de Izquierda",0.027,0.03,0.007,0.011,0.021,0.065,0.105,0.119,0.087
"P26","No sabe",0.137,0.151,0.072,0.163,0.226,0.205,0.213,0.143,0.221
"P27","Alberto Fernández por el Frente de Todos",0.176,0.186,0.111,0.126,0.186,0.348,0.464,0.443,0.411
"P27","Mauricio Macri por Juntos por el Cambio",0.387,0.307,0.526,0.427,0.325,0.23,0.14,0.161,0.165
"P27","Javier Milei por los liberales libertarios",0.278,0.325,0.284,0.249,0.25,0.058,0.076,0.108,0.143
"P27","Al candidato del Frente de Izquierda",0.027,0.041,0.01,0.018,0.027,0.084,0.083,0.124,0.096
"P27","No sabe",0.132,0.141,0.069,0.18,0.212,0.28,0.237,0.164,0.185
"P28","Alberto Fernández por el Frente de Todos",0.158,0.189,0.1,0.15,0.196,0.351,0.468,0.473,0.386
"P28","Horacio Rodríguez Larreta por Juntos por el Cambio",0.335,0.292,0.422,0.434,0.315,0.295,0.121,0.164,0.147
"P28","Javier Milei por los liberales libertarios",0.316,0.328,0.348,0.223,0.246,0.056,0.098,0.115,0.172
"P28","Al candidato del Frente de Izquierda",0.025,0.019,0.016,0.027,0.02,0.08,0.102,0.123,0.108
"P28","No sabe",0.166,0.172,0.114,0.166,0.223,0.218,0.211,0.125,0.187
"P29","Sergio Massa por el Frente de Todos",0.152,0.218,0.104,0.193,0.213,0.417,0.526,0.533,0.398
"P29","Horacio Rodríguez Larreta por Juntos por el Cambio",0.34,0.253,0.427,0.436,0.327,0.302,0.114,0.151,0.147
"P29","Javier Milei por los liberales libertarios",0.32,0.348,0.333,0.202,0.237,0.063,0.089,0.1,0.178
"P29","Al candidato del Frente de Izquierda",0.027,0.009,0.02,0.022,0.023,0.071,0.082,0.108,0.08
"P29","No sabe",0.161,0.172,0.116,0.147,0.2,0.147,0.189,0.108,0.197
"P30","Sergio Massa por el Frente de Todos",0.16,0.235,0.098,0.231,0.205,0.452,0.512,0.466,0.373
"P30","Patricia Bullrich por Juntos por el Cambio",0.416,0.302,0.543,0.482,0.383,0.269,0.142,0.181,0.2
"P30","Javier Milei por los liberales libertarios",0.271,0.321,0.285,0.143,0.183,0.024,0.087,0.12,0.139
"P30","Al candidato del Frente de Izquierda",0.025,0.009,0.012,0.022,0.017,0.074,0.085,0.115,0.086
"P30","No sabe",0.128,0.133,0.062,0.122,0.212,0.181,0.174,0.118,0.202
"P32","Alberto Fernández por el Frente de Todos",0.201,0.225,0.128,0.216,0.181,0.329,0.49,0.509,0.398
"P32","Patricia Bullrich por Juntos por el Cambio",0.405,0.322,0.534,0.439,0.354,0.28,0.146,0.124,0.199
"P32","Javier Milei por los liberales libertarios",0.266,0.315,0.27,0.158,0.206,0.032,0.076,0.121,0.131
"P32","Al candidato del Frente de Izquierda",0.023,0.04,0.017,0.031,0.022,0.095,0.103,0.132,0.103
"P32","No sabe",0.105,0.098,0.051,0.156,0.237,0.264,0.185,0.114,0.169
"P34","Sergio Massa por el Frente de Todos",0.193,0.274,0.129,0.233,0.248,0.565,0.657,0.699,0.498
"P34","Mauricio Macri por Juntos por el Cambio",0.579,0.536,0.677,0.586,0.475,0.311,0.173,0.156,0.244
"P34","No sabe",0.228,0.19,0.194,0.181,0.277,0.124,0.17,0.145,0.258
"P35","Sergio Massa",0.212,0.263,0.134,0.217,0.247,0.534,0.648,0.67,0.511
"P35","Horacio Rodríguez Larreta por Juntos por el Cambio",0.521,0.453,0.584,0.599,0.482,0.34,0.181,0.178,0.237
"P35","No sabe",0.267,0.284,0.282,0.184,0.271,0.126,0.171,0.152,0.252
"P36","Alberto Fernández por el Frente de Todos",0.191,0.251,0.099,0.185,0.22,0.472,0.661,0.668,0.52
"P36","Mauricio Macri por Juntos por el Cambio",0.611,0.576,0.719,0.622,0.483,0.336,0.182,0.204,0.258
"P36","No sabe",0.198,0.173,0.182,0.193,0.297,0.192,0.157,0.128,0.222
"P37","Alberto Fernández",0.213,0.212,0.099,0.164,0.205,0.504,0.643,0.662,0.515
"P37","Horacio Rodríguez Larreta por Juntos por el Cambio",0.54,0.467,0.644,0.632,0.493,0.366,0.189,0.186,0.236
"P37","No sabe",0.247,0.321,0.257,0.204,0.302,0.13,0.168,0.152,0.249
"P38","Sergio Massa por el Frente de Todos",0.204,0.258,0.109,0.231,0.253,0.565,0.667,0.706,0.512
"P38","Patricia Bullrich por Juntos por el Cambio",0.619,0.612,0.741,0.659,0.511,0.33,0.209,0.185,0.245
"P38","No sabe",0.177,0.13,0.15,0.11,0.236,0.105,0.124,0.109,0.243
"P39","Alberto Fernández por el Frente de Todos",0.198,0.292,0.093,0.186,0.224,0.485,0.668,0.655,0.517
"P39","Patricia Bullrich por Juntos por el Cambio",0.652,0.615,0.8,0.669,0.533,0.331,0.208,0.21,0.264
"P39","No sabe",0.15,0.093,0.107,0.145,0.243,0.184,0.124,0.135,0.219
"P40","Mauricio Macri por Juntos por el Cambio",0.442,0.31,0.467,0.403,0.353,0.341,0.165,0.164,0.192
"P40","Javier Milei por los liberales libertarios",0.326,0.388,0.354,0.321,0.305,0.06,0.107,0.099,0.169
