"var","categoria","Si","Puede ser","No"
"P11","Al Frente de todos",0.312,0.479,0.133
"P11","A Juntos",0.484,0.13,0.318
"P11","Al Frente de Izquierda",0.032,0,0.019
"P11","Al Partido Avanza libertad",0.09,0.075,0.162
"P11","A “Vamos con vos""",0.025,0.005,0
"P11","Votaría en blanco o anularía",0.057,0.311,0.368
