"var","categoria","La votaría","Puede que la vote","Nunca la votaría","No sabe"
"P05","Mucho",0.766,0.377,0.394,0.277
"P05","Bastante",0.074,0.365,0.24,0.303
"P05","Poco",0.072,0.148,0.197,0.211
"P05","Nada",0.014,0.098,0.158,0.161
"P05","No sabe",0.074,0.012,0.011,0.048
"P06","Siempre",0.384,0.397,0.237,0.199
"P06","Casi siempre",0.161,0.28,0.337,0.41
"P06","Casi nunca",0.266,0.25,0.305,0.272
"P06","Nunca, pero esta es una excepción",0.189,0.073,0.121,0.119
"P09","De Unión por la Patria",0.629,0.4,0.178,0.247
"P09","De Juntos por el Cambio",0.087,0.271,0.385,0.34
"P09","De los liberales libertarios",0.073,0.12,0.188,0.133
"P09","De la Izquierda",0.137,0.022,0.029,0.021
"P09","Hacemos por Nuestro País",0.074,0.023,0.01,0.008
"P09","otro",0,0.024,0.057,0.077
"P09","En blanco",0,0.018,0.09,0.047
"P09","No sabe",0,0.122,0.063,0.127
"P10","Unidos para Cambiar Santa Fe",0.33,0.41,0.258,0.203
"P10","Juntos Avancemos",0.384,0.258,0.271,0.252
"P10","De los liberales libertarios",0.083,0.124,0.166,0.114
"P10","De la Izquierda",0.134,0.063,0.04,0.028
"P10","En blanco",0,0.038,0.108,0.049
"P10","No sabe",0.069,0.107,0.157,0.354
"P11","Carolina Losada a gobernadora y Federico Angelini a vicegobernador por Unidos para Cambiar Santa Fe",0.177,0.16,0.258,0.208
"P11","Maximiliano Pullaro a gobernador y Gisela Scaglia a vicegobernadora por Unidos para Cambiar Santa Fe",0.006,0.136,0.206,0.203
"P11","Mónica Fein a gobernadora y Eugenio Fernández a vicegobernador por Unidos para Cambiar Santa Fe",0,0.059,0.09,0.062
"P11","Marcelo Lewandowski a gobernador y Silvina Patricia Frana a vicegobernadora por Juntos Avancemos",0.151,0.304,0.154,0.134
"P11","Marcos Cleri a gobernador y Alejandra del Huerto Obeid a vicegobernadora por Juntos Avancemos",0.196,0.1,0.052,0.082
"P11","Leandro Busatto a gobernador y Alejandra Gómez Sáenz a vicegobernadora por Juntos Avancemos",0.363,0.13,0.041,0.038
"P11","Eduardo Toniolli a gobernador y Leticia Quagliaro a vicegobernadora por Juntos Avancemos",0.051,0.06,0.023,0.03
"P11","Alguno de los candidatos a gobernador y vicegobernador de la Izquierda",0.056,0.039,0.022,0.008
"P11","En blanco",0,0,0.102,0.044
"P11","No sabe",0,0.012,0.052,0.191
"P15","Lo votaría",0.22,0.192,0.074,0.072
"P15","Puede que lo vote",0.236,0.263,0.161,0.124
"P15","Nunca lo votaría",0.284,0.23,0.591,0.204
"P15","No sabe",0.26,0.315,0.174,0.6
"P16","La votaría",0.283,0.169,0.221,0.15
"P16","Puede que la vote",0.118,0.243,0.114,0.192
"P16","Nunca la votaría",0.514,0.509,0.619,0.357
"P16","No sabe",0.085,0.079,0.046,0.301
"P17","Lo votaría",0.068,0.244,0.214,0.192
"P17","Puede que lo vote",0.129,0.182,0.145,0.194
"P17","Nunca lo votaría",0.722,0.514,0.6,0.33
"P17","No sabe",0.081,0.06,0.041,0.284
"P18","La votaría",0.232,0.195,0.079,0.056
"P18","Puede que la vote",0.205,0.256,0.085,0.112
"P18","Nunca la votaría",0.368,0.319,0.694,0.179
"P18","No sabe",0.195,0.23,0.142,0.653
"P19","La votaría",0.115,0.131,0.106,0.089
"P19","Puede que la vote",0.183,0.372,0.164,0.158
"P19","Nunca la votaría",0.616,0.352,0.677,0.286
"P19","No sabe",0.086,0.145,0.053,0.467
"P20","Lo votaría",0.556,0.277,0.164,0.139
"P20","Puede que lo vote",0.173,0.358,0.11,0.132
"P20","Nunca lo votaría",0.178,0.236,0.678,0.313
"P20","No sabe",0.093,0.129,0.048,0.416
"P21","Lo votaría",0.493,0.213,0.08,0.094
"P21","Puede que lo vote",0.209,0.417,0.085,0.135
"P21","Nunca lo votaría",0.208,0.287,0.78,0.286
"P21","No sabe",0.09,0.083,0.055,0.485
"P22","Lo votaría",0.418,0.134,0.044,0.05
"P22","Puede que lo vote",0.148,0.531,0.091,0.061
"P22","Nunca lo votaría",0.28,0.182,0.736,0.192
"P22","No sabe",0.154,0.153,0.129,0.697
"P23","Lo votaría",0.494,0.121,0.052,0.055
"P23","Puede que lo vote",0.176,0.515,0.071,0.089
"P23","Nunca lo votaría",0.244,0.26,0.811,0.193
"P23","No sabe",0.086,0.104,0.066,0.663
"P24","Lo votaría",0.353,0.166,0.034,0.062
"P24","Puede que lo vote",0.394,0.354,0.069,0.093
"P24","Nunca lo votaría",0.156,0.291,0.834,0.248
"P24","No sabe",0.097,0.189,0.063,0.597
"P25","Lo votaría",0.158,0.055,0.101,0.062
"P25","Puede que lo vote",0.088,0.398,0.154,0.123
"P25","Nunca lo votaría",0.612,0.403,0.686,0.226
"P25","No sabe",0.142,0.144,0.059,0.589
"P26","Lo votaría",0.154,0.03,0.033,0.009
"P26","Puede que la vote",0.139,0.386,0.065,0.041
"P26","Nunca la votaría",0.437,0.384,0.77,0.115
"P26","No sabe",0.27,0.2,0.132,0.835
"P27","La votaría",0.062,0.059,0.064,0.017
"P27","Puede que la vote",0.157,0.491,0.089,0.075
"P27","Nunca la votaría",0.584,0.29,0.745,0.149
"P27","No sabe",0.197,0.16,0.102,0.759
"P28","Lo votaría",0.11,0.056,0.029,0.005
"P28","Puede que la vote",0.13,0.42,0.048,0.054
"P28","Nunca la votaría",0.506,0.307,0.804,0.086
"P28","No sabe",0.254,0.217,0.119,0.855
"P29","La votaría",0.425,0.12,0.051,0.058
"P29","Puede que la vote",0.232,0.481,0.068,0.067
"P29","Nunca la votaría",0.309,0.209,0.785,0.104
"P29","No sabe",0.034,0.19,0.096,0.771
"P30","Lo votaría",0.327,0.068,0.029,0.017
"P30","Puede que la vote",0.104,0.515,0.053,0.025
"P30","Nunca la votaría",0.416,0.222,0.819,0.065
