"var","categoria","Mucho","Bastante","Poco","Nada","No sabe"
"P09_imputadas","A Blanca Cantero por el Frente de Todos",0.26,0.271,0.299,0.273,0.206
"P09_imputadas","A Federico García por el Frente de Todos",0.071,0.072,0.067,0.047,0.072
"P09_imputadas","A Victor Rengifo por Juntos por el Cambio",0.209,0.188,0.24,0.122,0.467
"P09_imputadas","A Mauro Arranz por Juntos por el Cambio",0.129,0.111,0.107,0.065,0.133
"P09_imputadas","A Anibal Regueiro por un partido vecinal",0.115,0.134,0.125,0.091,0.097
"P09_imputadas","A Eduardo Guardia por La Libertad Avanza",0.173,0.192,0.146,0.364,0.025
"P09_imputadas","A Miguel Coria por el Frente de Izquierda",0.043,0.032,0.016,0.038,0
"P12_imputadas","A Blanca Cantero por el Frente de Todos con el apoyo de Sergio Massa",0.224,0.225,0.244,0.165,0.295
"P12_imputadas","A Federico García por el Frente de Todos con el apoyo de La Cámpora",0.081,0.061,0.03,0.042,0.076
"P12_imputadas","A Victor Rengifo por Juntos por el Cambio con el apoyo de Patricia Bullrich",0.256,0.187,0.245,0.177,0.322
"P12_imputadas","A Mauro Arranz por Juntos por el Cambio con el apoyo de Horacio Rodriguez Larreta",0.113,0.154,0.089,0.102,0.099
"P12_imputadas","A Anibal Regueiro por un partido vecinal",0.053,0.098,0.181,0.101,0.135
"P12_imputadas","A Eduardo Guardia por La Libertad Avanza con el apoyo de Javier Milei",0.177,0.236,0.196,0.397,0.073
"P12_imputadas","A Miguel Coria por el Frente de Izquierda con el apoyo de Myriam Bregman",0.096,0.039,0.015,0.016,0
