"var","categoria","Siempre","Casi siempre","Casi nunca","Nunca, pero esta es una excepción"
"P09_imputadas","A Blanca Cantero por el Frente de Todos",0.29,0.263,0.224,0.341
"P09_imputadas","A Federico García por el Frente de Todos",0.126,0.045,0.041,0.077
"P09_imputadas","A Victor Rengifo por Juntos por el Cambio",0.232,0.173,0.248,0.152
"P09_imputadas","A Mauro Arranz por Juntos por el Cambio",0.148,0.123,0.091,0.064
"P09_imputadas","A Anibal Regueiro por un partido vecinal",0.141,0.142,0.126,0.035
"P09_imputadas","A Eduardo Guardia por La Libertad Avanza",0.059,0.211,0.231,0.298
"P09_imputadas","A Miguel Coria por el Frente de Izquierda",0.004,0.043,0.039,0.033
"P12_imputadas","A Blanca Cantero por el Frente de Todos con el apoyo de Sergio Massa",0.203,0.229,0.222,0.228
"P12_imputadas","A Federico García por el Frente de Todos con el apoyo de La Cámpora",0.088,0.086,0.022,0.035
"P12_imputadas","A Victor Rengifo por Juntos por el Cambio con el apoyo de Patricia Bullrich",0.265,0.204,0.24,0.176
"P12_imputadas","A Mauro Arranz por Juntos por el Cambio con el apoyo de Horacio Rodriguez Larreta",0.109,0.156,0.085,0.116
"P12_imputadas","A Anibal Regueiro por un partido vecinal",0.154,0.07,0.105,0.103
"P12_imputadas","A Eduardo Guardia por La Libertad Avanza con el apoyo de Javier Milei",0.177,0.21,0.264,0.28
"P12_imputadas","A Miguel Coria por el Frente de Izquierda con el apoyo de Myriam Bregman",0.004,0.045,0.062,0.062
