"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna"
"Toloza Paz",0.305,0.284,0.325,0.39,0.262,0.279,0.313,0.342,0.268,0.313,0.617,0.052,0.027
"Diego Santilli",0.26,0.257,0.263,0.163,0.207,0.32,0.419,0.207,0.297,0.272,0.06,0.541,0.407
"Facundo Manes",0.14,0.14,0.139,0.067,0.188,0.152,0.122,0.137,0.12,0.172,0.056,0.241,0.162
"Florencio Randazzo",0.046,0.041,0.05,0.03,0.055,0.043,0.049,0.069,0.031,0.036,0.062,0.025,0.212
"A la izquierda",0.025,0.019,0.032,0.049,0.015,0.029,0.012,0.009,0.038,0.027,0.017,0.002,0
"Jose Luis Espert",0.069,0.106,0.034,0.105,0.095,0.027,0.02,0.038,0.087,0.081,0.016,0.069,0.119
"Otros candidatos",0.078,0.09,0.067,0.154,0.079,0.058,0.004,0.079,0.097,0.052,0.085,0.032,0.073
"Votaría en blanco o anularía",0.077,0.063,0.09,0.042,0.099,0.092,0.061,0.119,0.062,0.047,0.087,0.038,0
