"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Centro","Norte","Sur","Buenos Aires","Fernandez","Macri","Lavagna"
"Cristina Fernández de Kirchner por el Frente de Todos",0.308,0.261,0.356,0.258,0.355,0.311,0.266,0.353,0.292,0.281,0.28,0.308,0.251,0.339,0.725,0.043,0.136
"Mauricio Macri por Juntos por el Cambio",0.259,0.231,0.287,0.135,0.233,0.315,0.409,0.235,0.266,0.274,0.287,0.188,0.224,0.273,0.032,0.547,0.079
"Javier Milei por los liberales libertarios",0.234,0.32,0.147,0.434,0.204,0.182,0.098,0.199,0.25,0.249,0.232,0.304,0.285,0.198,0.081,0.263,0.279
"Nicolás del Caño por la izquierda",0.027,0.027,0.027,0.043,0.024,0.017,0.027,0.028,0.027,0.027,0.031,0.026,0.013,0.027,0.031,0.005,0.013
"Otro candidato",0.079,0.084,0.074,0.043,0.091,0.085,0.094,0.057,0.084,0.095,0.085,0.057,0.089,0.082,0.049,0.081,0.301
"Aún no lo tengo decidido",0.093,0.077,0.109,0.087,0.093,0.09,0.106,0.128,0.081,0.074,0.085,0.117,0.138,0.081,0.082,0.061,0.192
