"var","categoria","A Alberto Fernández","A Sergio Massa","A algún candidato del peronismo","A algún candidato del kirchnerismo"
"P04","Tengo trabajo estable",0.23,0.436,0.435,0.524
"P04","Realizo changas o trabajos de vez en cuando",0.414,0.192,0.238,0.166
"P04","No tengo trabajo",0.24,0.203,0.172,0.116
"P04","Soy jubilado o pensionado",0.116,0.169,0.155,0.194
"P05","1",0.324,0.224,0.204,0.182
"P05","2",0.1,0.103,0.104,0.049
"P05","3",0.049,0.015,0.062,0.02
"P05","4",0.036,0.069,0.069,0.031
"P05","5",0.095,0.18,0.127,0.132
"P05","6",0.023,0.049,0.056,0.065
"P05","7",0.063,0.124,0.095,0.158
"P05","8",0.073,0.049,0.06,0.115
"P05","9",0.237,0.187,0.223,0.248
"P06","1",0.45,0.289,0.354,0.471
"P06","2",0.075,0.061,0.093,0.106
"P06","3",0.044,0.059,0.043,0.108
"P06","4",0.063,0.06,0.041,0.038
"P06","5",0.119,0.219,0.186,0.128
"P06","6",0.024,0.046,0.051,0.008
"P06","7",0.01,0.044,0.034,0.025
"P06","8",0.031,0.034,0.035,0.01
"P06","9",0.184,0.188,0.163,0.106
"P07","1",0.46,0.379,0.401,0.674
"P07","2",0.053,0.077,0.049,0.047
"P07","3",0.027,0.052,0.027,0.041
"P07","4",0.01,0.02,0.021,0.012
"P07","5",0.054,0.131,0.087,0.056
"P07","6",0.01,0.013,0.038,0.01
"P07","7",0.007,0.013,0.023,0.011
"P07","8",0.025,0.028,0.04,0.008
"P07","9",0.354,0.287,0.314,0.141
"P11","A Alberto Fernández",0.605,0.049,0.042,0.027
"P11","A Sergio Massa",0.047,0.547,0.019,0.008
"P11","A algún candidato del peronismo",0.078,0.067,0.621,0.036
"P11","A Cristina Fernández de Kirchner",0.27,0.337,0.318,0.929
"P14","Lo votaría",0.188,0.083,0.131,0.01
"P14","Puede que lo vote",0.027,0.103,0.091,0.026
"P14","Nunca lo votaría",0.703,0.724,0.729,0.916
"P14","No sabe",0.082,0.09,0.049,0.048
