"var","categoria","A Alberto Fernández","A Sergio Massa","A algún candidato del peronismo","A algún candidato del kirchnerismo"
"P15","Lo votaría",0.236,0.531,0.153,0.171
"P15","Puede que lo vote",0.351,0.233,0.432,0.502
"P15","Nunca lo votaría",0.364,0.174,0.321,0.245
"P15","No sabe",0.049,0.062,0.094,0.082
"P16","Lo votaría",0.667,0.258,0.176,0.133
"P16","Puede que lo vote",0.129,0.38,0.37,0.525
"P16","Nunca lo votaría",0.173,0.273,0.35,0.222
"P16","No sabe",0.031,0.089,0.104,0.12
"P17","La votaría",0.703,0.562,0.484,0.877
"P17","Puede que la vote",0.168,0.197,0.194,0.078
"P17","Nunca la votaría",0.116,0.212,0.28,0.025
"P17","No sabe",0.013,0.029,0.042,0.02
"P18","Lo votaría",0.159,0.105,0.083,0.064
"P18","Puede que lo vote",0.064,0.117,0.179,0.025
"P18","Nunca lo votaría",0.699,0.677,0.663,0.881
"P18","No sabe",0.078,0.101,0.075,0.03
"P19","Lo votaría",0.062,0.067,0.082,0.013
"P19","Puede que lo vote",0.132,0.208,0.202,0.12
"P19","Nunca lo votaría",0.677,0.615,0.551,0.724
"P19","No sabe",0.129,0.11,0.165,0.143
"P20","La votaría",0.09,0.08,0.095,0.017
"P20","Puede que la vote",0.054,0.127,0.129,0.014
"P20","Nunca la votaría",0.781,0.746,0.703,0.952
"P20","No sabe",0.075,0.047,0.073,0.017
"P21","Lo votaría",0.036,0.074,0.065,0.016
"P21","Puede que lo vote",0.1,0.056,0.117,0.007
"P21","Nunca lo votaría",0.791,0.776,0.75,0.95
"P21","No sabe",0.073,0.094,0.068,0.027
"P22","La votaría",0.058,0.065,0.058,0.013
"P22","Puede que la vote",0.102,0.074,0.124,0.013
"P22","Nunca la votaría",0.786,0.784,0.704,0.936
"P22","No sabe",0.054,0.077,0.114,0.038
"P23","Lo votaría",0.244,0.129,0.137,0.137
"P23","Puede que lo vote",0.255,0.376,0.361,0.518
"P23","Nunca lo votaría",0.452,0.415,0.388,0.276
"P23","No sabe",0.049,0.08,0.114,0.069
"P24","Lo votaría",0.075,0.031,0.049,0.018
"P24","Puede que lo vote",0.139,0.157,0.153,0.058
"P24","Nunca lo votaría",0.693,0.685,0.659,0.844
"P24","No sabe",0.093,0.127,0.139,0.08
"P26","Cristina Fernández de Kirchner por el Frente de Todos",0.529,0.657,0.577,0.949
"P26","Alberto Fernández por el Frente de Todos",0.261,0.08,0.09,0.009
"P26","Mauricio Macri por Juntos por el cambio",0.102,0.022,0.059,0.006
"P26","Horacio Rodríguez Larreta por Juntos por el Cambio",0.03,0.043,0.051,0.013
"P26","Patricia Bullrich por Juntos por el Cambio",0.007,0.038,0.032,0
"P26","Facundo Manes por Juntos por el Cambio",0.031,0.011,0.072,0.014
"P26","Javier Milei por los liberales libertarios",0.009,0.027,0.028,0.006
"P26","Nicolás del Caño por la izquierda",0.004,0.002,0.007,0.002
"P26","Aún no lo tengo decidido",0.027,0.12,0.084,0.001
"P27","Horacio Rodríguez Larreta por Juntos por el Cambio",0.068,0.053,0.051,0.011
"P27","Patricia Bullrich por Juntos por el Cambio",0.07,0.024,0.07,0.001
"P27","Facundo Manes por Juntos por el Cambio",0.042,0.009,0.048,0.02
"P27","Alberto Fernández por el Frente de Todos",0.578,0.103,0.223,0.204
"P27","Sergio Massa por el Frente de Todos",0.15,0.746,0.25,0.464
"P27","Javier Milei por los liberales libertarios",0.011,0.032,0.049,0.014
"P27","Nicolás del Caño por la izquierda",0.001,0.01,0.027,0.032
"P27","Otros candidatos",0.03,0.011,0.123,0.121
"P27","Aún no lo tengo decidido",0.05,0.012,0.159,0.133
"P28","Cristina Fernández de Kirchner por el Frente de Todos",0.72,0.744,0.666,0.973
"P28","Mauricio Macri por Juntos por el Cambio",0.071,0.012,0.084,0.001
"P28","Javier Milei por los liberales libertarios",0.011,0.041,0.079,0.001
"P28","Nicolás del Caño por la izquierda",0.005,0.011,0.008,0.001
"P28","Otro candidato",0.073,0.128,0.108,0.01
"P28","Aún no lo tengo decidido",0.12,0.064,0.055,0.014
"P30","Horacio Rodríguez Larreta por Juntos por el Cambio",0.061,0.131,0.127,0.064
"P30","Alberto Fernández por el Frente de Todos",0.69,0.447,0.402,0.484
"P30","Javier Milei por los liberales libertarios",0.061,0.025,0.101,0.013
"P30","Nicolás del Caño por la izquierda",0.007,0.039,0.009,0.031
"P30","Otro candidato",0.083,0.149,0.203,0.215
"P30","Aún no lo tengo decidido",0.098,0.209,0.158,0.193
"P32","Sergio Massa presidente por el Frente de Todos",0.536,0.81,0.46,0.567
"P32","Patricia Bullrich por Juntos por el Cambio",0.117,0.04,0.086,0.023
"P32","Javier Milei por los liberales libertarios",0.037,0.025,0.074,0.015
"P32","Nicolás del Caño por la izquierda",0.024,0.022,0.015,0.042
"P32","Otro candidato",0.037,0.052,0.186,0.221
"P32","Aún no lo tengo decidido",0.249,0.051,0.179,0.132
"P34","Sergio Massa presidente por el Frente de Todos",0.591,0.783,0.454,0.558
"P34","Horacio Rodríguez Larreta por Juntos por el Cambio",0.109,0.089,0.113,0.039
"P34","Javier Milei por los liberales libertarios",0.024,0.059,0.079,0.014
"P34","Nicolás del Caño por la izquierda",0.019,0.008,0.012,0.033
"P34","Otro candidato",0.146,0.022,0.211,0.194
"P34","Aún no lo tengo decidido",0.111,0.039,0.131,0.162
"P36","Cristina Fernández de Kirchner por el Frente de Todos",0.695,0.752,0.705,0.909
"P36","Horacio Rodríguez Larreta por Juntos por el Cambio",0.12,0.065,0.085,0.034
"P36","Javier Milei por los liberales libertarios",0.039,0.047,0.068,0.002
"P36","Nicolás del Caño por la izquierda",0.01,0.011,0,0.003
"P36","Otro candidato",0.074,0.073,0.084,0.027
"P36","Aún no lo tengo decidido",0.062,0.052,0.058,0.025
"P37","Sergio Massa presidente por el Frente de Todos",0.62,0.85,0.445,0.648
"P37","Mauricio Macri por Juntos por el Cambio",0.09,0.025,0.077,0.015
"P37","Javier Milei por los liberales libertarios",0.016,0.031,0.069,0.01
"P37","Nicolás del Caño por la izquierda",0.02,0.019,0.013,0.027
"P37","Otro candidato",0.097,0.053,0.255,0.197
"P37","Aún no lo tengo decidido",0.157,0.022,0.141,0.103
"P38","Alberto Fernández por el Frente de Todos",0.769,0.661,0.458,0.574
"P38","Mauricio Macri por Juntos por el Cambio",0.083,0.035,0.106,0.006
"P38","Javier Milei por los liberales libertarios",0.007,0.031,0.063,0.01
"P38","Nicolás del Caño por la izquierda",0.008,0.009,0.041,0.035
"P38","Otro candidato",0.064,0.159,0.16,0.258
"P38","Aún no lo tengo decidido",0.069,0.105,0.172,0.117
"P39","Cristina Fernández de Kirchner por el Frente de Todos",0.891,0.757,0.677,0.954
"P39","Mauricio Macri por Juntos por el Cambio",0.087,0.107,0.179,0.019
"P39","No sabe",0.022,0.136,0.144,0.027
"P40","Alberto Fernández por el Frente de Todos",0.882,0.665,0.54,0.753
"P40","Horacio Rodríguez Larreta por Juntos por el Cambio",0.049,0.075,0.189,0.014
"P40","No sabe",0.069,0.26,0.271,0.233
"P41","Sergio Massa presidente por el Frente de Todos",0.71,0.825,0.627,0.778
"P41","Patricia Bullrich por Juntos por el Cambio",0.1,0.044,0.158,0.022
"P41","No sabe",0.19,0.131,0.215,0.2
"P42","Sergio Massa presidente por el Frente de Todos",0.786,0.881,0.615,0.816
"P42","Mauricio Macri por Juntos por el Cambio",0.096,0.023,0.171,0.008
"P42","No sabe",0.118,0.096,0.214,0.176
"P43","Sergio Massa presidente por el Frente de Todos",0.618,0.793,0.652,0.857
"P43","Javier Milei por los liberales libertarios",0.068,0.091,0.127,0.015
"P43","No sabe",0.314,0.116,0.221,0.128
"P44","Horacio Rodríguez Larreta por Juntos por el Cambio",0.089,0.185,0.188,0.113
"P44","Javier Milei por los liberales libertarios",0.15,0.075,0.134,0.01
"P44","No sabe",0.761,0.74,0.678,0.877
"P45","Muy buena",0.223,0.153,0.021,0.082
"P45","Buena",0.328,0.296,0.215,0.376
"P45","Ni buena ni mala",0.335,0.388,0.418,0.382
"P45","Mala",0.039,0.131,0.191,0.12
"P45","Muy mala",0.07,0.021,0.155,0.015
"P45","No sabe",0.005,0.011,0,0.025
"P46","Muy buena",0.447,0.131,0.044,0.066
"P46","Buena",0.28,0.379,0.174,0.339
"P46","Ni buena ni mala",0.14,0.334,0.385,0.422
"P46","Mala",0.041,0.06,0.223,0.138
"P46","Muy mala",0.087,0.096,0.169,0.028
"P46","No sabe",0.005,0,0.005,0.007
"P47","Muy buena",0.451,0.561,0.428,0.853
"P47","Buena",0.259,0.222,0.22,0.093
"P47","Ni buena ni mala",0.168,0.113,0.092,0.021
"P47","Mala",0.037,0.068,0.069,0.005
"P47","Muy mala",0.085,0.034,0.191,0.023
"P47","No sabe",0,0.002,0,0.005
"P48","Muy buena",0.101,0.051,0.085,0.074
"P48","Buena",0.086,0.055,0.034,0.005
"P48","Ni buena ni mala",0.126,0.025,0.144,0.009
"P48","Mala",0.305,0.293,0.186,0.147
"P48","Muy mala",0.362,0.576,0.551,0.764
"P48","No sabe",0.02,0,0,0.001
"P49","Muy buena",0.076,0.051,0.054,0.009
"P49","Buena",0.086,0.112,0.073,0.016
"P49","Ni buena ni mala",0.195,0.133,0.279,0.051
"P49","Mala",0.406,0.301,0.136,0.209
"P49","Muy mala",0.218,0.397,0.449,0.71
"P49","No sabe",0.019,0.006,0.009,0.005
"P50","Muy buena",0.187,0.453,0.025,0.092
"P50","Buena",0.197,0.323,0.322,0.415
"P50","Ni buena ni mala",0.429,0.17,0.331,0.314
"P50","Mala",0.088,0.023,0.104,0.11
"P50","Muy mala",0.092,0.024,0.191,0.059
"P50","No sabe",0.007,0.007,0.027,0.01
"P51","Muy buena",0.105,0.057,0.045,0.016
"P51","Buena",0.039,0.024,0.074,0.041
"P51","Ni buena ni mala",0.132,0.078,0.094,0.024
"P51","Mala",0.269,0.183,0.171,0.104
"P51","Muy mala",0.434,0.628,0.606,0.814
"P51","No sabe",0.021,0.03,0.01,0.001
"P52","Muy buena",0.045,0.038,0.02,0.014
"P52","Buena",0.069,0.012,0.036,0
"P52","Ni buena ni mala",0.134,0.111,0.234,0.028
"P52","Mala",0.258,0.133,0.163,0.11
"P52","Muy mala",0.446,0.671,0.535,0.831
"P52","No sabe",0.048,0.035,0.012,0.017
"P53","Muy buena",0.081,0.01,0.051,0.011
"P53","Buena",0.071,0.071,0.043,0
"P53","Ni buena ni mala",0.196,0.103,0.23,0.024
"P53","Mala",0.212,0.212,0.131,0.134
"P53","Muy mala",0.427,0.599,0.533,0.828
"P53","No sabe",0.013,0.005,0.012,0.003
"P54","Muy buena",0.201,0.16,0.115,0.133
"P54","Buena",0.272,0.307,0.278,0.428
"P54","Ni buena ni mala",0.346,0.286,0.383,0.311
"P54","Mala",0.069,0.08,0.125,0.044
"P54","Muy mala",0.102,0.167,0.099,0.076
"P54","No sabe",0.01,0,0,0.008
"P55","Muy buena",0.024,0.057,0.05,0.046
"P55","Buena",0.225,0.199,0.188,0.114
"P55","Ni buena ni mala",0.381,0.343,0.387,0.358
"P55","Mala",0.128,0.113,0.165,0.227
"P55","Muy mala",0.172,0.226,0.131,0.219
"P55","No sabe",0.07,0.062,0.079,0.036
"P57","Siempre",0.388,0.416,0.245,0.321
"P57","Casi siempre",0.217,0.36,0.38,0.395
"P57","Casi nunca",0.332,0.156,0.297,0.196
"P57","Nunca, pero esta es una excepción",0.063,0.068,0.078,0.088
"P58","Si",0.632,0.581,0.6,0.592
"P58","No",0.368,0.419,0.4,0.408
