"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Centro","Norte","Sur","Buenos Aires","Fernandez","Macri","Lavagna"
"Cristina Fernández de Kirchner por el Frente de Todos",0.345,0.306,0.384,0.286,0.393,0.351,0.309,0.4,0.328,0.312,0.34,0.334,0.263,0.366,0.786,0.067,0.108
"Mauricio Macri por Juntos por el Cambio",0.444,0.457,0.43,0.417,0.409,0.459,0.533,0.405,0.436,0.493,0.481,0.375,0.455,0.44,0.095,0.778,0.405
"No sabe",0.211,0.237,0.186,0.297,0.198,0.19,0.158,0.195,0.236,0.195,0.179,0.291,0.282,0.194,0.119,0.155,0.487
