"var","categoria","Tengo trabajo estable","Realizo changas o trabajos de vez en cuando","No tengo trabajo","Soy jubilado o pensionado"
"P05","1",0.366,0.241,0.28,0.285
"P05","2",0.047,0.168,0.065,0.046
"P05","3",0.044,0.043,0.115,0.041
"P05","4",0.05,0.044,0.047,0.161
"P05","5",0.178,0.174,0.175,0.169
"P05","6",0.05,0.033,0.035,0.041
"P05","7",0.084,0.044,0.053,0.056
"P05","8",0.044,0.031,0.032,0.043
"P05","9",0.137,0.222,0.198,0.158
"P06","1",0.236,0.283,0.288,0.279
"P06","2",0.055,0.064,0.076,0.056
"P06","3",0.05,0.047,0.042,0.034
"P06","4",0.043,0.054,0.034,0.05
"P06","5",0.184,0.161,0.162,0.165
"P06","6",0.053,0.038,0.035,0.039
"P06","7",0.067,0.032,0.039,0.041
"P06","8",0.063,0.05,0.059,0.073
"P06","9",0.249,0.271,0.265,0.263
"P07","1",0.386,0.288,0.306,0.304
"P07","2",0.052,0.055,0.039,0.024
"P07","3",0.03,0.044,0.039,0.024
"P07","4",0.028,0.019,0.015,0.017
"P07","5",0.117,0.099,0.097,0.097
"P07","6",0.025,0.024,0.017,0.028
"P07","7",0.049,0.026,0.033,0.034
"P07","8",0.035,0.028,0.033,0.039
"P07","9",0.278,0.417,0.421,0.433
"P09","Del Frente de Todos y el peronismo",0.33,0.304,0.256,0.314
"P09","De Juntos por el cambio",0.306,0.258,0.284,0.449
"P09","De los Liberales libertarios",0.211,0.168,0.19,0.088
"P09","De la Izquierda",0.028,0.052,0.037,0.02
"P09","No sabe",0.125,0.218,0.233,0.129
"P10","A Alberto Fernández",0.11,0.365,0.293,0.144
"P10","A Sergio Massa",0.217,0.175,0.257,0.217
"P10","A algún candidato del peronismo",0.161,0.162,0.162,0.148
"P10","A algún candidato del kirchnerismo",0.512,0.298,0.288,0.491
"P11","A Alberto Fernández",0.08,0.304,0.184,0.092
"P11","A Sergio Massa",0.143,0.09,0.186,0.119
"P11","A algún candidato del peronismo",0.123,0.161,0.222,0.092
"P11","A Cristina Fernández de Kirchner",0.654,0.445,0.408,0.697
"P12","A Horacio Rodriguez Larreta",0.247,0.244,0.234,0.168
"P12","A Mauricio Macri",0.311,0.309,0.35,0.362
"P12","A Patricia Bullrich",0.304,0.376,0.304,0.38
"P12","A Facundo Manes",0.089,0.046,0.063,0.054
"P12","A Gerardo Morales",0.049,0.025,0.049,0.036
"P13","Seguro lo votaria",0.169,0.293,0.236,0.138
"P13","Quizás lo votaría",0.374,0.38,0.366,0.318
"P13","Nunca lo votaría",0.457,0.327,0.398,0.544
"P14","Lo votaría",0.194,0.227,0.245,0.309
"P14","Puede que lo vote",0.203,0.182,0.173,0.163
"P14","Nunca lo votaría",0.528,0.477,0.466,0.449
"P14","No sabe",0.075,0.114,0.116,0.079
"P15","Lo votaría",0.125,0.136,0.116,0.129
"P15","Puede que lo vote",0.234,0.223,0.202,0.169
"P15","Nunca lo votaría",0.577,0.541,0.575,0.633
"P15","No sabe",0.064,0.1,0.107,0.069
"P16","Lo votaría",0.09,0.15,0.177,0.102
"P16","Puede que lo vote",0.193,0.15,0.121,0.139
"P16","Nunca lo votaría",0.656,0.609,0.603,0.69
"P16","No sabe",0.061,0.091,0.099,0.069
"P17","La votaría",0.272,0.281,0.276,0.251
"P17","Puede que la vote",0.084,0.101,0.099,0.044
"P17","Nunca la votaría",0.608,0.567,0.571,0.666
"P17","No sabe",0.036,0.051,0.054,0.039
"P18","Lo votaría",0.15,0.14,0.141,0.181
"P18","Puede que lo vote",0.221,0.196,0.204,0.293
"P18","Nunca lo votaría",0.572,0.553,0.55,0.45
"P18","No sabe",0.057,0.111,0.105,0.076
"P19","Lo votaría",0.074,0.062,0.069,0.068
"P19","Puede que lo vote",0.219,0.167,0.162,0.226
"P19","Nunca lo votaría",0.593,0.591,0.575,0.569
"P19","No sabe",0.114,0.18,0.194,0.137
"P20","La votaría",0.244,0.241,0.267,0.334
"P20","Puede que la vote",0.217,0.184,0.153,0.172
"P20","Nunca la votaría",0.482,0.483,0.47,0.428
"P20","No sabe",0.057,0.092,0.11,0.066
"P21","Lo votaría",0.225,0.253,0.26,0.113
"P21","Puede que lo vote",0.197,0.192,0.172,0.188
"P21","Nunca lo votaría",0.531,0.463,0.46,0.638
"P21","No sabe",0.047,0.092,0.108,0.061
"P22","La votaría",0.116,0.133,0.138,0.147
"P22","Puede que la vote",0.243,0.194,0.172,0.257
"P22","Nunca la votaría",0.577,0.555,0.551,0.496
"P22","No sabe",0.064,0.118,0.139,0.1
"P23","Lo votaría",0.068,0.08,0.066,0.078
"P23","Puede que lo vote",0.209,0.16,0.17,0.196
"P23","Nunca lo votaría",0.657,0.677,0.67,0.665
"P23","No sabe",0.066,0.083,0.094,0.061
"P24","Lo votaría",0.049,0.027,0.058,0.056
"P24","Puede que lo vote",0.144,0.146,0.133,0.214
"P24","Nunca lo votaría",0.707,0.674,0.66,0.636
"P24","No sabe",0.1,0.153,0.149,0.094
"P26","Cristina Fernández de Kirchner por el Frente de Todos",0.292,0.271,0.254,0.282
"P26","Alberto Fernández por el Frente de Todos",0.025,0.065,0.058,0.025
"P26","Mauricio Macri por Juntos por el cambio",0.124,0.128,0.144,0.201
"P26","Horacio Rodríguez Larreta por Juntos por el Cambio",0.102,0.082,0.081,0.09
"P26","Patricia Bullrich por Juntos por el Cambio",0.143,0.146,0.118,0.21
"P26","Facundo Manes por Juntos por el Cambio",0.041,0.045,0.041,0.039
"P26","Javier Milei por los liberales libertarios",0.203,0.191,0.193,0.062
"P26","Nicolás del Caño por la izquierda",0.023,0.012,0.004,0.017
"P26","Aún no lo tengo decidido",0.047,0.06,0.107,0.074
"P27","Horacio Rodríguez Larreta por Juntos por el Cambio",0.127,0.098,0.131,0.139
"P27","Patricia Bullrich por Juntos por el Cambio",0.21,0.219,0.201,0.373
"P27","Facundo Manes por Juntos por el Cambio",0.037,0.036,0.049,0.033
"P27","Alberto Fernández por el Frente de Todos",0.075,0.155,0.128,0.071
"P27","Sergio Massa por el Frente de Todos",0.195,0.123,0.115,0.181
"P27","Javier Milei por los liberales libertarios",0.211,0.215,0.205,0.064
"P27","Nicolás del Caño por la izquierda",0.031,0.031,0.024,0.026
"P27","Otros candidatos",0.058,0.044,0.058,0.045
"P27","Aún no lo tengo decidido",0.056,0.079,0.089,0.068
"P28","Cristina Fernández de Kirchner por el Frente de Todos",0.311,0.317,0.283,0.314
"P28","Mauricio Macri por Juntos por el Cambio",0.231,0.196,0.266,0.392
"P28","Javier Milei por los liberales libertarios",0.269,0.275,0.249,0.091
"P28","Nicolás del Caño por la izquierda",0.03,0.027,0.027,0.022
"P28","Otro candidato",0.087,0.065,0.067,0.094
"P28","Aún no lo tengo decidido",0.072,0.12,0.108,0.087
"P30","Horacio Rodríguez Larreta por Juntos por el Cambio",0.255,0.159,0.224,0.355
"P30","Alberto Fernández por el Frente de Todos",0.184,0.223,0.212,0.186
"P30","Javier Milei por los liberales libertarios",0.292,0.329,0.279,0.127
"P30","Nicolás del Caño por la izquierda",0.037,0.044,0.015,0.029
"P30","Otro candidato",0.134,0.115,0.124,0.133
"P30","Aún no lo tengo decidido",0.098,0.13,0.146,0.17
"P32","Sergio Massa presidente por el Frente de Todos",0.244,0.2,0.186,0.257
"P32","Patricia Bullrich por Juntos por el Cambio",0.301,0.247,0.295,0.456
"P32","Javier Milei por los liberales libertarios",0.234,0.271,0.215,0.076
"P32","Nicolás del Caño por la izquierda",0.038,0.053,0.019,0.022
"P32","Otro candidato",0.11,0.11,0.128,0.09
"P32","Aún no lo tengo decidido",0.073,0.119,0.157,0.099
"P34","Sergio Massa presidente por el Frente de Todos",0.24,0.222,0.221,0.261
"P34","Horacio Rodríguez Larreta por Juntos por el Cambio",0.233,0.195,0.231,0.366
"P34","Javier Milei por los liberales libertarios",0.299,0.297,0.289,0.113
"P34","Nicolás del Caño por la izquierda",0.03,0.03,0.018,0.023
"P34","Otro candidato",0.131,0.12,0.099,0.13
"P34","Aún no lo tengo decidido",0.067,0.136,0.142,0.107
"P36","Cristina Fernández de Kirchner por el Frente de Todos",0.3,0.336,0.302,0.333
"P36","Horacio Rodríguez Larreta por Juntos por el Cambio",0.243,0.169,0.23,0.342
"P36","Javier Milei por los liberales libertarios",0.308,0.311,0.273,0.119
"P36","Nicolás del Caño por la izquierda",0.022,0.032,0.012,0.018
"P36","Otro candidato",0.079,0.075,0.108,0.105
"P36","Aún no lo tengo decidido",0.048,0.077,0.075,0.083
"P37","Sergio Massa presidente por el Frente de Todos",0.275,0.211,0.2,0.267
"P37","Mauricio Macri por Juntos por el Cambio",0.243,0.221,0.309,0.415
"P37","Javier Milei por los liberales libertarios",0.276,0.311,0.247,0.104
"P37","Nicolás del Caño por la izquierda",0.035,0.024,0.006,0.025
"P37","Otro candidato",0.115,0.115,0.127,0.103
"P37","Aún no lo tengo decidido",0.056,0.118,0.111,0.086
"P38","Alberto Fernández por el Frente de Todos",0.216,0.238,0.243,0.205
"P38","Mauricio Macri por Juntos por el Cambio",0.256,0.228,0.307,0.442
"P38","Javier Milei por los liberales libertarios",0.276,0.277,0.228,0.091
"P38","Nicolás del Caño por la izquierda",0.039,0.041,0.017,0.021
"P38","Otro candidato",0.149,0.101,0.124,0.124
"P38","Aún no lo tengo decidido",0.064,0.115,0.081,0.117
"P39","Cristina Fernández de Kirchner por el Frente de Todos",0.351,0.359,0.316,0.343
"P39","Mauricio Macri por Juntos por el Cambio",0.418,0.379,0.514,0.51
"P39","No sabe",0.231,0.262,0.17,0.147
"P40","Alberto Fernández por el Frente de Todos",0.282,0.261,0.282,0.285
"P40","Horacio Rodríguez Larreta por Juntos por el Cambio",0.391,0.376,0.426,0.491
"P40","No sabe",0.327,0.363,0.292,0.224
"P41","Sergio Massa presidente por el Frente de Todos",0.325,0.278,0.237,0.292
"P41","Patricia Bullrich por Juntos por el Cambio",0.473,0.451,0.526,0.534
"P41","No sabe",0.202,0.271,0.237,0.174
"P42","Sergio Massa presidente por el Frente de Todos",0.333,0.285,0.222,0.307
"P42","Mauricio Macri por Juntos por el Cambio",0.451,0.442,0.545,0.541
"P42","No sabe",0.216,0.273,0.233,0.152
"P43","Sergio Massa presidente por el Frente de Todos",0.321,0.279,0.183,0.315
"P43","Javier Milei por los liberales libertarios",0.434,0.457,0.473,0.297
"P43","No sabe",0.245,0.264,0.344,0.388
"P44","Horacio Rodríguez Larreta por Juntos por el Cambio",0.263,0.212,0.261,0.377
"P44","Javier Milei por los liberales libertarios",0.368,0.392,0.359,0.168
"P44","No sabe",0.369,0.396,0.38,0.455
"P45","Muy buena",0.052,0.041,0.073,0.06
"P45","Buena",0.133,0.143,0.114,0.13
"P45","Ni buena ni mala",0.17,0.192,0.19,0.213
"P45","Mala",0.124,0.106,0.079,0.13
"P45","Muy mala",0.515,0.489,0.53,0.46
"P45","No sabe",0.006,0.029,0.014,0.007
"P46","Muy buena",0.037,0.045,0.132,0.038
"P46","Buena",0.111,0.074,0.091,0.148
"P46","Ni buena ni mala",0.167,0.218,0.157,0.159
"P46","Mala",0.113,0.105,0.093,0.136
"P46","Muy mala",0.565,0.529,0.526,0.513
"P46","No sabe",0.007,0.029,0.001,0.006
"P47","Muy buena",0.261,0.184,0.228,0.222
"P47","Buena",0.037,0.096,0.075,0.081
"P47","Ni buena ni mala",0.064,0.071,0.076,0.047
"P47","Mala",0.049,0.095,0.062,0.067
"P47","Muy mala",0.584,0.545,0.558,0.577
"P47","No sabe",0.005,0.009,0.001,0.006
"P48","Muy buena",0.147,0.162,0.173,0.24
"P48","Buena",0.178,0.14,0.183,0.226
"P48","Ni buena ni mala",0.157,0.174,0.213,0.103
"P48","Mala",0.142,0.166,0.154,0.105
"P48","Muy mala",0.374,0.337,0.277,0.318
"P48","No sabe",0.002,0.021,0,0.008
"P49","Muy buena",0.099,0.128,0.107,0.185
"P49","Buena",0.198,0.151,0.203,0.267
"P49","Ni buena ni mala",0.194,0.234,0.238,0.184
"P49","Mala",0.158,0.194,0.18,0.099
"P49","Muy mala",0.341,0.262,0.236,0.255
"P49","No sabe",0.01,0.031,0.036,0.01
"P50","Muy buena",0.067,0.069,0.077,0.095
"P50","Buena",0.149,0.15,0.106,0.185
"P50","Ni buena ni mala",0.185,0.18,0.228,0.167
"P50","Mala",0.128,0.182,0.111,0.157
"P50","Muy mala",0.463,0.39,0.437,0.388
"P50","No sabe",0.008,0.029,0.041,0.008
"P51","Muy buena",0.242,0.258,0.275,0.34
"P51","Buena",0.194,0.157,0.205,0.176
"P51","Ni buena ni mala",0.139,0.125,0.184,0.086
"P51","Mala",0.082,0.085,0.087,0.086
"P51","Muy mala",0.34,0.346,0.226,0.287
"P51","No sabe",0.003,0.029,0.023,0.025
"P52","Muy buena",0.222,0.26,0.21,0.086
"P52","Buena",0.144,0.158,0.159,0.143
"P52","Ni buena ni mala",0.179,0.173,0.257,0.273
"P52","Mala",0.11,0.088,0.13,0.161
"P52","Muy mala",0.34,0.272,0.229,0.319
"P52","No sabe",0.005,0.049,0.015,0.018
"P53","Muy buena",0.124,0.152,0.177,0.204
"P53","Buena",0.181,0.174,0.177,0.215
"P53","Ni buena ni mala",0.192,0.205,0.236,0.198
"P53","Mala",0.124,0.141,0.099,0.118
"P53","Muy mala",0.373,0.299,0.284,0.256
"P53","No sabe",0.006,0.029,0.027,0.009
"P54","Muy buena",0.074,0.057,0.054,0.1
"P54","Buena",0.154,0.124,0.118,0.164
"P54","Ni buena ni mala",0.176,0.24,0.214,0.204
"P54","Mala",0.112,0.169,0.154,0.158
"P54","Muy mala",0.478,0.371,0.447,0.365
"P54","No sabe",0.006,0.039,0.013,0.009
"P55","Muy buena",0.071,0.045,0.062,0.071
"P55","Buena",0.144,0.116,0.126,0.182
"P55","Ni buena ni mala",0.324,0.326,0.302,0.343
"P55","Mala",0.168,0.172,0.137,0.178
"P55","Muy mala",0.246,0.226,0.272,0.178
"P55","No sabe",0.047,0.115,0.101,0.048
"P57","Siempre",0.318,0.299,0.289,0.325
"P57","Casi siempre",0.378,0.338,0.419,0.424
"P57","Casi nunca",0.222,0.243,0.188,0.174
"P57","Nunca, pero esta es una excepción",0.082,0.12,0.104,0.077
"P58","Si",0.657,0.605,0.58,0.509
"P58","No",0.343,0.395,0.42,0.491
