"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Centro","Norte","Sur","Buenos Aires","Fernandez","Macri","Lavagna"
"Horacio Rodríguez Larreta por Juntos por el Cambio",0.245,0.219,0.272,0.162,0.219,0.279,0.367,0.235,0.239,0.264,0.261,0.199,0.243,0.253,0.091,0.428,0.237
"Alberto Fernández por el Frente de Todos",0.199,0.17,0.229,0.159,0.236,0.2,0.169,0.25,0.189,0.159,0.195,0.2,0.12,0.215,0.436,0.052,0.047
"Javier Milei por los liberales libertarios",0.268,0.367,0.166,0.475,0.243,0.202,0.133,0.22,0.298,0.278,0.273,0.322,0.315,0.232,0.107,0.324,0.213
"Nicolás del Caño por la izquierda",0.033,0.033,0.033,0.039,0.038,0.025,0.025,0.028,0.034,0.037,0.03,0.034,0.016,0.037,0.04,0.007,0.013
"Otro candidato",0.127,0.114,0.141,0.088,0.132,0.158,0.129,0.09,0.133,0.158,0.124,0.089,0.158,0.142,0.149,0.104,0.269
"Aún no lo tengo decidido",0.128,0.097,0.159,0.077,0.132,0.136,0.177,0.177,0.107,0.104,0.117,0.156,0.148,0.121,0.177,0.085,0.221
