"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Centro","Norte","Sur","Buenos Aires","Fernandez","Macri","Lavagna"
"A Alberto Fernández",0.206,0.174,0.238,0.286,0.212,0.154,0.161,0.293,0.219,0.092,0.2,0.24,0.219,0.193,0.185,0.299,0.116
"A Sergio Massa",0.214,0.242,0.185,0.192,0.211,0.23,0.225,0.214,0.235,0.183,0.181,0.261,0.192,0.219,0.201,0.209,0.365
"A algún candidato del peronismo",0.159,0.165,0.154,0.131,0.171,0.168,0.157,0.173,0.149,0.158,0.191,0.149,0.14,0.142,0.143,0.26,0.401
"A algún candidato del kirchnerismo",0.421,0.419,0.423,0.391,0.406,0.448,0.457,0.32,0.397,0.567,0.428,0.35,0.449,0.446,0.471,0.232,0.118
