"var","categoria","La votaría","Puede que la vote","Nunca la votaría","No sabe"
"P04","Tengo trabajo estable",0.354,0.439,0.414,0.259
"P04","Realizo changas o trabajos de vez en cuando",0.244,0.209,0.238,0.287
"P04","No tengo trabajo",0.208,0.153,0.195,0.279
"P04","Soy jubilado o pensionado",0.194,0.199,0.153,0.175
"P05","1",0.407,0.364,0.258,0.284
"P05","2",0.089,0.085,0.077,0.042
"P05","3",0.069,0.082,0.048,0.093
"P05","4",0.071,0.091,0.058,0.072
"P05","5",0.184,0.191,0.164,0.223
"P05","6",0.034,0.038,0.043,0.047
"P05","7",0.024,0.041,0.102,0.022
"P05","8",0.015,0.019,0.055,0.037
"P05","9",0.107,0.089,0.195,0.18
"P06","1",0.206,0.157,0.307,0.266
"P06","2",0.049,0.048,0.066,0.041
"P06","3",0.028,0.031,0.058,0.058
"P06","4",0.032,0.051,0.049,0.07
"P06","5",0.171,0.199,0.157,0.227
"P06","6",0.044,0.06,0.041,0.021
"P06","7",0.055,0.075,0.047,0.032
"P06","8",0.084,0.091,0.048,0.052
"P06","9",0.331,0.288,0.227,0.233
"P07","1",0.233,0.183,0.399,0.313
"P07","2",0.042,0.044,0.042,0.051
"P07","3",0.032,0.031,0.046,0.023
"P07","4",0.017,0.031,0.018,0.022
"P07","5",0.13,0.121,0.095,0.139
"P07","6",0.018,0.042,0.023,0.025
"P07","7",0.048,0.071,0.03,0.042
"P07","8",0.045,0.048,0.029,0.029
"P07","9",0.435,0.429,0.318,0.356
"P09","Del Frente de Todos y el peronismo",0.085,0.079,0.449,0.188
"P09","De Juntos por el cambio",0.616,0.559,0.179,0.168
"P09","De los Liberales libertarios",0.197,0.248,0.182,0.13
"P09","De la Izquierda",0.023,0.017,0.039,0.041
"P09","No sabe",0.079,0.097,0.151,0.473
"P10","A Alberto Fernández",0.286,0.33,0.184,0.173
"P10","A Sergio Massa",0.354,0.266,0.205,0.275
"P10","A algún candidato del peronismo",0.219,0.311,0.128,0.282
"P10","A algún candidato del kirchnerismo",0.141,0.093,0.483,0.27
"P11","A Alberto Fernández",0.263,0.31,0.121,0.203
"P11","A Sergio Massa",0.236,0.187,0.13,0.126
"P11","A algún candidato del peronismo",0.311,0.379,0.111,0.288
"P11","A Cristina Fernández de Kirchner",0.19,0.124,0.638,0.383
"P12","A Horacio Rodriguez Larreta",0.282,0.223,0.201,0.202
"P12","A Mauricio Macri",0.291,0.353,0.313,0.332
"P12","A Patricia Bullrich",0.358,0.361,0.293,0.345
"P12","A Facundo Manes",0.045,0.046,0.12,0.064
"P12","A Gerardo Morales",0.024,0.017,0.073,0.057
"P13","Seguro lo votaria",0.258,0.149,0.197,0.226
"P13","Quizás lo votaría",0.341,0.451,0.248,0.403
"P13","Nunca lo votaría",0.401,0.4,0.555,0.371
"P14","Lo votaría",0.544,0.371,0.122,0.147
"P14","Puede que lo vote",0.26,0.321,0.12,0.159
"P14","Nunca lo votaría",0.145,0.241,0.699,0.366
"P14","No sabe",0.051,0.067,0.059,0.328
"P15","Lo votaría",0.103,0.057,0.15,0.087
"P15","Puede que lo vote",0.093,0.129,0.28,0.194
"P15","Nunca lo votaría",0.764,0.763,0.511,0.398
"P15","No sabe",0.04,0.051,0.059,0.321
"P16","Lo votaría",0.074,0.035,0.157,0.114
"P16","Puede que lo vote",0.031,0.066,0.232,0.119
"P16","Nunca lo votaría",0.869,0.879,0.547,0.441
"P16","No sabe",0.026,0.02,0.064,0.326
"P17","La votaría",0.087,0.045,0.406,0.189
"P17","Puede que la vote",0.029,0.058,0.102,0.097
"P17","Nunca la votaría",0.875,0.886,0.465,0.494
"P17","No sabe",0.009,0.011,0.027,0.22
"P18","Lo votaría",0.425,0.182,0.09,0.061
"P18","Puede que lo vote",0.287,0.463,0.119,0.189
"P18","Nunca lo votaría",0.258,0.304,0.753,0.306
"P18","No sabe",0.03,0.051,0.038,0.444
"P19","Lo votaría",0.166,0.1,0.037,0.049
"P19","Puede que lo vote",0.289,0.317,0.141,0.128
"P19","Nunca lo votaría",0.433,0.514,0.712,0.231
"P19","No sabe",0.112,0.069,0.11,0.592
"P20","La votaría",0.581,0.443,0.138,0.157
"P20","Puede que la vote",0.208,0.347,0.129,0.153
"P20","Nunca la votaría",0.166,0.18,0.695,0.251
"P20","No sabe",0.045,0.03,0.038,0.439
"P21","Lo votaría",0.423,0.25,0.177,0.134
"P21","Puede que lo vote",0.259,0.413,0.096,0.136
"P21","Nunca lo votaría",0.266,0.308,0.701,0.297
"P21","No sabe",0.052,0.029,0.026,0.433
"P23","Lo votaría",0.126,0.015,0.087,0.044
"P23","Puede que lo vote",0.058,0.196,0.226,0.123
"P23","Nunca lo votaría",0.79,0.77,0.641,0.396
"P23","No sabe",0.026,0.019,0.046,0.437
"P24","Lo votaría",0.132,0.051,0.028,0.029
"P24","Puede que lo vote",0.214,0.274,0.101,0.105
"P24","Nunca lo votaría",0.575,0.594,0.798,0.316
"P24","No sabe",0.079,0.081,0.073,0.55
"P26","Cristina Fernández de Kirchner por el Frente de Todos",0.041,0.025,0.443,0.202
"P26","Alberto Fernández por el Frente de Todos",0.011,0.016,0.057,0.049
"P26","Mauricio Macri por Juntos por el cambio",0.3,0.236,0.071,0.125
"P26","Horacio Rodríguez Larreta por Juntos por el Cambio",0.189,0.14,0.055,0.043
"P26","Patricia Bullrich por Juntos por el Cambio",0.238,0.256,0.09,0.138
"P26","Facundo Manes por Juntos por el Cambio",0.026,0.064,0.031,0.082
"P26","Javier Milei por los liberales libertarios",0.15,0.21,0.169,0.141
"P26","Nicolás del Caño por la izquierda",0.007,0.01,0.02,0.018
"P26","Aún no lo tengo decidido",0.038,0.043,0.064,0.202
"P27","Horacio Rodríguez Larreta por Juntos por el Cambio",0.299,0.173,0.064,0.098
"P27","Patricia Bullrich por Juntos por el Cambio",0.383,0.439,0.13,0.205
"P27","Facundo Manes por Juntos por el Cambio",0.041,0.049,0.031,0.057
"P27","Alberto Fernández por el Frente de Todos",0.014,0.018,0.154,0.143
"P27","Sergio Massa por el Frente de Todos",0.022,0.023,0.257,0.089
"P27","Javier Milei por los liberales libertarios",0.188,0.215,0.176,0.155
"P27","Nicolás del Caño por la izquierda",0.006,0.018,0.04,0.02
"P27","Otros candidatos",0.035,0.029,0.062,0.081
"P27","Aún no lo tengo decidido",0.012,0.036,0.086,0.152
"P28","Cristina Fernández de Kirchner por el Frente de Todos",0.066,0.037,0.486,0.23
"P28","Mauricio Macri por Juntos por el Cambio",0.547,0.473,0.121,0.136
"P28","Javier Milei por los liberales libertarios",0.233,0.295,0.21,0.235
