"var","categoria","Mejor","Igual","Peor","No sabe"
"P09","Toloza Paz",0.867,0.4,0.081,0.387
"P09","Diego Santilli",0.01,0.136,0.43,0.222
"P09","Facundo Manes",0.011,0.06,0.114,0.007
"P09","Florencio Randazzo",0.019,0.063,0.061,0.046
"P09","A los candidatos de la izquierda",0.043,0.028,0.036,0.006
"P09","Jose Luis Espert",0.003,0.053,0.119,0.003
"P09","Otros candidatos",0.02,0.106,0.075,0.25
"P09","Votaría en blanco o anularía",0.027,0.154,0.084,0.079
