"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","Centro","Norte","Sur","Buenos Aires"
"Sergio Massa a Presidente y Agustín Rossi a Vicepresidente por Unión por la Patria",0.316,0.301,0.33,0.269,0.317,0.349,0.313,0.348,0.3,0.309,0.659,0.088,0.132,0.279,0.281,0.38,0.353
"Horacio Rodríguez Larreta a Presidente y Gerardo Morales a Vicepresidente por Juntos por el Cambio",0.294,0.267,0.319,0.21,0.229,0.334,0.447,0.281,0.296,0.302,0.083,0.505,0.298,0.293,0.291,0.222,0.306
"Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.229,0.291,0.172,0.372,0.284,0.163,0.078,0.207,0.244,0.229,0.12,0.271,0.26,0.24,0.273,0.249,0.198
"Myriam Bregman a Presidente y Nicolás del Caño a Vicepresidente por el Frente de Izquierda",0.02,0.015,0.025,0.018,0.025,0.015,0.021,0.012,0.019,0.03,0.026,0.008,0.043,0.022,0.007,0.027,0.024
"Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro Pais",0.036,0.035,0.036,0.032,0.043,0.029,0.034,0.036,0.038,0.033,0.03,0.031,0.112,0.059,0.042,0.011,0.018
"Otros",0.04,0.036,0.043,0.03,0.045,0.039,0.037,0.045,0.04,0.035,0.033,0.038,0.063,0.046,0.037,0.053,0.034
"En blanco",0.022,0.02,0.025,0.021,0.016,0.027,0.03,0.027,0.02,0.021,0.016,0.025,0.02,0.02,0.033,0.017,0.02
"No sabe",0.043,0.035,0.05,0.048,0.041,0.044,0.04,0.044,0.043,0.041,0.033,0.034,0.072,0.041,0.036,0.041,0.047
