"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","Centro","Norte","Sur","Buenos Aires"
"Unión por la Patria",0.292,0.294,0.291,0.255,0.275,0.331,0.317,0.285,0.285,0.308,0.507,0.183,0.108,0.279,0.233,0.326,0.323
"Juntos por el Cambio",0.342,0.323,0.36,0.236,0.311,0.382,0.463,0.321,0.334,0.371,0.205,0.548,0.223,0.361,0.343,0.25,0.339
"Liberales",0.148,0.2,0.099,0.243,0.172,0.106,0.053,0.142,0.145,0.155,0.078,0.161,0.317,0.145,0.167,0.181,0.137
"Izquierda",0.03,0.028,0.032,0.044,0.031,0.023,0.023,0.03,0.029,0.031,0.026,0.012,0.025,0.03,0.03,0.029,0.03
"Otro",0.054,0.051,0.056,0.064,0.064,0.041,0.039,0.061,0.054,0.048,0.054,0.031,0.115,0.064,0.053,0.05,0.047
"No sabe",0.134,0.104,0.162,0.158,0.147,0.117,0.105,0.161,0.153,0.087,0.13,0.065,0.212,0.121,0.174,0.164,0.124
