"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","Centro","Norte","Sur","Buenos Aires"
"Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.388,0.348,0.424,0.295,0.341,0.427,0.507,0.345,0.402,0.406,0.174,0.601,0.312,0.396,0.362,0.345,0.398
"Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.23,0.295,0.171,0.393,0.269,0.165,0.105,0.242,0.242,0.207,0.14,0.256,0.29,0.235,0.284,0.246,0.202
"En blanco",0.251,0.247,0.254,0.246,0.254,0.273,0.218,0.24,0.218,0.296,0.483,0.083,0.241,0.247,0.203,0.285,0.269
"No sabe",0.131,0.11,0.151,0.066,0.136,0.135,0.17,0.173,0.138,0.091,0.203,0.06,0.157,0.122,0.151,0.124,0.131
