"var","categoria","Totalmente seguro","Bastante seguro","Algo seguro","Para nada seguro"
"P43","No sabe",0.032,0.052,0.119,0.132
"P44","Lo votaría",0.236,0.277,0.145,0.147
"P44","Puede que lo vote",0.105,0.121,0.111,0.088
"P44","Nunca lo votaría",0.619,0.548,0.644,0.624
"P44","No sabe",0.04,0.054,0.1,0.141
"P45","Lo votaría",0.371,0.376,0.301,0.29
"P45","Puede que lo vote",0.129,0.161,0.229,0.105
"P45","Nunca lo votaría",0.475,0.418,0.386,0.466
"P45","No sabe",0.025,0.045,0.084,0.139
"P46","Lo votaría",0.28,0.3,0.286,0.295
"P46","Puede que lo vote",0.169,0.219,0.284,0.202
"P46","Nunca lo votaría",0.517,0.416,0.353,0.361
"P46","No sabe",0.034,0.065,0.077,0.142
"P47","Lo votaría",0.272,0.18,0.246,0.203
"P47","Puede que lo vote",0.155,0.175,0.216,0.153
"P47","Nunca lo votaría",0.546,0.589,0.465,0.525
"P47","No sabe",0.027,0.056,0.073,0.119
"P48","Lo votaría",0.078,0.064,0.055,0.038
"P48","Puede que lo vote",0.157,0.206,0.166,0.134
"P48","Nunca lo votaría",0.719,0.67,0.692,0.687
"P48","No sabe",0.046,0.06,0.087,0.141
"P49","Lo votaría",0.063,0.093,0.071,0.072
"P49","Puede que lo vote",0.187,0.246,0.249,0.163
"P49","Nunca lo votaría",0.696,0.57,0.579,0.6
"P49","No sabe",0.054,0.091,0.101,0.165
"P60","Si",0.525,0.509,0.452,0.367
"P60","No",0.475,0.491,0.548,0.633
