"var","categoria","Totalmente seguro","Bastante seguro","Algo seguro","Para nada seguro"
"P06","Mucho",0.473,0.306,0.266,0.224
"P06","Bastante",0.291,0.39,0.344,0.218
"P06","Poco",0.183,0.249,0.323,0.349
"P06","Nada",0.044,0.038,0.045,0.154
"P06","No sabe",0.009,0.017,0.022,0.055
"P07","Siempre",0.296,0.176,0.141,0.179
"P07","Casi siempre",0.391,0.489,0.426,0.356
"P07","Casi nunca",0.232,0.253,0.319,0.303
"P07","Nunca, pero esta es una excepción",0.081,0.082,0.114,0.162
"P08","Tiene Decidido que va a ir a votar",0.903,0.807,0.755,0.647
"P08","Tiene dudas sobre si va a ir a  votar",0.062,0.135,0.193,0.214
"P08","Tiene Decidido que no va a ir a votar",0.035,0.058,0.052,0.139
"P10","Unión por la Patria",0.357,0.315,0.181,0.149
"P10","Juntos por el Cambio",0.359,0.408,0.339,0.238
"P10","Liberales",0.175,0.109,0.143,0.067
"P10","Izquierda",0.021,0.024,0.046,0.046
"P10","Otro",0.047,0.065,0.067,0.066
"P10","No sabe",0.041,0.079,0.224,0.434
"P11","Sergio Massa a Presidente y Agustín Rossi a Vicepresidente por Unión por la Patria",0.283,0.294,0.137,0.13
"P11","Juan Grabois a Presidente y Paula Abal Medina a Vicepresidente por Unión por la Patria",0.072,0.102,0.093,0.036
"P11","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.269,0.228,0.26,0.172
"P11","Horacio Rodríguez Larreta a Presidente y Gerardo Morales a Vicepresidente por Juntos por el Cambio",0.095,0.175,0.151,0.109
"P11","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.216,0.115,0.204,0.077
"P11","Myriam Bregman a Presidente y Nicolas del Caño a Vicepresidente por el Frente de Izquierda",0.012,0.013,0.016,0.034
"P11","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro Pais",0.018,0.024,0.036,0.032
"P11","Otros",0.022,0.029,0.044,0.073
"P11","En blanco",0.009,0.008,0.02,0.072
"P11","No sabe",0.004,0.012,0.039,0.265
"P23","Sergio Massa a Presidente y Agustín Rossi a Vicepresidente por Unión por la Patria",0.229,0.281,0.15,0.17
"P23","Juan Grabois a Presidente y Paula Abal Medina a Vicepresidente por Unión por la Patria",0.097,0.112,0.067,0.04
"P23","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.278,0.203,0.221,0.199
"P23","Horacio Rodríguez Larreta a Presidente y Gerardo Morales a Vicepresidente por Juntos por el Cambio",0.118,0.2,0.182,0.164
"P23","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.186,0.101,0.228,0.091
"P23","Myriam Bregman a Presidente y Nicolas del Caño a Vicepresidente por el Frente de Izquierda",0.015,0.019,0.018,0.025
"P23","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro Pais",0.016,0.018,0.037,0.022
"P23","Otros",0.026,0.041,0.029,0.072
"P23","En blanco",0.019,0.014,0.013,0.046
"P23","No sabe",0.016,0.011,0.055,0.171
"P30","Sergio Massa a Presidente y Agustín Rossi a Vicepresidente por Unión por la Patria",0.324,0.36,0.217,0.217
"P30","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.328,0.323,0.332,0.311
"P30","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.224,0.143,0.236,0.081
"P30","Myriam Bregman a Presidente y Nicolás del Caño a Vicepresidente por el Frente de Izquierda",0.02,0.029,0.051,0.032
"P30","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro Pais",0.026,0.044,0.063,0.031
"P30","Otros",0.041,0.051,0.033,0.074
"P30","En blanco",0.014,0.015,0.019,0.076
"P30","No sabe",0.023,0.035,0.049,0.178
"P31","Sergio Massa a Presidente y Agustín Rossi a Vicepresidente por Unión por la Patria",0.335,0.362,0.21,0.225
"P31","Horacio Rodríguez Larreta a Presidente y Gerardo Morales a Vicepresidente por Juntos por el Cambio",0.284,0.319,0.322,0.289
"P31","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.253,0.162,0.273,0.113
"P31","Myriam Bregman a Presidente y Nicolás del Caño a Vicepresidente por el Frente de Izquierda",0.018,0.021,0.03,0.024
"P31","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro Pais",0.028,0.049,0.056,0.047
"P31","Otros",0.035,0.041,0.046,0.065
"P31","En blanco",0.023,0.014,0.017,0.038
"P31","No sabe",0.024,0.032,0.046,0.199
"P36","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Unión por la Patria",0.368,0.432,0.272,0.272
"P36","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.452,0.447,0.49,0.361
"P36","En blanco",0.109,0.076,0.123,0.136
"P36","No sabe",0.071,0.045,0.115,0.231
"P37","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.383,0.429,0.369,0.365
"P37","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.253,0.158,0.271,0.144
"P37","En blanco",0.265,0.249,0.195,0.215
"P37","No sabe",0.099,0.164,0.165,0.276
"P38","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Unión por la Patria",0.363,0.414,0.269,0.249
"P38","Horacio Rodríguez Larreta  a Presidente y Gerardo Morales a Vicepresidente por Juntos por el Cambio",0.377,0.419,0.448,0.335
"P38","En blanco",0.164,0.087,0.118,0.162
"P38","No sabe",0.096,0.08,0.165,0.254
"P39","Horacio Rodríguez Larreta  a Presidente y Gerardo Morales a Vicepresidente por Juntos por el Cambio",0.345,0.422,0.349,0.381
"P39","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.294,0.186,0.335,0.151
"P39","En blanco",0.243,0.219,0.156,0.201
"P39","No sabe",0.118,0.173,0.16,0.267
"P40","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Unión por la Patria",0.368,0.426,0.272,0.302
"P40","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.368,0.281,0.412,0.216
"P40","En blanco",0.156,0.142,0.151,0.179
"P40","No sabe",0.108,0.151,0.165,0.303
"P43","Lo votaría",0.338,0.367,0.194,0.259
"P43","Puede que lo vote",0.086,0.085,0.203,0.153
"P43","Nunca lo votaría",0.544,0.496,0.484,0.456
