"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","Centro","Norte","Sur","Buenos Aires"
"Horacio Rodríguez Larreta  a Presidente y Gerardo Morales a Vicepresidente por Juntos por el Cambio",0.361,0.335,0.385,0.255,0.321,0.398,0.477,0.347,0.354,0.38,0.211,0.515,0.318,0.37,0.376,0.286,0.358
"Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.269,0.329,0.215,0.437,0.312,0.211,0.126,0.259,0.291,0.252,0.153,0.317,0.337,0.272,0.314,0.292,0.246
"En blanco",0.226,0.212,0.239,0.19,0.233,0.244,0.219,0.193,0.214,0.266,0.429,0.092,0.162,0.222,0.165,0.252,0.251
"No sabe",0.144,0.124,0.161,0.118,0.134,0.147,0.178,0.201,0.141,0.102,0.207,0.076,0.183,0.136,0.145,0.17,0.145
