"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","Centro","Norte","Sur","Buenos Aires"
"Siempre",0.232,0.253,0.212,0.204,0.217,0.246,0.277,0.269,0.21,0.224,0.257,0.259,0.175,0.239,0.224,0.17,0.238
"Casi siempre",0.375,0.361,0.388,0.275,0.356,0.434,0.448,0.331,0.376,0.417,0.396,0.418,0.391,0.361,0.348,0.377,0.398
"Casi nunca",0.274,0.269,0.278,0.339,0.294,0.254,0.184,0.262,0.288,0.267,0.256,0.245,0.339,0.284,0.291,0.311,0.253
"Nunca, pero esta es una excepción",0.119,0.117,0.122,0.182,0.133,0.066,0.091,0.138,0.126,0.092,0.091,0.078,0.095,0.116,0.137,0.142,0.111
