"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","Centro","Norte","Sur","Buenos Aires"
"Si",0.503,0.529,0.479,0.447,0.522,0.536,0.468,0.503,0.48,0.529,0.512,0.511,0.468,0.482,0.536,0.427,0.52
"No",0.497,0.471,0.521,0.553,0.478,0.464,0.532,0.497,0.52,0.471,0.488,0.489,0.532,0.518,0.464,0.573,0.48
