"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","Centro","Norte","Sur","Buenos Aires"
"Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Unión por la Patria",0.361,0.345,0.374,0.327,0.374,0.375,0.341,0.397,0.336,0.36,0.722,0.13,0.224,0.341,0.311,0.371,0.396
"Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.448,0.449,0.448,0.414,0.407,0.489,0.504,0.402,0.449,0.484,0.134,0.721,0.39,0.482,0.399,0.39,0.448
"En blanco",0.107,0.126,0.09,0.171,0.126,0.067,0.072,0.113,0.109,0.1,0.088,0.079,0.223,0.102,0.157,0.137,0.087
"No sabe",0.084,0.08,0.088,0.088,0.093,0.069,0.083,0.088,0.106,0.056,0.056,0.07,0.163,0.075,0.133,0.102,0.069
