"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","GBA","Interior"
"Sergio Massa Presidente, Agustin Rossi Vicepresidente y Axel Kicillof gobernador, Veronica Magario vicegobernadora; por Unión por la Patria",0.358,0.339,0.376,0.279,0.376,0.383,0.352,0.402,0.328,0.359,0.674,0.093,0.124,0.392,0.291
"Horacio Rodríguez Larreta Presidente, Gerardo Morales Vicepresidente y Diego Santilli gobernador, Gustavo Posse vicegobernador; por Juntos por el Cambio",0.3,0.28,0.319,0.222,0.223,0.339,0.452,0.298,0.304,0.296,0.094,0.552,0.385,0.297,0.306
"Javier Milei Presidente, Victoria Villarruel Vicepresidenta y Carolina Piparo gobernadora, Francisco Oneto vicegobernador; por la Libertad Avanza",0.198,0.268,0.133,0.351,0.244,0.141,0.07,0.176,0.213,0.198,0.113,0.225,0.245,0.177,0.241
"Myriam Bregman a Presidente, Nicolas del Caño a Vicepresidente, Alejandro Bodart a gobernador y Jimena Letieri por el Frente de Izquierda",0.023,0.016,0.03,0.018,0.031,0.014,0.024,0.014,0.025,0.029,0.03,0.011,0.004,0.024,0.022
"Juan Schiaretti a presidente, Florencio Randazzo vicepresidente por Hacemos por Nuestro Pais",0.018,0.017,0.019,0.036,0.019,0.01,0.014,0.007,0.025,0.018,0.02,0.011,0.037,0.014,0.025
"Otros",0.035,0.03,0.039,0.024,0.037,0.039,0.034,0.039,0.033,0.034,0.028,0.036,0.047,0.033,0.038
"En blanco",0.021,0.016,0.024,0.007,0.021,0.028,0.019,0.019,0.02,0.022,0.012,0.025,0.041,0.02,0.02
"No sabe",0.047,0.034,0.06,0.063,0.049,0.046,0.035,0.045,0.052,0.044,0.029,0.047,0.117,0.043,0.057
