"var","categoria","Siempre","Casi siempre","Casi nunca","Nunca, pero esta es una excepción"
"P06","Mucho",0.619,0.364,0.274,0.27
"P06","Bastante",0.239,0.45,0.284,0.256
"P06","Poco",0.093,0.141,0.299,0.212
"P06","Nada",0.04,0.039,0.127,0.217
"P06","No sabe",0.009,0.006,0.016,0.045
"P08","Tiene Decidido que va a ir a votar",0.93,0.841,0.749,0.712
"P08","Tiene dudas sobre si va a ir a  votar",0.05,0.141,0.116,0.148
"P08","Tiene Decidido que no va a ir a votar",0.02,0.018,0.135,0.14
"P10","Unión por la Patria",0.385,0.344,0.258,0.211
"P10","Juntos por el Cambio",0.347,0.364,0.271,0.255
"P10","Liberales",0.157,0.12,0.177,0.142
"P10","Izquierda",0.025,0.029,0.037,0.043
"P10","Otro",0.034,0.047,0.064,0.061
"P10","No sabe",0.052,0.096,0.193,0.288
"P19","Sergio Massa Presidente, Agustin Rossi Vicepresidente y Axel Kicillof gobernador, Veronica Magario vicegobernadora; por Unión por la Patria",0.348,0.286,0.243,0.16
"P19","Juan Grabois Presidente, Paula Abal Medina Vicepresidente y Axel Kicillof gobernador, Veronica Magario vicegobernadora; por Unión por la Patria",0.067,0.1,0.098,0.102
"P19","Patricia Bullrich Presidenta, Luis Petri Vicepresidente y Nestor Grindetti gobernador, Miguel Fernandez vicegobernador; por Juntos por el Cambio",0.253,0.273,0.175,0.144
"P19","Horacio Rodríguez Larreta Presidente, Gerardo Morales Vicepresidente y Diego Santilli gobernador, Gustavo Posse vicegobernador; por Juntos por el Cambio",0.106,0.129,0.111,0.159
"P19","Javier Milei Presidente, Victoria Villarruel Vicepresidenta y Carolina Piparo gobernadora, Francisco Oneto vicegobernador; por la Libertad Avanza",0.171,0.111,0.203,0.237
"P19","Myriam Bregman a Presidente, Nicolas del Caño a Vicepresidente, Alejandro Bodart a gobernador y Jimena Letieri por el Frente de Izquierda",0.008,0.018,0.024,0.015
"P19","Juan Schiaretti a presidente, Florencio Randazzo vicepresidente por Hacemos por Nuestro Pais",0.003,0.013,0.015,0.004
"P19","Otros",0.016,0.03,0.039,0.038
"P19","En blanco",0.014,0.007,0.017,0.015
"P19","No sabe",0.014,0.033,0.075,0.126
"P22","Totalmente seguro",0.733,0.603,0.546,0.51
"P22","Bastante seguro",0.129,0.201,0.163,0.143
"P22","Algo seguro",0.072,0.115,0.131,0.148
"P22","Para nada seguro",0.066,0.081,0.16,0.199
"P29","Sergio Massa Presidente, Agustin Rossi Vicepresidente y Axel Kicillof gobernador, Veronica Magario vicegobernadora; por Unión por la Patria",0.236,0.258,0.274,0.2
"P29","Juan Grabois Presidente, Paula Abal Medina Vicepresidente y Axel Kicillof gobernador, Veronica Magario vicegobernadora; por Unión por la Patria",0.108,0.107,0.068,0.101
"P29","Patricia Bullrich Presidenta, Luis Petri Vicepresidente y Nestor Grindetti gobernador, Miguel Fernandez vicegobernador; por Juntos por el Cambio",0.29,0.257,0.238,0.218
"P29","Horacio Rodríguez Larreta Presidente, Gerardo Morales Vicepresidente y Diego Santilli gobernador, Gustavo Posse vicegobernador; por Juntos por el Cambio",0.104,0.163,0.148,0.152
"P29","Javier Milei Presidente, Victoria Villarruel Vicepresidenta y Carolina Piparo gobernadora, Francisco Oneto vicegobernador; por la Libertad Avanza",0.181,0.122,0.157,0.19
"P29","Myriam Bregman a Presidente, Nicolas del Caño a Vicepresidente, Alejandro Bodart a gobernador y Jimena Letieri por el Frente de Izquierda",0.015,0.016,0.015,0.044
"P29","Juan Schiaretti a presidente, Florencio Randazzo vicepresidente por Hacemos por Nuestro Pais",0.002,0.007,0.01,0.006
"P29","Otros",0.03,0.031,0.029,0.011
"P29","En blanco",0.016,0.013,0.017,0.013
"P29","No sabe",0.018,0.026,0.044,0.065
"P34","Sergio Massa Presidente, Agustin Rossi Vicepresidente y Axel Kicillof gobernador, Veronica Magario vicegobernadora; por Unión por la Patria",0.366,0.373,0.335,0.275
"P34","Patricia Bullrich Presidenta, Luis Petri Vicepresidente y Nestor Grindetti gobernador, Miguel Fernandez vicegobernador; por Juntos por el Cambio",0.322,0.367,0.312,0.267
"P34","Javier Milei Presidente, Victoria Villarruel Vicepresidenta y Carolina Piparo gobernadora, Francisco Oneto vicegobernador; por la Libertad Avanza",0.167,0.132,0.223,0.26
"P34","Myriam Bregman a Presidente, Nicolas del Caño a Vicepresidente, Alejandro Bodart a gobernador y Jimena Letieri por el Frente de Izquierda",0.028,0.031,0.025,0.042
"P34","Juan Schiaretti a presidente, Florencio Randazzo vicepresidente por Hacemos por Nuestro Pais",0.018,0.017,0.024,0.021
"P34","Otros",0.049,0.038,0.017,0.01
