"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","GBA","Interior"
"Mucho",0.385,0.424,0.349,0.407,0.355,0.399,0.407,0.339,0.361,0.483,0.455,0.39,0.361,0.406,0.343
"Bastante",0.334,0.335,0.332,0.284,0.338,0.343,0.374,0.311,0.348,0.34,0.305,0.395,0.281,0.312,0.378
"Poco",0.179,0.153,0.205,0.205,0.183,0.168,0.155,0.209,0.189,0.125,0.17,0.155,0.266,0.18,0.179
"Nada",0.086,0.071,0.1,0.084,0.108,0.078,0.051,0.121,0.089,0.037,0.063,0.053,0.079,0.089,0.08
"No sabe",0.016,0.017,0.014,0.02,0.016,0.012,0.013,0.02,0.013,0.015,0.007,0.007,0.013,0.013,0.02
