"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","GBA","Interior"
"Siempre",0.235,0.263,0.209,0.209,0.221,0.243,0.289,0.269,0.211,0.232,0.253,0.282,0.185,0.231,0.244
"Casi siempre",0.388,0.373,0.401,0.293,0.366,0.458,0.458,0.359,0.377,0.441,0.403,0.422,0.43,0.387,0.389
"Casi nunca",0.257,0.247,0.267,0.31,0.272,0.244,0.177,0.255,0.278,0.226,0.254,0.217,0.311,0.251,0.27
"Nunca, pero esta es una excepción",0.12,0.117,0.123,0.188,0.141,0.055,0.076,0.117,0.134,0.101,0.09,0.079,0.074,0.131,0.097
