"var","categoria","Si","No"
"P06","Mucho",0.491,0.427
"P06","Bastante",0.372,0.368
"P06","Poco",0.095,0.152
"P06","Nada",0.03,0.051
"P06","No sabe",0.012,0.002
"P07","Siempre",0.363,0.226
"P07","Casi siempre",0.471,0.451
"P07","Casi nunca",0.118,0.246
"P07","Nunca, pero esta es una excepción",0.048,0.077
"P08","Tiene Decidido que va a ir a votar",0.921,0.857
"P08","Tiene dudas sobre si va a ir a  votar",0.069,0.116
"P08","Tiene Decidido que no va a ir a votar",0.01,0.027
"P10","Unión por la Patria",0.368,0.345
"P10","Juntos por el Cambio",0.366,0.374
"P10","Liberales",0.191,0.148
"P10","Izquierda",0.015,0.025
"P10","Otro",0.032,0.034
"P10","No sabe",0.028,0.074
"P19","Sergio Massa Presidente, Agustin Rossi Vicepresidente y Axel Kicillof gobernador, Veronica Magario vicegobernadora; por Unión por la Patria",0.275,0.289
"P19","Juan Grabois Presidente, Paula Abal Medina Vicepresidente y Axel Kicillof gobernador, Veronica Magario vicegobernadora; por Unión por la Patria",0.105,0.066
"P19","Patricia Bullrich Presidenta, Luis Petri Vicepresidente y Nestor Grindetti gobernador, Miguel Fernandez vicegobernador; por Juntos por el Cambio",0.276,0.28
"P19","Horacio Rodríguez Larreta Presidente, Gerardo Morales Vicepresidente y Diego Santilli gobernador, Gustavo Posse vicegobernador; por Juntos por el Cambio",0.111,0.143
"P19","Javier Milei Presidente, Victoria Villarruel Vicepresidenta y Carolina Piparo gobernadora, Francisco Oneto vicegobernador; por la Libertad Avanza",0.187,0.152
"P19","Myriam Bregman a Presidente, Nicolas del Caño a Vicepresidente, Alejandro Bodart a gobernador y Jimena Letieri por el Frente de Izquierda",0.011,0.013
"P19","Juan Schiaretti a presidente, Florencio Randazzo vicepresidente por Hacemos por Nuestro Pais",0.01,0.007
"P19","Otros",0.016,0.014
"P19","En blanco",0.002,0.005
"P19","No sabe",0.007,0.031
"P22","Totalmente seguro",0.663,0.662
"P22","Bastante seguro",0.185,0.164
"P22","Algo seguro",0.107,0.107
"P22","Para nada seguro",0.045,0.067
"P29","Sergio Massa Presidente, Agustin Rossi Vicepresidente y Axel Kicillof gobernador, Veronica Magario vicegobernadora; por Unión por la Patria",0.241,0.233
"P29","Juan Grabois Presidente, Paula Abal Medina Vicepresidente y Axel Kicillof gobernador, Veronica Magario vicegobernadora; por Unión por la Patria",0.101,0.121
"P29","Patricia Bullrich Presidenta, Luis Petri Vicepresidente y Nestor Grindetti gobernador, Miguel Fernandez vicegobernador; por Juntos por el Cambio",0.27,0.289
"P29","Horacio Rodríguez Larreta Presidente, Gerardo Morales Vicepresidente y Diego Santilli gobernador, Gustavo Posse vicegobernador; por Juntos por el Cambio",0.146,0.14
"P29","Javier Milei Presidente, Victoria Villarruel Vicepresidenta y Carolina Piparo gobernadora, Francisco Oneto vicegobernador; por la Libertad Avanza",0.185,0.134
"P29","Myriam Bregman a Presidente, Nicolas del Caño a Vicepresidente, Alejandro Bodart a gobernador y Jimena Letieri por el Frente de Izquierda",0.013,0.012
"P29","Juan Schiaretti a presidente, Florencio Randazzo vicepresidente por Hacemos por Nuestro Pais",0.003,0.008
"P29","Otros",0.02,0.02
"P29","En blanco",0.012,0.008
"P29","No sabe",0.009,0.035
"P34","Sergio Massa Presidente, Agustin Rossi Vicepresidente y Axel Kicillof gobernador, Veronica Magario vicegobernadora; por Unión por la Patria",0.339,0.327
"P34","Patricia Bullrich Presidenta, Luis Petri Vicepresidente y Nestor Grindetti gobernador, Miguel Fernandez vicegobernador; por Juntos por el Cambio",0.353,0.369
"P34","Javier Milei Presidente, Victoria Villarruel Vicepresidenta y Carolina Piparo gobernadora, Francisco Oneto vicegobernador; por la Libertad Avanza",0.206,0.169
"P34","Myriam Bregman a Presidente, Nicolas del Caño a Vicepresidente, Alejandro Bodart a gobernador y Jimena Letieri por el Frente de Izquierda",0.026,0.032
"P34","Juan Schiaretti a presidente, Florencio Randazzo vicepresidente por Hacemos por Nuestro Pais",0.013,0.02
"P34","Otros",0.035,0.031
"P34","En blanco",0.007,0.014
"P34","No sabe",0.021,0.038
"P35","Sergio Massa Presidente, Agustin Rossi Vicepresidente y Axel Kicillof gobernador, Veronica Magario vicegobernadora; por Unión por la Patria",0.351,0.332
"P35","Horacio Rodríguez Larreta Presidente, Gerardo Morales Vicepresidente y Diego Santilli gobernador, Gustavo Posse vicegobernador; por Juntos por el Cambio",0.31,0.331
"P35","Javier Milei Presidente, Victoria Villarruel Vicepresidenta y Carolina Piparo gobernadora, Francisco Oneto vicegobernador; por la Libertad Avanza",0.216,0.203
"P35","Myriam Bregman a Presidente, Nicolas del Caño a Vicepresidente, Alejandro Bodart a gobernador y Jimena Letieri por el Frente de Izquierda",0.019,0.022
"P35","Juan Schiaretti a presidente, Florencio Randazzo vicepresidente por Hacemos por Nuestro Pais",0.013,0.013
"P35","Otros",0.032,0.031
"P35","En blanco",0.018,0.022
"P35","No sabe",0.041,0.046
"P36","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Unión por la Patria",0.402,0.376
"P36","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.453,0.463
"P36","En blanco",0.095,0.086
"P36","No sabe",0.05,0.075
"P37","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.392,0.391
"P37","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.216,0.222
"P37","En blanco",0.282,0.254
"P37","No sabe",0.11,0.133
"P38","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Unión por la Patria",0.375,0.366
"P38","Horacio Rodríguez Larreta  a Presidente y Gerardo Morales a Vicepresidente por Juntos por el Cambio",0.396,0.42
"P38","En blanco",0.135,0.137
"P38","No sabe",0.094,0.077
"P39","Horacio Rodríguez Larreta  a Presidente y Gerardo Morales a Vicepresidente por Juntos por el Cambio",0.352,0.362
"P39","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.259,0.259
"P39","En blanco",0.272,0.242
"P39","No sabe",0.117,0.137
"P40","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Unión por la Patria",0.384,0.385
"P40","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.363,0.34
"P40","En blanco",0.144,0.131
"P40","No sabe",0.109,0.144
"P50","Lo votaría",0.352,0.346
"P50","Puede que lo vote",0.099,0.083
"P50","Nunca lo votaría",0.515,0.515
"P50","No sabe",0.034,0.056
"P51","Lo votaría",0.27,0.226
"P51","Puede que lo vote",0.126,0.124
"P51","Nunca lo votaría",0.578,0.612
"P51","No sabe",0.026,0.038
"P52","Lo votaría",0.35,0.357
"P52","Puede que lo vote",0.153,0.142
"P52","Nunca lo votaría",0.474,0.467
"P52","No sabe",0.023,0.034
"P53","Lo votaría",0.271,0.283
"P53","Puede que lo vote",0.172,0.208
"P53","Nunca lo votaría",0.519,0.46
"P53","No sabe",0.038,0.049
"P54","Lo votaría",0.251,0.198
"P54","Puede que lo vote",0.157,0.175
"P54","Nunca lo votaría",0.552,0.585
"P54","No sabe",0.04,0.042
"P55","Lo votaría",0.094,0.051
"P55","Puede que lo vote",0.176,0.144
"P55","Nunca lo votaría",0.697,0.745
"P55","No sabe",0.033,0.06
"P56","Lo votaría",0.05,0.02
"P56","Puede que lo vote",0.188,0.194
"P56","Nunca lo votaría",0.701,0.704
"P56","No sabe",0.061,0.082
