"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","GBA","Interior"
"Sergio Massa Presidente, Agustin Rossi Vicepresidente y Axel Kicillof gobernador, Veronica Magario vicegobernadora; por Unión por la Patria",0.355,0.33,0.379,0.306,0.363,0.371,0.359,0.385,0.33,0.362,0.665,0.086,0.19,0.384,0.297
"Patricia Bullrich Presidenta, Luis Petri Vicepresidente y Nestor Grindetti gobernador, Miguel Fernandez vicegobernador; por Juntos por el Cambio",0.336,0.32,0.351,0.267,0.257,0.396,0.455,0.325,0.355,0.32,0.101,0.641,0.295,0.326,0.356
"Javier Milei Presidente, Victoria Villarruel Vicepresidenta y Carolina Piparo gobernadora, Francisco Oneto vicegobernador; por la Libertad Avanza",0.171,0.23,0.114,0.27,0.223,0.116,0.069,0.18,0.164,0.17,0.11,0.171,0.194,0.151,0.209
"Myriam Bregman a Presidente, Nicolas del Caño a Vicepresidente, Alejandro Bodart a gobernador y Jimena Letieri por el Frente de Izquierda",0.03,0.027,0.033,0.034,0.036,0.025,0.023,0.025,0.028,0.037,0.033,0.018,0.024,0.031,0.028
"Juan Schiaretti a presidente, Florencio Randazzo vicepresidente por Hacemos por Nuestro Pais",0.019,0.014,0.024,0.029,0.021,0.011,0.017,0.004,0.026,0.024,0.021,0.009,0.087,0.018,0.021
"Otros",0.034,0.036,0.033,0.019,0.039,0.04,0.029,0.037,0.031,0.036,0.03,0.035,0.057,0.035,0.033
"En blanco",0.015,0.013,0.016,0.009,0.018,0.01,0.022,0.016,0.014,0.016,0.018,0.005,0.03,0.018,0.009
"No sabe",0.04,0.03,0.05,0.066,0.043,0.031,0.026,0.028,0.052,0.035,0.022,0.035,0.123,0.037,0.047
