"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","GBA","Interior"
"Unión por la Patria",0.319,0.304,0.332,0.268,0.319,0.35,0.337,0.299,0.314,0.349,0.536,0.177,0.097,0.342,0.272
"Juntos por el Cambio",0.325,0.321,0.329,0.234,0.28,0.374,0.461,0.317,0.318,0.346,0.188,0.573,0.237,0.322,0.331
"Liberales",0.146,0.195,0.099,0.244,0.16,0.111,0.048,0.161,0.133,0.147,0.087,0.148,0.301,0.124,0.189
"Izquierda",0.032,0.027,0.036,0.04,0.035,0.021,0.028,0.026,0.031,0.038,0.03,0.006,0.017,0.032,0.031
"Otro",0.049,0.046,0.053,0.068,0.062,0.027,0.03,0.052,0.048,0.049,0.05,0.022,0.106,0.047,0.054
"No sabe",0.129,0.107,0.151,0.146,0.144,0.117,0.096,0.145,0.156,0.071,0.109,0.074,0.242,0.133,0.123
