"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","GBA","Interior"
"Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Unión por la Patria",0.398,0.363,0.432,0.339,0.438,0.392,0.376,0.408,0.379,0.417,0.732,0.138,0.211,0.423,0.349
"Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.444,0.47,0.42,0.464,0.375,0.489,0.494,0.417,0.461,0.443,0.149,0.742,0.401,0.446,0.44
"En blanco",0.089,0.103,0.075,0.135,0.108,0.056,0.065,0.096,0.083,0.09,0.073,0.069,0.19,0.074,0.118
"No sabe",0.069,0.064,0.073,0.062,0.079,0.063,0.065,0.079,0.077,0.05,0.046,0.051,0.198,0.057,0.093
