"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","GBA","Interior"
"Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.393,0.362,0.421,0.338,0.338,0.409,0.504,0.368,0.418,0.38,0.173,0.653,0.3,0.405,0.368
"Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.205,0.282,0.132,0.369,0.24,0.157,0.098,0.218,0.204,0.197,0.13,0.217,0.236,0.18,0.255
"En blanco",0.27,0.257,0.282,0.245,0.292,0.282,0.232,0.243,0.238,0.331,0.499,0.07,0.281,0.273,0.264
"No sabe",0.132,0.099,0.165,0.048,0.13,0.152,0.166,0.171,0.14,0.092,0.198,0.06,0.183,0.142,0.113
