"var","categoria","La votaría","Puede que la vote","Nunca la votaría","No sabe"
"P08","Del Frente de Todos y el peronismo",0.457,0.426,0.171,0.305
"P08","De Juntos por el cambio",0.246,0.07,0.425,0.228
"P08","De los Liberales libertarios",0.268,0.132,0.29,0.23
"P08","De la Izquierda",0,0.06,0.019,0.016
"P08","No sabe",0.029,0.312,0.095,0.221
"P09","A Sergio Massa",0.268,0.401,0.284,0.25
"P09","A Daniel Scioli",0.174,0.08,0.078,0.164
"P09","A algún candidato del peronismo",0.133,0.09,0.155,0.139
"P09","A algún candidato del kirchnerismo",0.425,0.429,0.483,0.447
"P10","A Horacio Rodriguez Larreta",0,0,0.143,0.202
"P10","A Patricia Bullrich",0.5,0.438,0.716,0.711
"P10","A Facundo Manes",0.5,0.562,0.043,0.079
"P10","A Gerardo Morales",0,0,0.098,0.008
"P11","Alfredo Cornejo por Cambia Mendoza",0.285,0.069,0.349,0.211
"P11","Luis Petri por Cambia Mendoza",0.008,0.042,0.178,0.125
"P11","Omar De Marchi por La Unión Mendocina",0.281,0.159,0.184,0.113
"P11","Omar Parisi por Elegí Mendoza",0.018,0.207,0.086,0.081
"P11","Guillermo Carmona por Elegí Mendoza",0.176,0.072,0.054,0.133
"P11","Nicolás Guillén por Elegí Mendoza",0.134,0.013,0.012,0.016
"P11","Alfredo Guevara por Elegí Mendoza",0.086,0.115,0.009,0.041
"P11","Lautaro Giménez por el Frente de Izquierda",0,0.008,0.009,0.016
"P11","Victor da Vila por el Frente de Izquierda",0.012,0,0.013,0.013
"P11","No sabe",0,0.315,0.106,0.251
"P14","Alfredo Cornejo a gobernador y Hebe Casado a vicegobernadora por Cambia Mendoza",0.188,0.141,0.287,0.188
"P14","Luis Petri a gobernador y Patricia Giménez a vicegobernadora por Cambia Mendoza",0.136,0.143,0.262,0.204
"P14","Omar De Marchi a gobernador y Daniel Orozco a vicegobernador por “La Unión Mendocina”",0.064,0.264,0.187,0.18
"P14","Omar Parisi a gobernador y Lucas Ilardo a vicegobernador por Elegí Mendoza",0.126,0.144,0.106,0.124
"P14","Guillermo Carmona a gobernador y Liliana Paponet a vicegobernadora por Elegí Mendoza",0.135,0.047,0.034,0.111
"P14","Nicolás Guillén a gobernador y Lorena Martin a vicegobernadora por Elegí Mendoza",0.296,0.103,0.013,0.009
"P14","Alfredo Guevara a gobernador y Patricia Galván a vicegobernadora por Elegí Mendoza",0.055,0.042,0.014,0.023
