"var","categoria","Muy buena","Buena","Ni buena ni mala","Mala","Muy mala","No sabe"
"P08","Del Frente de Todos y el peronismo",0.425,0.702,0.255,0.198,0.107,0.262
"P08","De Juntos por el cambio",0.163,0.144,0.296,0.463,0.369,0.366
"P08","De los Liberales libertarios",0.268,0,0.236,0.29,0.388,0.209
"P08","De la Izquierda",0,0.111,0.023,0.002,0.052,0.006
"P08","No sabe",0.144,0.043,0.19,0.047,0.084,0.157
"P09","A Sergio Massa",0.067,0.13,0.411,0.226,0.024,0.295
"P09","A Daniel Scioli",0.178,0.231,0.043,0.192,0.198,0.091
"P09","A algún candidato del peronismo",0.108,0.036,0.128,0.164,0.107,0.099
"P09","A algún candidato del kirchnerismo",0.647,0.603,0.418,0.418,0.671,0.515
"P10","A Horacio Rodriguez Larreta",0,0,0.145,0.225,0.072,0.174
"P10","A Patricia Bullrich",0.909,1,0.795,0.75,0.725,0.696
"P10","A Facundo Manes",0,0,0.054,0.015,0.048,0.075
"P10","A Gerardo Morales",0.091,0,0.006,0.01,0.155,0.055
"P11","Alfredo Cornejo por Cambia Mendoza",0.185,0.461,0.247,0.388,0.283,0.292
"P11","Luis Petri por Cambia Mendoza",0,0,0.17,0.14,0.168,0.163
"P11","Omar De Marchi por La Unión Mendocina",0.28,0.15,0.171,0.155,0.238,0.144
"P11","Omar Parisi por Elegí Mendoza",0.127,0.148,0.092,0.085,0.029,0.093
"P11","Guillermo Carmona por Elegí Mendoza",0.071,0.053,0.104,0.08,0.079,0.078
"P11","Nicolás Guillén por Elegí Mendoza",0.132,0.015,0.01,0.043,0,0.006
"P11","Alfredo Guevara por Elegí Mendoza",0.049,0.173,0.029,0.015,0.008,0.039
"P11","Lautaro Giménez por el Frente de Izquierda",0,0,0.007,0,0.022,0.003
"P11","Victor da Vila por el Frente de Izquierda",0.012,0,0.009,0.006,0.047,0.001
"P11","No sabe",0.144,0,0.161,0.088,0.126,0.181
