"var","categoria","Muy buena","Buena","Ni buena ni mala","Mala","Muy mala","No sabe"
"P08","Del Frente de Todos y el peronismo",0.854,0.664,0.222,0.156,0.077,0.17
"P08","De Juntos por el cambio",0.033,0.142,0.295,0.472,0.496,0.311
"P08","De los Liberales libertarios",0.048,0.018,0.27,0.277,0.324,0.289
"P08","De la Izquierda",0,0.011,0.03,0.006,0.039,0.002
"P08","No sabe",0.065,0.165,0.183,0.089,0.064,0.228
"P09","A Sergio Massa",0.126,0.356,0.456,0.319,0.129,0.328
"P09","A Daniel Scioli",0.125,0.079,0.059,0.294,0.077,0.014
"P09","A algún candidato del peronismo",0.08,0.119,0.196,0.124,0.155,0.112
"P09","A algún candidato del kirchnerismo",0.669,0.446,0.289,0.263,0.639,0.546
"P10","A Horacio Rodriguez Larreta",0,0.044,0.197,0.205,0.078,0.196
"P10","A Patricia Bullrich",0.923,0.956,0.664,0.761,0.733,0.733
"P10","A Facundo Manes",0,0,0.07,0.018,0.056,0.065
"P10","A Gerardo Morales",0.077,0,0.069,0.016,0.133,0.006
"P11","Alfredo Cornejo por Cambia Mendoza",0.009,0.163,0.259,0.428,0.387,0.241
"P11","Luis Petri por Cambia Mendoza",0.012,0.078,0.182,0.152,0.175,0.165
"P11","Omar De Marchi por La Unión Mendocina",0.114,0.098,0.193,0.167,0.197,0.159
"P11","Omar Parisi por Elegí Mendoza",0.67,0.139,0.049,0.021,0.006,0.024
"P11","Guillermo Carmona por Elegí Mendoza",0.065,0.31,0.108,0.089,0.056,0.031
"P11","Nicolás Guillén por Elegí Mendoza",0.007,0.022,0.017,0.004,0.035,0.006
"P11","Alfredo Guevara por Elegí Mendoza",0.091,0.122,0.014,0.022,0.006,0.03
"P11","Lautaro Giménez por el Frente de Izquierda",0,0.033,0.013,0,0.016,0
"P11","Victor da Vila por el Frente de Izquierda",0,0,0.013,0.007,0.029,0
"P11","No sabe",0.032,0.035,0.152,0.11,0.093,0.344
"P14","Alfredo Cornejo a gobernador y Hebe Casado a vicegobernadora por Cambia Mendoza",0.027,0.152,0.241,0.3,0.269,0.223
"P14","Luis Petri a gobernador y Patricia Giménez a vicegobernadora por Cambia Mendoza",0.028,0.164,0.255,0.269,0.28,0.225
"P14","Omar De Marchi a gobernador y Daniel Orozco a vicegobernador por “La Unión Mendocina”",0.355,0.197,0.233,0.178,0.144,0.165
"P14","Omar Parisi a gobernador y Lucas Ilardo a vicegobernador por Elegí Mendoza",0.442,0.125,0.075,0.035,0.096,0.094
"P14","Guillermo Carmona a gobernador y Liliana Paponet a vicegobernadora por Elegí Mendoza",0.102,0.203,0.055,0.087,0.053,0.033
"P14","Nicolás Guillén a gobernador y Lorena Martin a vicegobernadora por Elegí Mendoza",0.004,0.012,0.051,0.047,0.028,0.002
"P14","Alfredo Guevara a gobernador y Patricia Galván a vicegobernadora por Elegí Mendoza",0.022,0.097,0.022,0.016,0.012,0.012
"P14","Lautaro Giménez a gobernador y Noelia Barbeito a vicegobernadora por el Frente de Izquierda",0,0.028,0.006,0.002,0.011,0.002
"P14","Victor da Vila a gobernador y Nadya Ortiz Gazzo a vicegobernadora por el Frente de Izquierda",0,0,0.017,0.005,0.015,0
"P14","No sabe",0.02,0.022,0.045,0.061,0.092,0.244
"P17","Alfredo Cornejo por Cambia Mendoza con el apoyo de Patricia Bullrich, Horacio Rodríguez Larreta, Mauricio Macri y una parte de la UCR",0.021,0.126,0.227,0.268,0.361,0.217
"P17","Luis Petri por Cambia Mendoza con el apoyo de Julio Cobos y una parte de la UCR",0.025,0.061,0.156,0.149,0.135,0.101
"P17","Omar De Marchi por La Unión Mendocina con el apoyo de una parte del PRO y de Javier Milei",0.11,0.066,0.227,0.219,0.217,0.354
"P17","Omar Parisi por Elegí Mendoza con el apoyo de Anabel Fernández Sagasti y una parte del kirchnerismo",0.744,0.291,0.104,0.133,0.04,0.057
"P17","Guillermo Carmona por Elegí Mendoza con el apoyo de Emir y Omar Félix, y una parte del PJ",0.038,0.261,0.087,0.054,0.051,0.084
