"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","GBA","Interior","Fernandez","Macri","Lavagna"
"Siempre",0.301,0.277,0.326,0.295,0.275,0.322,0.335,0.29,0.286,0.337,0.291,0.323,0.311,0.327,0.263
"Casi siempre",0.39,0.391,0.388,0.319,0.391,0.411,0.423,0.354,0.401,0.415,0.408,0.353,0.39,0.413,0.35
"Casi nunca",0.219,0.241,0.197,0.244,0.246,0.204,0.16,0.239,0.233,0.175,0.211,0.235,0.216,0.178,0.241
"Nunca, pero esta es una excepción",0.09,0.091,0.089,0.142,0.088,0.063,0.082,0.117,0.08,0.073,0.09,0.089,0.083,0.082,0.146
