"var","categoria","Muy buena","Buena","Ni buena ni mala","Mala","Muy mala","No sabe"
"P05","Tengo trabajo estable",0.558,0.656,0.625,0.618,0.54,0.339
"P05","Realizo changas o trabajos de vez en cuando",0.071,0.07,0.098,0.108,0.148,0.201
"P05","No tengo trabajo",0.112,0.06,0.112,0.072,0.147,0.32
"P05","Soy jubilado o pensionado",0.259,0.214,0.165,0.202,0.165,0.14
"P06","1",0.23,0.192,0.175,0.245,0.36,0.494
"P06","2",0.034,0.056,0.03,0.048,0.076,0.024
"P06","3",0.034,0.036,0.027,0.063,0.084,0.086
"P06","4",0.051,0.038,0.072,0.079,0.068,0.03
"P06","5",0.21,0.23,0.232,0.238,0.216,0.172
"P06","6",0.054,0.052,0.057,0.048,0.04,0.014
"P06","7",0.117,0.137,0.126,0.062,0.039,0.107
"P06","8",0.027,0.062,0.073,0.074,0.034,0.014
"P06","9",0.243,0.197,0.208,0.143,0.083,0.059
"P07","1",0.391,0.368,0.39,0.264,0.153,0.292
"P07","2",0.037,0.087,0.044,0.073,0.035,0.01
"P07","3",0.076,0.084,0.069,0.056,0.034,0.002
"P07","4",0.038,0.045,0.052,0.058,0.031,0.072
"P07","5",0.18,0.177,0.208,0.176,0.206,0.221
"P07","6",0.038,0.04,0.041,0.086,0.053,0.035
"P07","7",0.029,0.043,0.039,0.071,0.088,0.158
"P07","8",0.029,0.046,0.032,0.072,0.081,0.01
"P07","9",0.182,0.11,0.125,0.144,0.319,0.2
"P08","1",0.51,0.542,0.539,0.41,0.256,0.363
"P08","2",0.042,0.043,0.039,0.032,0.025,0
"P08","3",0.016,0.043,0.027,0.035,0.025,0
"P08","4",0.013,0.023,0.013,0.043,0.034,0.104
"P08","5",0.085,0.074,0.118,0.115,0.137,0.156
"P08","6",0.003,0.018,0.02,0.023,0.026,0.029
"P08","7",0.011,0.027,0.024,0.033,0.052,0
"P08","8",0.041,0.021,0.032,0.026,0.053,0
"P08","9",0.279,0.209,0.188,0.283,0.392,0.348
"P10","Del Frente de Todos y el peronismo",0.657,0.703,0.582,0.283,0.061,0.422
"P10","De Cambiemos",0.216,0.155,0.156,0.299,0.493,0.082
"P10","De los Liberales libertarios",0.054,0.071,0.111,0.241,0.341,0.142
"P10","De la Izquierda",0.015,0.008,0.04,0.055,0.033,0.041
"P10","No sabe",0.058,0.063,0.111,0.122,0.072,0.313
"P11","A Alberto Fernández",0.189,0.134,0.141,0.172,0.196,0.305
"P11","A Sergio Massa",0.575,0.219,0.067,0.105,0.153,0
"P11","A algún candidato del peronismo",0.042,0.126,0.166,0.074,0.231,0.324
"P11","A algún candidato del kirchnerismo",0.194,0.521,0.626,0.649,0.42,0.371
"P12","A Alberto Fernández",0.036,0.08,0.074,0.065,0.075,0.143
"P12","A Sergio Massa",0.457,0.136,0.017,0.076,0.066,0
"P12","A algún candidato del peronismo",0.047,0.069,0.124,0.053,0.23,0.451
"P12","A Cristina Fernández de Kirchner",0.46,0.715,0.785,0.806,0.629,0.406
"P13","A Horacio Rodriguez Larreta",0.59,0.32,0.265,0.286,0.192,0.498
"P13","A Patricia Bullrich",0.395,0.555,0.507,0.557,0.724,0.193
"P13","A Facundo Manes",0,0.104,0.164,0.113,0.053,0.309
"P13","A Gerardo Morales",0.015,0.021,0.064,0.044,0.031,0
"P14","Lo votaría",0.643,0.617,0.511,0.22,0.049,0.266
"P14","Puede que lo vote",0.108,0.087,0.081,0.099,0.053,0.188
"P14","Nunca lo votaría",0.203,0.235,0.339,0.58,0.87,0.365
"P14","No sabe",0.046,0.061,0.069,0.101,0.028,0.181
"P15","Lo votaría",0.226,0.172,0.139,0.071,0.028,0.054
"P15","Puede que lo vote",0.265,0.402,0.338,0.216,0.044,0.228
"P15","Nunca lo votaría",0.381,0.323,0.375,0.556,0.888,0.444
"P15","No sabe",0.128,0.103,0.148,0.157,0.04,0.274
"P16","Lo votaría",0.182,0.094,0.072,0.148,0.233,0.162
"P16","Puede que lo vote",0.145,0.164,0.163,0.257,0.3,0.063
"P16","Nunca lo votaría",0.601,0.681,0.665,0.469,0.413,0.469
"P16","No sabe",0.072,0.061,0.1,0.126,0.054,0.306
"P17","Lo votaría",0.163,0.084,0.073,0.118,0.213,0.146
"P17","Puede que lo vote",0.1,0.149,0.13,0.258,0.322,0.042
"P17","Nunca lo votaría",0.648,0.708,0.667,0.498,0.375,0.239
"P17","No sabe",0.089,0.059,0.13,0.126,0.09,0.573
"P18","Lo votaría",0.516,0.261,0.084,0.034,0.032,0.188
"P18","Puede que lo vote",0.189,0.42,0.468,0.12,0.056,0.09
"P18","Nunca lo votaría",0.243,0.251,0.352,0.791,0.889,0.247
"P18","No sabe",0.052,0.068,0.096,0.055,0.023,0.475
"P19","Lo votaría",0.113,0.072,0.051,0.057,0.05,0.108
"P19","Puede que lo vote",0.14,0.143,0.11,0.183,0.173,0.139
"P19","Nunca lo votaría",0.685,0.73,0.752,0.665,0.722,0.447
"P19","No sabe",0.062,0.055,0.087,0.095,0.055,0.306
"P20","Lo votaría",0.104,0.075,0.056,0.156,0.287,0.085
"P20","Puede que lo vote",0.125,0.133,0.122,0.225,0.331,0.06
"P20","Nunca lo votaría",0.708,0.762,0.715,0.506,0.323,0.42
"P20","No sabe",0.063,0.03,0.107,0.113,0.059,0.435
"P21","Lo votaría",0.057,0.042,0.024,0.041,0.057,0
"P21","Puede que lo vote",0.098,0.128,0.09,0.141,0.13,0.054
"P21","Nunca lo votaría",0.662,0.645,0.637,0.527,0.54,0.421
"P21","No sabe",0.183,0.185,0.249,0.291,0.273,0.525
"P22","Lo votaría",0.263,0.165,0.077,0.04,0.017,0.014
"P22","Puede que lo vote",0.31,0.397,0.299,0.136,0.05,0.155
"P22","Nunca lo votaría",0.353,0.363,0.472,0.688,0.883,0.398
"P22","No sabe",0.074,0.075,0.152,0.136,0.05,0.433
"P23","Lo votaría",0.045,0.026,0.053,0.038,0.065,0.014
"P23","Puede que lo vote",0.115,0.103,0.091,0.135,0.197,0.028
"P23","Nunca lo votaría",0.672,0.664,0.583,0.561,0.532,0.382
"P23","No sabe",0.168,0.207,0.273,0.266,0.206,0.576
"P24","Daniel Scioli presidente - Axel Kicillof gobernador por el Frente de Todos",0.289,0.228,0.128,0.048,0.029,0.318
"P24","Wado de Pedro presidente - Axel Kicillof gobernador por el Frente de Todos",0.267,0.389,0.373,0.19,0.058,0.091
"P24","Patricia Bullrich presidenta - Joaquín De La Torre gobernador por Juntos por el Cambio",0.141,0.189,0.141,0.232,0.395,0.168
"P24","Horacio Rodríguez Larreta presidente - Diego Santilli gobernador por Juntos por el Cambio",0.154,0.055,0.102,0.148,0.12,0.078
"P24","María Eugenia Vidal presidenta - Cristian Ritondo gobernador por Juntos por el Cambio",0.03,0.016,0.031,0.036,0.05,0
"P24","Facundo Manes presidente - Maximiliano Abad gobernador por Juntos por el Cambio",0.05,0.037,0.046,0.031,0.04,0.085
"P24","José Luis Espert presidente y su candidato a gobernador por Juntos por el Cambio",0.001,0.005,0.006,0.031,0.017,0.035
"P24","Javier Milei presidente y su candidato a gobernador por la Libertad Avanza",0.009,0.034,0.059,0.187,0.239,0.046
"P24","A los candidatos del Frente de Izquierda",0.004,0.006,0.017,0.033,0.013,0
"P24","No sabe",0.055,0.041,0.097,0.064,0.039,0.179
"P25","Alberto Fernández presidente - Axel Kicillof gobernador por el Frente de Todos",0.228,0.169,0.122,0.04,0.023,0.3
"P25","Wado de Pedro presidente - Axel Kicillof gobernador por el Frente de Todos",0.334,0.476,0.44,0.246,0.053,0.219
"P25","Patricia Bullrich presidenta - Joaquín De La Torre gobernador por Juntos por el Cambio",0.149,0.127,0.116,0.187,0.38,0.103
"P25","Horacio Rodríguez Larreta presidente - Diego Santilli gobernador por Juntos por el Cambio",0.118,0.061,0.056,0.113,0.105,0.006
"P25","María Eugenia Vidal presidenta - Cristian Ritondo gobernador por Juntos por el Cambio",0.031,0.008,0.024,0.049,0.036,0
"P25","Facundo Manes presidente - Maximiliano Abad gobernador por Juntos por el Cambio",0.027,0.039,0.056,0.047,0.044,0.014
"P25","José Luis Espert presidente y su candidato a gobernador por Juntos por el Cambio",0.009,0.007,0.012,0.018,0.031,0.035
"P25","Javier Milei presidente y su candidato a gobernador por la Libertad Avanza",0.03,0.055,0.084,0.199,0.275,0.144
"P25","A los candidatos del Frente de Izquierda",0.002,0.009,0.021,0.048,0.02,0
"P25","No sabe",0.072,0.049,0.069,0.053,0.033,0.179
"P26","Sergio Massa presidente - Axel Kicillof gobernador por el Frente de Todos",0.586,0.656,0.41,0.159,0.045,0.25
"P26","Patricia Bullrich presidenta - Joaquín De La Torre gobernador por Juntos por el Cambio",0.144,0.112,0.118,0.197,0.375,0.212
"P26","Horacio Rodríguez Larreta presidente - Diego Santilli gobernador por Juntos por el Cambio",0.07,0.067,0.082,0.13,0.1,0.12
"P26","María Eugenia Vidal presidenta - Cristian Ritondo gobernador por Juntos por el Cambio",0.1,0.028,0.045,0.058,0.076,0.031
"P26","Facundo Manes presidente - Maximiliano Abad gobernador por Juntos por el Cambio",0.018,0.022,0.038,0.034,0.031,0.041
"P26","José Luis Espert presidente y su candidato a gobernador por Juntos por el Cambio",0.004,0.004,0.013,0.029,0.02,0.01
"P26","Javier Milei presidente y su candidato a gobernador por la Libertad Avanza",0.028,0.039,0.07,0.175,0.204,0.056
"P26","A los candidatos del Frente de Izquierda",0.005,0.022,0.079,0.105,0.101,0.056
"P26","No sabe",0.045,0.05,0.145,0.113,0.048,0.224
"P27","Daniel Scioli presidente - Axel Kicillof gobernador por el Frente de Todos",0.553,0.645,0.488,0.211,0.063,0.275
"P27","Patricia Bullrich presidenta - Joaquín De La Torre gobernador por Juntos por el Cambio",0.172,0.126,0.139,0.213,0.388,0.096
"P27","Horacio Rodríguez Larreta presidente - Diego Santilli gobernador por Juntos por el Cambio",0.112,0.063,0.049,0.124,0.124,0.097
"P27","Facundo Manes presidente - Maximiliano Abad gobernador por Juntos por el Cambio",0.074,0.03,0.063,0.045,0.035,0.065
"P27","José Luis Espert presidente y su candidato a gobernador por Juntos por el Cambio",0,0.011,0.01,0.023,0.032,0.01
"P27","Javier Milei presidente y su candidato a gobernador por la Libertad Avanza",0.022,0.042,0.078,0.177,0.225,0.167
"P27","A los candidatos del Frente de Izquierda",0.002,0.016,0.041,0.096,0.05,0
"P27","No sabe",0.065,0.067,0.132,0.111,0.083,0.29
"P28","Alberto Fernández presidente - Axel Kicillof gobernador por el Frente de Todos",0.54,0.589,0.442,0.189,0.045,0.414
"P28","Patricia Bullrich presidenta - Joaquín De La Torre gobernador por Juntos por el Cambio",0.177,0.128,0.114,0.212,0.396,0.09
"P28","Horacio Rodríguez Larreta presidente - Diego Santilli gobernador por Juntos por el Cambio",0.116,0.055,0.074,0.121,0.108,0.06
