"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","GBA","Interior","Fernandez","Macri","Lavagna"
"1",0.276,0.233,0.317,0.235,0.276,0.283,0.317,0.325,0.267,0.226,0.278,0.272,0.425,0.165,0.175
"2",0.05,0.05,0.05,0.04,0.057,0.049,0.048,0.057,0.051,0.038,0.05,0.051,0.07,0.035,0.038
"3",0.043,0.046,0.039,0.045,0.042,0.046,0.038,0.038,0.039,0.056,0.042,0.044,0.055,0.026,0.1
"4",0.043,0.051,0.035,0.045,0.044,0.044,0.036,0.035,0.043,0.053,0.042,0.044,0.041,0.043,0.088
"5",0.204,0.211,0.198,0.205,0.223,0.204,0.161,0.192,0.207,0.217,0.204,0.204,0.17,0.2,0.308
"6",0.047,0.047,0.046,0.034,0.053,0.049,0.045,0.038,0.046,0.059,0.047,0.046,0.037,0.058,0.05
"7",0.055,0.064,0.047,0.053,0.057,0.056,0.053,0.036,0.054,0.083,0.055,0.056,0.03,0.083,0.067
"8",0.059,0.069,0.049,0.069,0.057,0.054,0.056,0.045,0.062,0.072,0.053,0.071,0.041,0.076,0.03
"9",0.223,0.229,0.219,0.274,0.191,0.215,0.246,0.234,0.231,0.196,0.229,0.212,0.131,0.314,0.144
