"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","GBA","Interior","Fernandez","Macri","Lavagna"
"Alberto Fernández presidente – Axel Kicillof gobernador por el Frente de Todos",0.306,0.271,0.341,0.226,0.303,0.334,0.349,0.288,0.32,0.307,0.31,0.299,0.439,0.281,0.22
"Patricia Bullrich presidenta - Joaquín De La Torre gobernador por Juntos por el Cambio",0.288,0.256,0.319,0.183,0.248,0.329,0.409,0.294,0.256,0.328,0.297,0.269,0.242,0.385,0.243
"Javier Milei presidente y su candidato a gobernador por la Libertad Avanza",0.228,0.31,0.148,0.402,0.265,0.16,0.088,0.254,0.238,0.184,0.214,0.257,0.095,0.23,0.296
"A los candidatos del Frente de Izquierda",0.041,0.042,0.04,0.045,0.053,0.031,0.024,0.035,0.039,0.05,0.044,0.034,0.064,0.012,0.015
"No sabe",0.137,0.121,0.152,0.144,0.131,0.146,0.13,0.129,0.147,0.131,0.135,0.141,0.16,0.092,0.226
