"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","GBA","Interior","Fernandez","Macri","Lavagna"
"1",0.299,0.283,0.314,0.295,0.289,0.307,0.316,0.354,0.285,0.248,0.296,0.304,0.209,0.389,0.257
"2",0.061,0.056,0.067,0.067,0.064,0.059,0.05,0.059,0.067,0.054,0.062,0.06,0.057,0.064,0.021
"3",0.05,0.056,0.044,0.056,0.054,0.044,0.041,0.038,0.052,0.062,0.049,0.052,0.027,0.074,0.077
"4",0.061,0.063,0.058,0.056,0.052,0.059,0.087,0.059,0.06,0.063,0.057,0.067,0.036,0.084,0.091
"5",0.214,0.238,0.192,0.202,0.231,0.226,0.175,0.211,0.212,0.222,0.215,0.214,0.19,0.191,0.303
"6",0.048,0.045,0.05,0.048,0.055,0.041,0.041,0.031,0.051,0.065,0.051,0.041,0.066,0.036,0.057
"7",0.066,0.067,0.065,0.065,0.071,0.067,0.054,0.035,0.069,0.103,0.065,0.067,0.116,0.042,0.052
"8",0.045,0.043,0.047,0.048,0.043,0.044,0.048,0.039,0.042,0.059,0.046,0.044,0.063,0.032,0.046
"9",0.156,0.149,0.163,0.163,0.141,0.153,0.188,0.174,0.162,0.124,0.159,0.151,0.236,0.088,0.096
